B_thermophilus_symbiont	R.fausta	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	SUP05	V.diagonalis	V.extenta	V.gigas1	V.gigas2	V.marissinica	V.okutanii	V.soyoae1	V.soyoae2
MS2017_1818	HUE58_RS03805	Rmag_0197	Rpac_peg_1062	Rpha_peg_1157	Rple_peg_26	Rrec_peg_966	Rsou_peg_1209	SP60_05410	Vdia_peg_788	Vext_peg_777	Vgig1_peg_735	Vgig2_peg_622	Vmar_0193	COSY_0197	Vsoy1_peg_219	Vsoy2_peg_424
MS2017_0595	HUE58_RS03670	Rmag_0744	Rpac_peg_1088	Rpha_peg_581	Rple_peg_297	Rrec_peg_1501	Rsou_peg_686	SP60_06475	Vdia_peg_273	Vext_peg_268	Vgig1_peg_232	Vgig2_peg_120	Vmar_0703	COSY_0689	Vsoy1_peg_728	Vsoy2_peg_928
MS2017_1779	HUE58_RS04545	Rmag_0909	Rpac_peg_673	Rpha_peg_1431	Rple_peg_880	Rrec_peg_472	Rsou_peg_260	SP60_02575	Vdia_peg_139	Vext_peg_134	Vgig1_peg_838	Vgig2_peg_725	Vmar_0826	COSY_0816	Vsoy1_peg_856	Vsoy2_peg_72
MS2017_1782	HUE58_RS00495	Rmag_0227	Rpac_peg_347	Rpha_peg_2187	Rple_peg_94	Rrec_peg_235	Rsou_peg_1026	SP60_05560	Vdia_peg_765	Vext_peg_754	Vgig1_peg_709	Vgig2_peg_597	Vmar_0218	COSY_0220	Vsoy1_peg_243	Vsoy2_peg_448
MS2017_0600	HUE58_RS03650	Rmag_0741	Rpac_peg_1092	Rpha_peg_585	Rple_peg_292	Rrec_peg_1496	Rsou_peg_682	SP60_06500	Vdia_peg_277	Vext_peg_271	Vgig1_peg_236	Vgig2_peg_124	Vmar_0699	COSY_0686	Vsoy1_peg_725	Vsoy2_peg_925
MS2017_1824	HUE58_RS03845	Rmag_0192	Rpac_peg_1052	Rpha_peg_1608	Rple_peg_38	Rrec_peg_953	Rsou_peg_1222	SP60_05375	Vdia_peg_789	Vext_peg_778	Vgig1_peg_736	Vgig2_peg_625	Vmar_0192	COSY_0196	Vsoy1_peg_217	Vsoy2_peg_422
MS2017_1784	HUE58_RS00485	Rmag_0225	Rpac_peg_344	Rpha_peg_2189	Rple_peg_92	Rrec_peg_237	Rsou_peg_1024	SP60_05550	Vdia_peg_766	Vext_peg_755	Vgig1_peg_711	Vgig2_peg_598	Vmar_0217	COSY_0219	Vsoy1_peg_241	Vsoy2_peg_446
MS2017_0601	HUE58_RS03645	Rmag_0740	Rpac_peg_1093	Rpha_peg_586	Rple_peg_291	Rrec_peg_1495	Rsou_peg_681	SP60_06505	Vdia_peg_278	Vext_peg_272	Vgig1_peg_237	Vgig2_peg_125	Vmar_0698	COSY_0685	Vsoy1_peg_724	Vsoy2_peg_924
MS2017_1825	HUE58_RS03850	Rmag_0191	Rpac_peg_1051	Rpha_peg_1607	Rple_peg_39	Rrec_peg_952	Rsou_peg_1223	SP60_05370	Vdia_peg_790	Vext_peg_779	Vgig1_peg_737	Vgig2_peg_626	Vmar_0191	COSY_0195	Vsoy1_peg_216	Vsoy2_peg_421
MS2017_1785	HUE58_RS00480	Rmag_0224	Rpac_peg_343	Rpha_peg_2190	Rple_peg_91	Rrec_peg_238	Rsou_peg_1023	SP60_05545	Vdia_peg_767	Vext_peg_756	Vgig1_peg_712	Vgig2_peg_599	Vmar_0216	COSY_0218	Vsoy1_peg_240	Vsoy2_peg_445
MS2017_0912	HUE58_RS01775	Rmag_0439	Rpac_peg_994	Rpha_peg_407	Rple_peg_1319	Rrec_peg_1065	Rsou_peg_1417	SP60_00545	Vdia_peg_568	Vext_peg_556	Vgig1_peg_525	Vgig2_peg_410	Vmar_0409	COSY_0409	Vsoy1_peg_435	Vsoy2_peg_634
MS2017_1026	HUE58_RS02530	Rmag_0544	Rpac_peg_1335	Rpha_peg_168	Rple_peg_1171	Rrec_peg_1234	Rsou_peg_895	SP60_07945	Vdia_peg_478	Vext_peg_465	Vgig1_peg_429	Vgig2_peg_314	Vmar_0505	COSY_0499	Vsoy1_peg_529	Vsoy2_peg_728
MS2017_0871	HUE58_RS01805	Rmag_0445	Rpac_peg_985	Rpha_peg_397	Rple_peg_1308	Rrec_peg_1071	Rsou_peg_1405	SP60_00515	Vdia_peg_564	Vext_peg_552	Vgig1_peg_521	Vgig2_peg_408	Vmar_0414	COSY_0411	Vsoy1_peg_438	Vsoy2_peg_637
MS2017_1230	HUE58_RS02430	Rmag_0533	Rpac_peg_1362	Rpha_peg_196	Rple_peg_1188	Rrec_peg_1211	Rsou_peg_870	SP60_08010	Vdia_peg_486	Vext_peg_473	Vgig1_peg_439	Vgig2_peg_324	Vmar_0493	COSY_0489	Vsoy1_peg_519	Vsoy2_peg_718
MS2017_1974	HUE58_RS06365	Rmag_0109	Rpac_peg_66	Rpha_peg_1919	Rple_peg_1422	Rrec_peg_853	Rsou_peg_1527	SP60_04735	Vdia_peg_871	Vext_peg_860	Vgig1_peg_121	Vgig2_peg_9	Vmar_0111	COSY_0113	Vsoy1_peg_139	Vsoy2_peg_343
MS2017_1150	HUE58_RS03095	Rmag_0635	Rpac_peg_1217	Rpha_peg_1165	Rple_peg_502	Rrec_peg_1360	Rsou_peg_811	SP60_07210	Vdia_peg_389	Vext_peg_377	Vgig1_peg_341	Vgig2_peg_227	Vmar_0592	COSY_0586	Vsoy1_peg_621	Vsoy2_peg_821
MS2017_1027	HUE58_RS02525	Rmag_0543	Rpac_peg_1336	Rpha_peg_169	Rple_peg_1172	Rrec_peg_1233	Rsou_peg_894	SP60_07950	Vdia_peg_479	Vext_peg_466	Vgig1_peg_430	Vgig2_peg_315	Vmar_0504	COSY_0498	Vsoy1_peg_528	Vsoy2_peg_727
MS2017_0787	HUE58_RS02875	Rmag_0597	Rpac_peg_1265	Rpha_peg_97	Rple_peg_558	Rrec_peg_1311	Rsou_peg_753	SP60_07450	Vdia_peg_422	Vext_peg_410	Vgig1_peg_377	Vgig2_peg_262	Vmar_0558	COSY_0552	Vsoy1_peg_583	Vsoy2_peg_782
MS2017_1231	HUE58_RS02435	Rmag_0534	Rpac_peg_1361	Rpha_peg_195	Rple_peg_1187	Rrec_peg_1212	Rsou_peg_871	SP60_08005	Vdia_peg_485	Vext_peg_472	Vgig1_peg_438	Vgig2_peg_323	Vmar_0494	COSY_0490	Vsoy1_peg_520	Vsoy2_peg_719
MS2017_1975	HUE58_RS06360	Rmag_0108	Rpac_peg_67	Rpha_peg_1918	Rple_peg_1423	Rrec_peg_852	Rsou_peg_1528	SP60_04730	Vdia_peg_872	Vext_peg_861	Vgig1_peg_120	Vgig2_peg_8	Vmar_0110	COSY_0112	Vsoy1_peg_138	Vsoy2_peg_342
MS2017_0356	HUE58_RS00575	Rmag_0237	Rpac_peg_362	Rpha_peg_1111	Rple_peg_107	Rrec_peg_218	Rsou_peg_1049	SP60_05615	Vdia_peg_756	Vext_peg_745	Vgig1_peg_700	Vgig2_peg_588	Vmar_0227	COSY_0229	Vsoy1_peg_252	Vsoy2_peg_457
MS2017_0914	HUE58_RS04565	Rmag_0913	Rpac_peg_678	Rpha_peg_1421	Rple_peg_890	Rrec_peg_476	Rsou_peg_251	SP60_02605	Vdia_peg_136	Vext_peg_131	Vgig1_peg_841	Vgig2_peg_728	Vmar_0829	COSY_0819	Vsoy1_peg_859	Vsoy2_peg_75
MS2017_1028	HUE58_RS02520	Rmag_0542	Rpac_peg_1337	Rpha_peg_170	Rple_peg_1173	Rrec_peg_1232	Rsou_peg_893	SP60_07955	Vdia_peg_480	Vext_peg_467	Vgig1_peg_431	Vgig2_peg_316	Vmar_0503	COSY_0497	Vsoy1_peg_527	Vsoy2_peg_726
MS2017_0873	HUE58_RS01815	Rmag_0447	Rpac_peg_982	Rpha_peg_395	Rple_peg_1306	Rrec_peg_1073	Rsou_peg_1403	SP60_00505	Vdia_peg_562	Vext_peg_550	Vgig1_peg_519	Vgig2_peg_406	Vmar_0416	COSY_0413	Vsoy1_peg_440	Vsoy2_peg_639
MS2017_0357	HUE58_RS00580	Rmag_0238	Rpac_peg_363	Rpha_peg_1110	Rple_peg_108	Rrec_peg_217	Rsou_peg_1050	SP60_05620	Vdia_peg_755	Vext_peg_744	Vgig1_peg_699	Vgig2_peg_587	Vmar_0228	COSY_0230	Vsoy1_peg_253	Vsoy2_peg_458
MS2017_0474	HUE58_RS00100	Rmag_0801	Rpac_peg_257	Rpha_peg_2018	Rple_peg_397	Rrec_peg_326	Rsou_peg_1163	SP60_06080	Vdia_peg_224	Vext_peg_219	Vgig1_peg_187	Vgig2_peg_77	Vmar_0741	COSY_0727	Vsoy1_peg_768	Vsoy2_peg_969
MS2017_0915	HUE58_RS01165	Rmag_0334	Rpac_peg_502	Rpha_peg_1667	Rple_peg_663	Rrec_peg_93	Rsou_peg_1312	SP60_01315	Vdia_peg_663	Vext_peg_652	Vgig1_peg_615	Vgig2_peg_503	Vmar_0316	COSY_0316	Vsoy1_peg_340	Vsoy2_peg_544
MS2017_0789	HUE58_RS02865	Rmag_0595	Rpac_peg_1267	Rpha_peg_99	Rple_peg_560	Rrec_peg_1309	Rsou_peg_756	SP60_07460	Vdia_peg_425	Vext_peg_413	Vgig1_peg_379	Vgig2_peg_264	Vmar_0556	COSY_0550	Vsoy1_peg_581	Vsoy2_peg_780
MS2017_0874	HUE58_RS01820	Rmag_0448	Rpac_peg_981	Rpha_peg_394	Rple_peg_1305	Rrec_peg_1074	Rsou_peg_1402	SP60_00500	Vdia_peg_561	Vext_peg_549	Vgig1_peg_518	Vgig2_peg_405	Vmar_0417	COSY_0414	Vsoy1_peg_441	Vsoy2_peg_640
MS2017_0358	HUE58_RS00585	Rmag_0239	Rpac_peg_364	Rpha_peg_1109	Rple_peg_109	Rrec_peg_216	Rsou_peg_1051	SP60_05625	Vdia_peg_754	Vext_peg_743	Vgig1_peg_698	Vgig2_peg_586	Vmar_0229	COSY_0231	Vsoy1_peg_254	Vsoy2_peg_459
MS2017_0475	HUE58_RS00105	Rmag_0800	Rpac_peg_258	Rpha_peg_2019	Rple_peg_396	Rrec_peg_325	Rsou_peg_1162	SP60_06085	Vdia_peg_225	Vext_peg_220	Vgig1_peg_188	Vgig2_peg_78	Vmar_0740	COSY_0726	Vsoy1_peg_767	Vsoy2_peg_968
MS2017_1666	HUE58_RS04050	Rmag_0822	Rpac_peg_565	Rpha_peg_1571	Rple_peg_751	Rrec_peg_356	Rsou_peg_1265	SP60_01545	Vdia_peg_205	Vext_peg_200	Vgig1_peg_767	Vgig2_peg_656	Vmar_0759	COSY_0749	Vsoy1_peg_786	Vsoy2_peg_2
MS2017_0876	HUE58_RS01825	Rmag_0449	Rpac_peg_980	Rpha_peg_393	Rple_peg_1304	Rrec_peg_1075	Rsou_peg_1401	SP60_00495	Vdia_peg_560	Vext_peg_548	Vgig1_peg_517	Vgig2_peg_404	Vmar_0418	COSY_0415	Vsoy1_peg_442	Vsoy2_peg_641
MS2017_0359	HUE58_RS00590	Rmag_0240	Rpac_peg_365	Rpha_peg_1108	Rple_peg_110	Rrec_peg_215	Rsou_peg_1052	SP60_05630	Vdia_peg_753	Vext_peg_742	Vgig1_peg_697	Vgig2_peg_585	Vmar_0230	COSY_0232	Vsoy1_peg_255	Vsoy2_peg_460
MS2017_0709	HUE58_RS03305	Rmag_0673	Rpac_peg_1172	Rpha_peg_739	Rple_peg_456	Rrec_peg_1410	Rsou_peg_129	SP60_07005	Vdia_peg_352	Vext_peg_342	Vgig1_peg_305	Vgig2_peg_192	Vmar_0628	COSY_0620	Vsoy1_peg_655	Vsoy2_peg_855
MS2017_1667	HUE58_RS04055	Rmag_0824	Rpac_peg_570	Rpha_peg_1560	Rple_peg_757	Rrec_peg_358	Rsou_peg_1256	SP60_01550	Vdia_peg_204	Vext_peg_199	Vgig1_peg_768	Vgig2_peg_657	Vmar_0760	COSY_0750	Vsoy1_peg_787	Vsoy2_peg_3
MS2017_0877	HUE58_RS01830	Rmag_0450	Rpac_peg_979	Rpha_peg_392	Rple_peg_1303	Rrec_peg_1076	Rsou_peg_1400	SP60_00490	Vdia_peg_559	Vext_peg_547	Vgig1_peg_516	Vgig2_peg_403	Vmar_0419	COSY_0416	Vsoy1_peg_443	Vsoy2_peg_642
MS2017_1978	HUE58_RS06350	Rmag_0107	Rpac_peg_68	Rpha_peg_1917	Rple_peg_1424	Rrec_peg_851	Rsou_peg_1529	SP60_04720	Vdia_peg_873	Vext_peg_862	Vgig1_peg_119	Vgig2_peg_7	Vmar_0109	COSY_0110	Vsoy1_peg_136	Vsoy2_peg_340
MS2017_0710	HUE58_RS03300	Rmag_0672	Rpac_peg_1173	Rpha_peg_740	Rple_peg_457	Rrec_peg_1409	Rsou_peg_128	SP60_07010	Vdia_peg_353	Vext_peg_343	Vgig1_peg_306	Vgig2_peg_193	Vmar_0627	COSY_0619	Vsoy1_peg_654	Vsoy2_peg_854
MS2017_1235	HUE58_RS02440	Rmag_0535	Rpac_peg_1360	Rpha_peg_194	Rple_peg_1186	Rrec_peg_1213	Rsou_peg_872	SP60_08000	Vdia_peg_484	Vext_peg_471	Vgig1_peg_437	Vgig2_peg_322	Vmar_0495	COSY_0491	Vsoy1_peg_521	Vsoy2_peg_720
MS2017_0792	HUE58_RS02850	Rmag_0594	Rpac_peg_1270	Rpha_peg_102	Rple_peg_564	Rrec_peg_1307	Rsou_peg_759	SP60_07475	Vdia_peg_426	Vext_peg_414	Vgig1_peg_381	Vgig2_peg_266	Vmar_0555	COSY_0549	Vsoy1_peg_579	Vsoy2_peg_778
MS2017_1979	HUE58_RS06345	Rmag_0106	Rpac_peg_69	Rpha_peg_1916	Rple_peg_1425	Rrec_peg_850	Rsou_peg_1530	SP60_04715	Vdia_peg_874	Vext_peg_863	Vgig1_peg_118	Vgig2_peg_6	Vmar_0108	COSY_0109	Vsoy1_peg_135	Vsoy2_peg_339
MS2017_0361	HUE58_RS00595	Rmag_0241	Rpac_peg_366	Rpha_peg_1107	Rple_peg_111	Rrec_peg_214	Rsou_peg_1053	SP60_05635	Vdia_peg_752	Vext_peg_741	Vgig1_peg_696	Vgig2_peg_584	Vmar_0231	COSY_0233	Vsoy1_peg_256	Vsoy2_peg_461
MS2017_0919	HUE58_RS03050	Rmag_0628	Rpac_peg_1228	Rpha_peg_48	Rple_peg_517	Rrec_peg_1350	Rsou_peg_708	SP60_07260	Vdia_peg_394	Vext_peg_382	Vgig1_peg_347	Vgig2_peg_232	Vmar_0586	COSY_0581	Vsoy1_peg_616	Vsoy2_peg_816
MS2017_1980	HUE58_RS06340	Rmag_0105	Rpac_peg_70	Rpha_peg_1915	Rple_peg_1426	Rrec_peg_849	Rsou_peg_1531	SP60_04710	Vdia_peg_875	Vext_peg_864	Vgig1_peg_117	Vgig2_peg_5	Vmar_0107	COSY_0108	Vsoy1_peg_134	Vsoy2_peg_338
MS2017_0362	HUE58_RS00600	Rmag_0242	Rpac_peg_367	Rpha_peg_1106	Rple_peg_112	Rrec_peg_213	Rsou_peg_1054	SP60_05640	Vdia_peg_751	Vext_peg_740	Vgig1_peg_695	Vgig2_peg_583	Vmar_0232	COSY_0234	Vsoy1_peg_257	Vsoy2_peg_462
MS2017_1670	HUE58_RS04070	Rmag_0825	Rpac_peg_573	Rpha_peg_1557	Rple_peg_760	Rrec_peg_362	Rsou_peg_1253	SP60_01565	Vdia_peg_203	Vext_peg_198	Vgig1_peg_770	Vgig2_peg_659	Vmar_0762	COSY_0751	Vsoy1_peg_789	Vsoy2_peg_5
MS2017_0794	HUE58_RS02840	Rmag_0593	Rpac_peg_1272	Rpha_peg_104	Rple_peg_566	Rrec_peg_1305	Rsou_peg_761	SP60_07480	Vdia_peg_427	Vext_peg_415	Vgig1_peg_382	Vgig2_peg_267	Vmar_0553	COSY_0548	Vsoy1_peg_578	Vsoy2_peg_777
MS2017_1237	HUE58_RS02450	Rmag_0537	Rpac_peg_1358	Rpha_peg_192	Rple_peg_1184	Rrec_peg_1215	Rsou_peg_874	SP60_07990	Vdia_peg_482	Vext_peg_469	Vgig1_peg_435	Vgig2_peg_320	Vmar_0497	COSY_0493	Vsoy1_peg_523	Vsoy2_peg_722
MS2017_0363	HUE58_RS00605	Rmag_0243	Rpac_peg_368	Rpha_peg_1105	Rple_peg_113	Rrec_peg_212	Rsou_peg_1060	SP60_05645	Vdia_peg_750	Vext_peg_739	Vgig1_peg_694	Vgig2_peg_582	Vmar_0233	COSY_0235	Vsoy1_peg_258	Vsoy2_peg_463
MS2017_0921	HUE58_RS03040	Rmag_0626	Rpac_peg_1230	Rpha_peg_50	Rple_peg_519	Rrec_peg_1346	Rsou_peg_710	SP60_07265	Vdia_peg_396	Vext_peg_384	Vgig1_peg_349	Vgig2_peg_234	Vmar_0584	COSY_0579	Vsoy1_peg_614	Vsoy2_peg_814
MS2017_1036	HUE58_RS02380	Rmag_0526	Rpac_peg_1371	Rpha_peg_207	Rple_peg_1195	Rrec_peg_1202	Rsou_peg_108	SP60_08065	Vdia_peg_493	Vext_peg_480	Vgig1_peg_446	Vgig2_peg_331	Vmar_0486	COSY_0482	Vsoy1_peg_512	Vsoy2_peg_711
MS2017_1238	HUE58_RS02125	Rmag_0486	Rpac_peg_912	Rpha_peg_294	Rple_peg_1241	Rrec_peg_1142	Rsou_peg_1876	SP60_00245	Vdia_peg_527	Vext_peg_515	Vgig1_peg_482	Vgig2_peg_368	Vmar_0453	COSY_0449	Vsoy1_peg_478	Vsoy2_peg_677
MS2017_0364	HUE58_RS00610	Rmag_0244	Rpac_peg_369	Rpha_peg_1104	Rple_peg_114	Rrec_peg_211	Rsou_peg_1061	SP60_05650	Vdia_peg_749	Vext_peg_738	Vgig1_peg_693	Vgig2_peg_581	Vmar_0234	COSY_0236	Vsoy1_peg_259	Vsoy2_peg_464
MS2017_0714	HUE58_RS03280	Rmag_0669	Rpac_peg_1177	Rpha_peg_1296	Rple_peg_465	Rrec_peg_1404	Rsou_peg_861	SP60_07035	Vdia_peg_358	Vext_peg_348	Vgig1_peg_311	Vgig2_peg_198	Vmar_0622	COSY_0614	Vsoy1_peg_649	Vsoy2_peg_849
MS2017_0435	HUE58_RS00915	Rmag_0292	Rpac_peg_443	Rpha_peg_1751	Rple_peg_186	Rrec_peg_146	Rsou_peg_1926	SP60_05885	Vdia_peg_705	Vext_peg_694	Vgig1_peg_651	Vgig2_peg_538	Vmar_0278	COSY_0278	Vsoy1_peg_302	Vsoy2_peg_507
MS2017_2097	HUE58_RS06050	Rmag_0061	Rpac_peg_145	Rpha_peg_765	Rple_peg_1489	Rrec_peg_788	Rsou_peg_571	SP60_04385	Vdia_peg_920	Vext_peg_909	Vgig1_peg_72	Vgig2_peg_897	Vmar_0064	COSY_0065	Vsoy1_peg_90	Vsoy2_peg_294
MS2017_2058	HUE58_RS06155	Rmag_0080	Rpac_peg_113	Rpha_peg_2127	Rple_peg_1467	Rrec_peg_810	Rsou_peg_1660	SP60_04555	Vdia_peg_898	Vext_peg_887	Vgig1_peg_93	Vgig2_peg_877	Vmar_0084	COSY_0086	Vsoy1_peg_109	Vsoy2_peg_313
MS2017_0436	HUE58_RS00920	Rmag_0293	Rpac_peg_444	Rpha_peg_1750	Rple_peg_187	Rrec_peg_145	Rsou_peg_1925	SP60_05890	Vdia_peg_704	Vext_peg_693	Vgig1_peg_650	Vgig2_peg_537	Vmar_0279	COSY_0279	Vsoy1_peg_303	Vsoy2_peg_508
MS2017_0438	HUE58_RS00925	Rmag_0294	Rpac_peg_445	Rpha_peg_1749	Rple_peg_188	Rrec_peg_144	Rsou_peg_1924	SP60_05895	Vdia_peg_703	Vext_peg_692	Vgig1_peg_649	Vgig2_peg_536	Vmar_0280	COSY_0280	Vsoy1_peg_304	Vsoy2_peg_509
MS2017_0439	HUE58_RS00930	Rmag_0295	Rpac_peg_446	Rpha_peg_1748	Rple_peg_189	Rrec_peg_143	Rsou_peg_1923	SP60_05900	Vdia_peg_702	Vext_peg_691	Vgig1_peg_648	Vgig2_peg_535	Vmar_0281	COSY_0281	Vsoy1_peg_305	Vsoy2_peg_510
MS2017_2063	HUE58_RS06145	Rmag_0079	Rpac_peg_116	Rpha_peg_2125	Rple_peg_1468	Rrec_peg_807	Rsou_peg_1659	SP60_04550	Vdia_peg_899	Vext_peg_888	Vgig1_peg_92	Vgig2_peg_878	Vmar_0083	COSY_0085	Vsoy1_peg_108	Vsoy2_peg_312
MS2017_0442	HUE58_RS00945	Rmag_0298	Rpac_peg_449	Rpha_peg_1745	Rple_peg_194	Rrec_peg_140	Rsou_peg_1920	SP60_05915	Vdia_peg_701	Vext_peg_690	Vgig1_peg_647	Vgig2_peg_534	Vmar_0282	COSY_0282	Vsoy1_peg_307	Vsoy2_peg_512
MS2017_2107	HUE58_RS06005	Rmag_0055	Rpac_peg_160	Rpha_peg_785	Rple_peg_1504	Rrec_peg_775	Rsou_peg_581	SP60_04335	Vdia_peg_925	Vext_peg_914	Vgig1_peg_67	Vgig2_peg_902	Vmar_0058	COSY_0060	Vsoy1_peg_85	Vsoy2_peg_288
MS2017_0162	HUE58_RS05140	Rmag_1003	Rpac_peg_785	Rpha_peg_834	Rple_peg_1026	Rrec_peg_594	Rsou_peg_438	SP60_03440	Vdia_peg_55	Vext_peg_52	Vgig1_peg_919	Vgig2_peg_806	Vmar_0908	COSY_0899	Vsoy1_peg_939	Vsoy2_peg_155
MS2017_1266	HUE58_RS01695	Rmag_0425	Rpac_peg_1013	Rpha_peg_428	Rple_peg_1338	Rrec_peg_1047	Rsou_peg_386	SP60_00675	Vdia_peg_582	Vext_peg_570	Vgig1_peg_540	Vgig2_peg_425	Vmar_0394	COSY_0396	Vsoy1_peg_422	Vsoy2_peg_621
MS2017_1392	HUE58_RS01645	Rmag_0423	Rpac_peg_1407	Rpha_peg_451	Rple_peg_1651	Rrec_peg_1035	Rsou_peg_628	SP60_00740	Vdia_peg_585	Vext_peg_573	Vgig1_peg_543	Vgig2_peg_428	Vmar_0390	COSY_0392	Vsoy1_peg_419	Vsoy2_peg_618
MS2017_0164	HUE58_RS05130	Rmag_1001	Rpac_peg_783	Rpha_peg_832	Rple_peg_1024	Rrec_peg_592	Rsou_peg_440	SP60_03430	Vdia_peg_57	Vext_peg_54	Vgig1_peg_917	Vgig2_peg_804	Vmar_0906	COSY_0897	Vsoy1_peg_937	Vsoy2_peg_153
MS2017_1431	HUE58_RS01530	Rmag_0404	Rpac_peg_1435	Rpha_peg_497	Rple_peg_1630	Rrec_peg_1007	Rsou_peg_1728	SP60_00910	Vdia_peg_605	Vext_peg_593	Vgig1_peg_560	Vgig2_peg_445	Vmar_0372	COSY_0375	Vsoy1_peg_397	Vsoy2_peg_600
MS2017_0165	HUE58_RS05125	Rmag_1000	Rpac_peg_782	Rpha_peg_831	Rple_peg_1023	Rrec_peg_591	Rsou_peg_441	SP60_03425	Vdia_peg_58	Vext_peg_55	Vgig1_peg_916	Vgig2_peg_803	Vmar_0905	COSY_0896	Vsoy1_peg_936	Vsoy2_peg_152
MS2017_1709	HUE58_RS04170	Rmag_0835	Rpac_peg_592	Rpha_peg_1517	Rple_peg_791	Rrec_peg_386	Rsou_peg_976	SP60_01670	Vdia_peg_196	Vext_peg_191	Vgig1_peg_778	Vgig2_peg_667	Vmar_0770	COSY_0760	Vsoy1_peg_797	Vsoy2_peg_13
MS2017_0166	HUE58_RS05120	Rmag_0999	Rpac_peg_781	Rpha_peg_830	Rple_peg_1022	Rrec_peg_590	Rsou_peg_442	SP60_03420	Vdia_peg_59	Vext_peg_56	Vgig1_peg_915	Vgig2_peg_802	Vmar_0904	COSY_0895	Vsoy1_peg_935	Vsoy2_peg_151
MS2017_1395	HUE58_RS01630	Rmag_0421	Rpac_peg_1415	Rpha_peg_460	Rple_peg_1648	Rrec_peg_1027	Rsou_peg_631	SP60_00755	Vdia_peg_589	Vext_peg_577	Vgig1_peg_545	Vgig2_peg_430	Vmar_0388	COSY_0390	Vsoy1_peg_416	Vsoy2_peg_616
MS2017_1710	HUE58_RS04175	Rmag_0836	Rpac_peg_593	Rpha_peg_1516	Rple_peg_792	Rrec_peg_387	Rsou_peg_975	SP60_01675	Vdia_peg_195	Vext_peg_190	Vgig1_peg_779	Vgig2_peg_668	Vmar_0771	COSY_0761	Vsoy1_peg_798	Vsoy2_peg_14
MS2017_0167	HUE58_RS05115	Rmag_0998	Rpac_peg_780	Rpha_peg_829	Rple_peg_1021	Rrec_peg_589	Rsou_peg_443	SP60_03415	Vdia_peg_60	Vext_peg_57	Vgig1_peg_914	Vgig2_peg_801	Vmar_0903	COSY_0894	Vsoy1_peg_934	Vsoy2_peg_150
MS2017_1711	HUE58_RS04180	Rmag_0837	Rpac_peg_594	Rpha_peg_1515	Rple_peg_793	Rrec_peg_388	Rsou_peg_974	SP60_01690	Vdia_peg_194	Vext_peg_189	Vgig1_peg_780	Vgig2_peg_669	Vmar_0772	COSY_0762	Vsoy1_peg_799	Vsoy2_peg_15
MS2017_1712	HUE58_RS04185	Rmag_0838	Rpac_peg_595	Rpha_peg_1514	Rple_peg_794	Rrec_peg_389	Rsou_peg_973	SP60_01695	Vdia_peg_193	Vext_peg_188	Vgig1_peg_781	Vgig2_peg_670	Vmar_0773	COSY_0763	Vsoy1_peg_800	Vsoy2_peg_16
MS2017_1398	HUE58_RS01610	Rmag_0417	Rpac_peg_1419	Rpha_peg_464	Rple_peg_1644	Rrec_peg_1023	Rsou_peg_635	SP60_00775	Vdia_peg_593	Vext_peg_581	Vgig1_peg_549	Vgig2_peg_434	Vmar_0384	COSY_0386	Vsoy1_peg_412	Vsoy2_peg_612
MS2017_1399	HUE58_RS01605	Rmag_0416	Rpac_peg_1420	Rpha_peg_465	Rple_peg_1643	Rrec_peg_1022	Rsou_peg_636	SP60_00780	Vdia_peg_594	Vext_peg_582	Vgig1_peg_550	Vgig2_peg_435	Vmar_0383	COSY_0385	Vsoy1_peg_411	Vsoy2_peg_611
MS2017_1714	HUE58_RS04190	Rmag_0839	Rpac_peg_596	Rpha_peg_1513	Rple_peg_795	Rrec_peg_390	Rsou_peg_972	SP60_01705	Vdia_peg_192	Vext_peg_187	Vgig1_peg_782	Vgig2_peg_671	Vmar_0774	COSY_0764	Vsoy1_peg_801	Vsoy2_peg_17
MS2017_1436	HUE58_RS01480	Rmag_0399	Rpac_peg_1447	Rpha_peg_509	Rple_peg_1623	Rrec_peg_994	Rsou_peg_1722	SP60_00975	Vdia_peg_607	Vext_peg_595	Vgig1_peg_562	Vgig2_peg_447	Vmar_0370	COSY_0370	Vsoy1_peg_395	Vsoy2_peg_598
MS2017_1715	HUE58_RS04195	Rmag_0840	Rpac_peg_597	Rpha_peg_1512	Rple_peg_796	Rrec_peg_391	Rsou_peg_971	SP60_01710	Vdia_peg_191	Vext_peg_186	Vgig1_peg_783	Vgig2_peg_672	Vmar_0775	COSY_0765	Vsoy1_peg_802	Vsoy2_peg_18
MS2017_1437	HUE58_RS01475	Rmag_0398	Rpac_peg_1448	Rpha_peg_510	Rple_peg_1622	Rrec_peg_993	Rsou_peg_1721	SP60_00980	Vdia_peg_608	Vext_peg_596	Vgig1_peg_563	Vgig2_peg_448	Vmar_0369	COSY_0369	Vsoy1_peg_394	Vsoy2_peg_597
MS2017_1191	HUE58_RS02175	Rmag_0496	Rpac_peg_900	Rpha_peg_275	Rple_peg_1230	Rrec_peg_1152	Rsou_peg_1693	SP60_00190	Vdia_peg_520	Vext_peg_507	Vgig1_peg_473	Vgig2_peg_358	Vmar_0460	COSY_0456	Vsoy1_peg_486	Vsoy2_peg_685
