Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pleocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas2	V.soyoae2	V.gigas1	V.soyoae1	product	genome_count
						Rrec_peg_787									hypothetical protein	1
						Rrec_peg_814									hypothetical protein	1
						Rrec_peg_823									hypothetical protein	1
						Rrec_peg_827									hypothetical protein	1
						Rrec_peg_828									hypothetical protein	1
						Rrec_peg_829									hypothetical protein	1
						Rrec_peg_830									hypothetical protein	1
						Rrec_peg_831									hypothetical protein	1
						Rrec_peg_832									hypothetical protein	1
						Rrec_peg_840									Major facilitator superfamily (MFS) transporter	1
						Rrec_peg_841									hypothetical protein	1
						Rrec_peg_842									hypothetical protein	1
						Rrec_peg_859									Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	1
						Rrec_peg_878									hypothetical protein	1
						Rrec_peg_879									Programmed cell death toxin MazF	1
						Rrec_peg_880									hypothetical protein	1
						Rrec_peg_881									hypothetical protein	1
						Rrec_peg_882									Integrase	1
						Rrec_peg_890									hypothetical protein	1
						Rrec_peg_892									hypothetical protein	1
						Rrec_peg_899									hypothetical protein	1
						Rrec_peg_907									YcgN (Fragment)	1
						Rrec_peg_908									hypothetical protein	1
						Rrec_peg_914									hypothetical protein	1
						Rrec_peg_915									hypothetical protein	1
						Rrec_peg_918									hypothetical protein	1
						Rrec_peg_955									hypothetical protein	1
						Rrec_peg_959									hypothetical protein	1
						Rrec_peg_961									3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-)	1
						Rrec_peg_962									UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase (EC 6.3.2.-)	1
						Rrec_peg_964									UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase (EC 6.3.2.-)	1
						Rrec_peg_967									hypothetical protein	1
						Rrec_peg_968									hypothetical protein	1
						Rrec_peg_972									hypothetical protein	1
				Rpha_peg_520		Rrec_peg_980									hypothetical protein	2
						Rrec_peg_981									hypothetical protein	1
						Rrec_peg_983									hypothetical protein	1
						Rrec_peg_984									hypothetical protein	1
						Rrec_peg_988									hypothetical protein	1
						Rrec_peg_997									hypothetical protein	1
						Rrec_peg_998									hypothetical protein	1
						Rrec_peg_999									hypothetical protein	1
						Rrec_peg_1000									hypothetical protein	1
						Rrec_peg_1001									hypothetical protein	1
						Rrec_peg_1002									hypothetical protein	1
						Rrec_peg_1003									hypothetical protein	1
						Rrec_peg_1004									hypothetical protein	1
						Rrec_peg_1005									hypothetical protein	1
MS2017_R020	SP60_07695	Rmag_R0021		Rpha_rna_3	Rple_rna_24	Rrec_rna_35	Rsou_rna_18	Vdia_rna_18	Vext_rna_19	COSY_R0019	Vgig2_rna_12	Vsoy2_rna_32	Vgig1_rna_16	Vsoy1_rna_21	tRNA-Ser-GGA	14
	SP60_05345	Rmag_0186	Rpac_peg_1046	Rpha_peg_1602	Rple_peg_44	Rrec_peg_947	Rsou_peg_1228	Vdia_peg_795	Vext_peg_784	COSY_0190	Vgig2_peg_631	Vsoy2_peg_416	Vgig1_peg_742	Vsoy1_peg_211	LSU ribosomal protein L36p	14
						Rrec_peg_1009									hypothetical protein	1
						Rrec_peg_1011									hypothetical protein	1
						Rrec_peg_1030									Threonine dehydratase biosynthetic (EC 4.3.1.19)	1
						Rrec_peg_1031									Threonine dehydratase biosynthetic (EC 4.3.1.19)	1
						Rrec_peg_1032									hypothetical protein	1
						Rrec_peg_1033									hypothetical protein	1
						Rrec_peg_1039									hypothetical protein	1
						Rrec_peg_1040									hypothetical protein	1
						Rrec_peg_1041									Unknown	1
						Rrec_peg_1042									hypothetical protein	1
						Rrec_peg_1043									hypothetical protein	1
						Rrec_peg_1044									hypothetical protein	1
						Rrec_peg_1045									hypothetical protein	1
						Rrec_peg_1046									hypothetical protein	1
						Rrec_peg_1049									hypothetical protein	1
						Rrec_peg_1051									Sulfate permease	1
						Rrec_peg_1052									Sulfate permease	1
						Rrec_peg_1056									hypothetical protein	1
						Rrec_peg_1057									hypothetical protein	1
						Rrec_peg_1087									hypothetical protein	1
						Rrec_peg_1092									Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	1
						Rrec_peg_1097									Periplasmic nitrate reductase precursor (EC 1.7.99.4)	1
						Rrec_peg_1098									hypothetical protein	1
						Rrec_peg_1099									Periplasmic nitrate reductase precursor (EC 1.7.99.4)	1
						Rrec_peg_1100									hypothetical protein	1
						Rrec_peg_1101									hypothetical protein	1
						Rrec_peg_1102									hypothetical protein	1
						Rrec_peg_1104									hypothetical protein	1
						Rrec_peg_1105									hypothetical protein	1
						Rrec_peg_1108									hypothetical protein	1
						Rrec_peg_1109									hypothetical protein	1
						Rrec_peg_1114									hypothetical protein	1
						Rrec_peg_1127									hypothetical protein	1
						Rrec_peg_1133									NADPH dependent preQ0 reductase (EC 1.7.1.13)	1
						Rrec_peg_1136									hypothetical protein	1
						Rrec_peg_1159									Inner membrane protein YihY, formerly thought to be RNase BN	1
						Rrec_peg_1164									hypothetical protein	1
						Rrec_peg_1165									hypothetical protein	1
						Rrec_peg_1166									hypothetical protein	1
						Rrec_peg_1167									hypothetical protein	1
						Rrec_peg_1168									5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
						Rrec_peg_1169									hypothetical protein	1
						Rrec_peg_1170									hypothetical protein	1
						Rrec_peg_1171									5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
						Rrec_peg_1172									5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
						Rrec_peg_1173									5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
						Rrec_peg_1174									5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
						Rrec_peg_1175									hypothetical protein	1
						Rrec_peg_1176									hypothetical protein	1
						Rrec_peg_1177									hypothetical protein	1
						Rrec_peg_1194									hypothetical protein	1
						Rrec_peg_1198									hypothetical protein	1
						Rrec_peg_1199									hypothetical protein	1
						Rrec_peg_1200									hypothetical protein	1
						Rrec_peg_1201									hypothetical protein	1
						Rrec_peg_1216									hypothetical protein	1
						Rrec_peg_1217									hypothetical protein	1
						Rrec_peg_1221									Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)	1
						Rrec_peg_1222									hypothetical protein	1
						Rrec_peg_1223									Malate synthase G (EC 2.3.3.9)	1
						Rrec_peg_1224									hypothetical protein	1
						Rrec_peg_1226									Sll7028 protein	1
						Rrec_peg_1227									Sll7028 protein	1
						Rrec_peg_1256									Queuosine Biosynthesis QueC ATPase	1
						Rrec_peg_1261									Methionyl-tRNA synthetase (EC 6.1.1.10)	1
						Rrec_peg_1265									hypothetical protein	1
						Rrec_peg_1266									hypothetical protein	1
						Rrec_peg_1269									probable ATPase	1
						Rrec_peg_1280									protease, putative	1
						Rrec_peg_1286									hypothetical protein	1
						Rrec_peg_1287									hypothetical protein	1
						Rrec_peg_1288									hypothetical protein	1
						Rrec_peg_1289									hypothetical protein	1
						Rrec_peg_1290									hypothetical protein	1
						Rrec_peg_1291									hypothetical protein	1
						Rrec_peg_1292									hypothetical protein	1
						Rrec_peg_1293									hypothetical protein	1
						Rrec_peg_1294									hypothetical protein	1
						Rrec_peg_1302									hypothetical protein	1
						Rrec_peg_1319									Uncharacterized isomerase yddE, PhzC-PhzF family	1
						Rrec_peg_1333									hypothetical protein	1
						Rrec_peg_1347									D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	1
						Rrec_peg_1348									D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	1
						Rrec_peg_1353									GDSL lipase family protein	1
						Rrec_peg_1356									hypothetical protein	1
						Rrec_peg_1358									hypothetical protein	1
						Rrec_peg_1359									hypothetical protein	1
						Rrec_peg_1363									hypothetical protein	1
						Rrec_peg_1373									Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
						Rrec_peg_1374									Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
						Rrec_peg_1375									Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
						Rrec_peg_1376									hypothetical protein	1
						Rrec_peg_1377									Putative DNA-binding protein in cluster with Type I restriction-modification system	1
						Rrec_peg_1378									hypothetical protein	1
						Rrec_peg_1379									Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	1
						Rrec_peg_1380									Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	1
						Rrec_peg_1387									hypothetical protein	1
						Rrec_peg_1388									hypothetical protein	1
						Rrec_peg_1389									hypothetical protein	1
						Rrec_peg_1397									hypothetical protein	1
MS2017_R017	SP60_07495	Rmag_R0022	Rpac_rna_34	Rpha_rna_2	Rple_rna_9	Rrec_rna_36	Rsou_rna_14	Vdia_rna_17	Vext_rna_18	COSY_R0020	Vgig2_rna_11	Vsoy2_rna_33	Vgig1_rna_15	Vsoy1_rna_22	tRNA-Lys-TTT	15
						Rrec_peg_1398									hypothetical protein	1
						Rrec_peg_1407									hypothetical protein	1
						Rrec_peg_1411									hypothetical protein	1
						Rrec_peg_1416									Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	1
						Rrec_peg_1417									Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	1
						Rrec_peg_1418									hypothetical protein	1
						Rrec_peg_1419									Uncharacterized protein conserved in bacteria, NMA0228-like	1
						Rrec_peg_1420									hypothetical protein	1
						Rrec_peg_1422									Glutamate decarboxylase 2 (EC 4.1.1.15) (Glutamate decarboxylase 65 kDa isoform) (GAD-65) (65 kDa glutamic acid decarboxylase)	1
						Rrec_peg_1441									hypothetical protein	1
						Rrec_peg_1442									Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1
						Rrec_peg_1443									Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1
						Rrec_peg_1444									Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1
						Rrec_peg_1445									hypothetical protein	1
						Rrec_peg_1446									Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1
						Rrec_peg_1447									Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1
						Rrec_peg_1448									Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1
						Rrec_peg_1449									Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1
						Rrec_peg_1450									Nitrate/nitrite transporter NarK	1
						Rrec_peg_1451									Nitrate/nitrite transporter NarK	1
						Rrec_peg_1452									hypothetical protein	1
						Rrec_peg_1459									hypothetical protein	1
						Rrec_peg_1465									hypothetical protein	1
						Rrec_peg_1466									hypothetical protein	1
						Rrec_peg_1467									Multicopper oxidase	1
						Rrec_peg_1470									hypothetical protein	1
						Rrec_peg_1471									hypothetical protein	1
						Rrec_peg_1500									hypothetical protein	1
						Rrec_peg_1502									hypothetical protein	1
						Rrec_peg_1515									hypothetical protein	1
			Rpac_peg_236												hypothetical protein	1
			Rpac_peg_234												hypothetical protein	1
			Rpac_peg_223												hypothetical protein	1
			Rpac_peg_214												hypothetical protein	1
			Rpac_peg_205												hypothetical protein	1
			Rpac_peg_204												hypothetical protein	1
			Rpac_peg_195												hypothetical protein	1
			Rpac_peg_182												hypothetical protein	1
			Rpac_peg_181												hypothetical protein	1
			Rpac_peg_179												hypothetical protein	1
			Rpac_peg_174												hypothetical protein	1
			Rpac_peg_171												hypothetical protein	1
			Rpac_peg_166												ATPase, AAA family	1
			Rpac_peg_155												hypothetical protein	1
			Rpac_peg_154												hypothetical protein	1
			Rpac_peg_153												hypothetical protein	1
			Rpac_peg_152												hypothetical protein	1
			Rpac_peg_151												Ribonuclease HII (EC 3.1.26.4)	1
			Rpac_peg_150												hypothetical protein	1
			Rpac_peg_147												hypothetical protein	1
			Rpac_peg_146												hypothetical protein	1
			Rpac_peg_144												hypothetical protein	1
			Rpac_peg_143												hypothetical protein	1
			Rpac_peg_142												hypothetical protein	1
			Rpac_peg_141												hypothetical protein	1
			Rpac_peg_140												hypothetical protein	1
			Rpac_peg_139												hypothetical protein	1
			Rpac_peg_138												hypothetical protein	1
			Rpac_peg_137												phage-related integrase	1
			Rpac_peg_136												hypothetical protein	1
			Rpac_peg_123												hypothetical protein	1
			Rpac_peg_114												hypothetical protein	1
			Rpac_peg_112												hypothetical protein	1
MS2017_R019	SP60_07320	Rmag_R0023	Rpac_rna_33	Rpha_rna_1	Rple_rna_8	Rrec_rna_37	Rsou_rna_13	Vdia_rna_16	Vext_rna_17	COSY_R0021	Vgig2_rna_10	Vsoy2_rna_34	Vgig1_rna_14	Vsoy1_rna_23	tRNA-Arg-CCG	15
			Rpac_peg_111												Rod shape-determining protein MreB	1
			Rpac_peg_98												hypothetical protein	1
			Rpac_peg_93												hypothetical protein	1
			Rpac_peg_92												hypothetical protein	1
			Rpac_peg_83												hypothetical protein	1
			Rpac_peg_82												Beta-lactamase-like precursor	1
			Rpac_peg_81												hypothetical protein	1
			Rpac_peg_80												Beta-lactamase-like precursor	1
			Rpac_peg_79												hypothetical protein	1
			Rpac_peg_78												hypothetical protein	1
			Rpac_peg_77												hypothetical protein	1
			Rpac_peg_74												hypothetical protein	1
			Rpac_peg_60												Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	1
			Rpac_peg_59												DsrS	1
			Rpac_peg_58												DsrS	1
			Rpac_peg_43												Programmed cell death toxin MazF	1
			Rpac_peg_34												hypothetical protein	1
			Rpac_peg_28												S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	1
			Rpac_peg_22												hypothetical protein	1
			Rpac_peg_20												hypothetical protein	1
		Rmag_0218	Rpac_peg_335	Rpha_peg_2199	Rple_peg_84	Rrec_peg_244		Vdia_peg_772	Vext_peg_761	COSY_0213	Vgig2_peg_606	Vsoy2_peg_440	Vgig1_peg_719	Vsoy1_peg_235	Aminodeoxychorismate lyase (EC 4.1.3.38)	12
			Rpac_peg_19												hypothetical protein	1
			Rpac_peg_8												hypothetical protein	1
			Rpac_peg_242												hypothetical protein	1
			Rpac_peg_248												hypothetical protein	1
			Rpac_peg_255												hypothetical protein	1
			Rpac_peg_256												hypothetical protein	1
			Rpac_peg_262												Lipid A export ATP-binding/permease protein MsbA	1
			Rpac_peg_278												hypothetical protein	1
			Rpac_peg_283												hypothetical protein	1
			Rpac_peg_286												hypothetical protein	1
MS2017_1792	SP60_05520	Rmag_0220	Rpac_peg_337	Rpha_peg_2196	Rple_peg_86		Rsou_peg_1016	Vdia_peg_771	Vext_peg_760	COSY_0214	Vgig2_peg_604	Vsoy2_peg_441	Vgig1_peg_717	Vsoy1_peg_236	Thymidylate kinase (EC 2.7.4.9)	14
			Rpac_peg_287												hypothetical protein	1
			Rpac_peg_293												hypothetical protein	1
			Rpac_peg_300												Adenosine (5')-pentaphospho-(5'')-adenosine pyrophosphohydrolase (EC 3.6.1.-)	1
			Rpac_peg_303												hypothetical protein	1
			Rpac_peg_304												hypothetical protein	1
			Rpac_peg_307												Acriflavin resistance protein	1
			Rpac_peg_308												hypothetical protein	1
			Rpac_peg_309												hypothetical protein	1
			Rpac_peg_310												hypothetical protein	1
			Rpac_peg_314												Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)	1
			Rpac_peg_324												hypothetical protein	1
			Rpac_peg_328												Beta-lactamase related protein	1
			Rpac_peg_329												Beta-lactamase related protein	1
			Rpac_peg_340												hypothetical protein	1
			Rpac_peg_345												Exported zinc metalloprotease YfgC precursor	1
			Rpac_peg_346												hypothetical protein	1
			Rpac_peg_348												Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	1
			Rpac_peg_349												hypothetical protein	1
			Rpac_peg_350												hypothetical protein	1
			Rpac_peg_351												hypothetical protein	1
			Rpac_peg_352												hypothetical protein	1
			Rpac_peg_353												hypothetical protein	1
			Rpac_peg_354												hypothetical protein	1
			Rpac_peg_358												hypothetical protein	1
			Rpac_peg_376												hypothetical protein	1
			Rpac_peg_377												hypothetical protein	1
			Rpac_peg_379												hypothetical protein	1
			Rpac_peg_380												hypothetical protein	1
			Rpac_peg_381												hypothetical protein	1
			Rpac_peg_382												T1SS secreted agglutinin RTX	1
			Rpac_peg_386												hypothetical protein	1
			Rpac_peg_409												hypothetical protein	1
			Rpac_peg_410												hypothetical protein	1
			Rpac_peg_411												hypothetical protein	1
			Rpac_peg_418												hypothetical protein	1
			Rpac_peg_419												Ammonium transporter	1
			Rpac_peg_421												hypothetical protein	1
			Rpac_peg_422												Twin-arginine translocation protein TatA	1
			Rpac_peg_423												hypothetical protein	1
			Rpac_peg_432												hypothetical protein	1
			Rpac_peg_433												hypothetical protein	1
			Rpac_peg_434												hypothetical protein	1
			Rpac_peg_435												hypothetical protein	1
			Rpac_peg_439												Uncharacterized protein COG3461	1
			Rpac_peg_441												hypothetical protein	1
			Rpac_peg_454												TRAP-type C4-dicarboxylate transport system, large permease component	1
			Rpac_peg_455												TRAP-type C4-dicarboxylate transport system, periplasmic component	1
			Rpac_peg_456												hypothetical protein	1
			Rpac_peg_457												hypothetical protein	1
			Rpac_peg_471												hypothetical protein	1
			Rpac_peg_482												hypothetical protein	1
			Rpac_peg_489												hypothetical protein	1
			Rpac_peg_495												hypothetical protein	1
			Rpac_peg_496												hypothetical protein	1
			Rpac_peg_499												Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)	1
			Rpac_peg_517												Magnesium and cobalt efflux protein CorC	1
			Rpac_peg_526												hypothetical protein	1
			Rpac_peg_536												hypothetical protein	1
			Rpac_peg_537												hypothetical protein	1
			Rpac_peg_538												Thymidylate kinase (EC 2.7.4.9)	1
			Rpac_peg_539												hypothetical protein	1
			Rpac_peg_540												hypothetical protein	1
			Rpac_peg_546												hypothetical protein	1
			Rpac_peg_1458												hypothetical protein	1
			Rpac_peg_1456												hypothetical protein	1
			Rpac_peg_1453												hypothetical protein	1
			Rpac_peg_1444												hypothetical protein	1
			Rpac_peg_1443												hypothetical protein	1
			Rpac_peg_1442												hypothetical protein	1
			Rpac_peg_1441												hypothetical protein	1
		Rmag_R0024	Rpac_rna_32	Rpha_rna_20	Rple_rna_7	Rrec_rna_38	Rsou_rna_15	Vdia_rna_15	Vext_rna_16	COSY_R0022	Vgig2_rna_9	Vsoy2_rna_35	Vgig1_rna_13	Vsoy1_rna_24	tRNA-Pro-GGG	13
MS2017_1781	SP60_05565	Rmag_0228		Rpha_peg_2186	Rple_peg_95		Rsou_peg_1027	Vdia_peg_764	Vext_peg_753	COSY_0221	Vgig2_peg_596	Vsoy2_peg_449	Vgig1_peg_708	Vsoy1_peg_244	Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	13
			Rpac_peg_1440												Integrase	1
			Rpac_peg_1437												3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	1
			Rpac_peg_1433												hypothetical protein	1
			Rpac_peg_1431												hypothetical protein	1
			Rpac_peg_1413												Threonine dehydratase biosynthetic (EC 4.3.1.19)	1
			Rpac_peg_1412												Threonine dehydratase biosynthetic (EC 4.3.1.19)	1
			Rpac_peg_1411												hypothetical protein	1
			Rpac_peg_1410												hypothetical protein	1
			Rpac_peg_1409												hypothetical protein	1
			Rpac_peg_1020												hypothetical protein	1
			Rpac_peg_1019												hypothetical protein	1
			Rpac_peg_1018												hypothetical protein	1
			Rpac_peg_1017												hypothetical protein	1
			Rpac_peg_1016												hypothetical protein	1
			Rpac_peg_1015												hypothetical protein	1
			Rpac_peg_1014												hypothetical protein	1
			Rpac_peg_1011												Queuosine Biosynthesis QueE Radical SAM	1
			Rpac_peg_1010												Queuosine Biosynthesis QueE Radical SAM	1
			Rpac_peg_1009												hypothetical protein	1
			Rpac_peg_1007												Sulfate permease	1
			Rpac_peg_1006												hypothetical protein	1
			Rpac_peg_1003												hypothetical protein	1
			Rpac_peg_993												Membrane alanine aminopeptidase N (EC 3.4.11.2)	1
			Rpac_peg_992												Membrane alanine aminopeptidase N (EC 3.4.11.2)	1
			Rpac_peg_991												Membrane alanine aminopeptidase N (EC 3.4.11.2)	1
			Rpac_peg_990												Membrane alanine aminopeptidase N (EC 3.4.11.2)	1
			Rpac_peg_983												Acetolactate synthase small subunit (EC 2.2.1.6)	1
			Rpac_peg_978												hypothetical protein	1
			Rpac_peg_967												hypothetical protein	1
			Rpac_peg_962												hypothetical protein	1
			Rpac_peg_961												hypothetical protein	1
			Rpac_peg_960												hypothetical protein	1
			Rpac_peg_959												Hydroxylamine oxidoreductase (Fragment)	1
			Rpac_peg_956												hypothetical protein	1
			Rpac_peg_955												hypothetical protein	1
			Rpac_peg_953												hypothetical protein	1
			Rpac_peg_952												hypothetical protein	1
			Rpac_peg_951												hypothetical protein	1
			Rpac_peg_950												FIG002776: hypothetical protein	1
			Rpac_peg_944												hypothetical protein	1
			Rpac_peg_942												FIG000557: hypothetical protein co-occurring with RecR	1
			Rpac_peg_941												FIG000557: hypothetical protein co-occurring with RecR	1
			Rpac_peg_930												hypothetical protein	1
			Rpac_peg_929												hypothetical protein	1
			Rpac_peg_920												hypothetical protein	1
			Rpac_peg_919												hypothetical protein	1
			Rpac_peg_918												hypothetical protein	1
			Rpac_peg_910												hypothetical protein	1
			Rpac_peg_893												hypothetical protein	1
			Rpac_peg_1406												Glutaredoxin-related protein	1
			Rpac_peg_1405												5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
			Rpac_peg_1404												5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
			Rpac_peg_1403												5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
			Rpac_peg_1402												5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	1
			Rpac_peg_1399												hypothetical protein	1
			Rpac_peg_1388												hypothetical protein	1
			Rpac_peg_1387												hypothetical protein	1
			Rpac_peg_1382												hypothetical protein	1
			Rpac_peg_1380												hypothetical protein	1
			Rpac_peg_1379												hypothetical protein	1
			Rpac_peg_1378												hypothetical protein	1
			Rpac_peg_1372												Selenophosphate-dependent tRNA 2-selenouridine synthase	1
			Rpac_peg_1370												hypothetical protein	1
			Rpac_peg_1369												hypothetical protein	1
			Rpac_peg_1357												hypothetical protein	1
			Rpac_peg_1355												hypothetical protein	1
			Rpac_peg_1354												hypothetical protein	1
			Rpac_peg_1351												hypothetical protein	1
			Rpac_peg_1350												hypothetical protein	1
			Rpac_peg_1349												hypothetical protein	1
			Rpac_peg_1348												Sll7028 protein	1
			Rpac_peg_1347												hypothetical protein	1
			Rpac_peg_1346												hypothetical protein	1
			Rpac_peg_1345												hypothetical protein	1
			Rpac_peg_1343												hypothetical protein	1
			Rpac_peg_1341												Sll7029 protein	1
			Rpac_peg_1340												hypothetical protein	1
			Rpac_peg_1309												hypothetical protein	1
			Rpac_peg_1308												hypothetical protein	1
			Rpac_peg_1304												hypothetical protein	1
			Rpac_peg_1292												hypothetical protein	1
			Rpac_peg_1291												hypothetical protein	1
			Rpac_peg_1284												hypothetical protein	1
			Rpac_peg_1283												hypothetical protein	1
			Rpac_peg_1282												hypothetical protein	1
			Rpac_peg_1275												hypothetical protein	1
			Rpac_peg_1269												hypothetical protein	1
			Rpac_peg_1251												hypothetical protein	1
			Rpac_peg_1243												hypothetical protein	1
			Rpac_peg_1242												hypothetical protein	1
			Rpac_peg_1225												hypothetical protein	1
			Rpac_peg_1222												hypothetical protein	1
			Rpac_peg_1221												Gll3595 protein	1
			Rpac_peg_1218												hypothetical protein	1
			Rpac_peg_1215												hypothetical protein	1
			Rpac_peg_1214												hypothetical protein	1
			Rpac_peg_1212												hypothetical protein	1
			Rpac_peg_1211												hypothetical protein	1
			Rpac_peg_1201												hypothetical protein	1
			Rpac_peg_1200												Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
MS2017_R016	SP60_07100	Rmag_R0025	Rpac_rna_31	Rpha_rna_21	Rple_rna_6	Rrec_rna_39	Rsou_rna_16	Vdia_rna_14	Vext_rna_15	COSY_R0023	Vgig2_rna_8	Vsoy2_rna_36	Vgig1_rna_12	Vsoy1_rna_25	tRNA-Asp-GTC	15
			Rpac_peg_1199												Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
			Rpac_peg_1198												hypothetical protein	1
			Rpac_peg_1197												Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	1
			Rpac_peg_1196												hypothetical protein	1
			Rpac_peg_1195												Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	1
			Rpac_peg_1175												5'-nucleotidase (EC 3.1.3.5)	1
			Rpac_peg_1171												hypothetical protein	1
			Rpac_peg_1168												Aldehyde dehydrogenase (EC 1.2.1.3)	1
			Rpac_peg_1167												hypothetical protein	1
			Rpac_peg_1163												hypothetical protein	1
			Rpac_peg_1146												hypothetical protein	1
			Rpac_peg_1145												hypothetical protein	1
			Rpac_peg_1144												Respiratory nitrate reductase beta chain (EC 1.7.99.4)	1
			Rpac_peg_1142												hypothetical protein	1
			Rpac_peg_1141												hypothetical protein	1
			Rpac_peg_1140												hypothetical protein	1
			Rpac_peg_1139												hypothetical protein	1
			Rpac_peg_1133												RuBisCO operon transcriptional regulator CbbR	1
			Rpac_peg_1131												hypothetical protein	1
			Rpac_peg_1130												hypothetical protein	1
			Rpac_peg_1124												hypothetical protein	1
			Rpac_peg_1123												hypothetical protein	1
			Rpac_peg_1122												Bacterioferritin	1
			Rpac_peg_1085												Phosphate starvation-inducible protein PhoH, predicted ATPase	1
			Rpac_peg_1074												hypothetical protein	1
			Rpac_peg_1067												hypothetical protein	1
			Rpac_peg_1063												hypothetical protein	1
			Rpac_peg_1059												UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase (EC 6.3.2.-)	1
			Rpac_peg_1058												hypothetical protein	1
			Rpac_peg_1054												hypothetical protein	1
			Rpac_peg_560												hypothetical protein	1
			Rpac_peg_561												hypothetical protein	1
			Rpac_peg_562												hypothetical protein	1
			Rpac_peg_563												hypothetical protein	1
			Rpac_peg_566												hypothetical protein	1
			Rpac_peg_567												Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	1
			Rpac_peg_568												Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.5.3)	1
			Rpac_peg_569												hypothetical protein	1
			Rpac_peg_574												hypothetical protein	1
			Rpac_peg_576												Ethylmalonic encephalopathy 1	1
			Rpac_peg_578												hypothetical protein	1
			Rpac_peg_579												hypothetical protein	1
			Rpac_peg_582												hypothetical protein	1
			Rpac_peg_583												hypothetical protein	1
			Rpac_peg_584												hypothetical protein	1
			Rpac_peg_585												hypothetical protein	1
			Rpac_peg_604												hypothetical protein	1
			Rpac_peg_605												hypothetical protein	1
			Rpac_peg_606												Peptide synthetase	1
			Rpac_peg_607												hypothetical protein	1
			Rpac_peg_614												hypothetical protein	1
			Rpac_peg_620												hypothetical protein	1
			Rpac_peg_621												N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	1
			Rpac_peg_640												hypothetical protein	1
			Rpac_peg_647												hypothetical protein	1
			Rpac_peg_648												hypothetical protein	1
			Rpac_peg_649												hypothetical protein	1
			Rpac_peg_650												hypothetical protein	1
			Rpac_peg_651												hypothetical protein	1
			Rpac_peg_652												hypothetical protein	1
			Rpac_peg_655												hypothetical protein	1
			Rpac_peg_656												hypothetical protein	1
			Rpac_peg_661												Protein trpH	1
			Rpac_peg_662												hypothetical protein	1
			Rpac_peg_666												hypothetical protein	1
			Rpac_peg_672												hypothetical protein	1
			Rpac_peg_675												hypothetical protein	1
