SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01
SP60_03280	MS2017_0178	Rmag_0994	HUE58_RS05065	Rpac_peg_776	Rpha_peg_1629	Rpli_peg_1012	Rrec_peg_579	Rsou_peg_1736	Vdia_peg_66	Vext_peg_62	Vsoy1_peg_930	Vsoy2_peg_146	Vgig1_peg_910	Vgig2_peg_797	COSY_0889	Vmar_0899	BSEPE_1424	BGC33_11745	AZO1586R_1570	Gsub_0630	CRN91_02520	W908_07655	EYG05_07675	Tper_0414	H8D41_01275
SP60_03415	MS2017_0167	Rmag_0998	HUE58_RS05115	Rpac_peg_780	Rpha_peg_829	Rpli_peg_1021	Rrec_peg_589	Rsou_peg_443	Vdia_peg_60	Vext_peg_57	Vsoy1_peg_934	Vsoy2_peg_150	Vgig1_peg_914	Vgig2_peg_801	COSY_0894	Vmar_0903	BSEPE_0145	BGC33_08370	AZO1586R_1575	Gsub_0539	CRN91_02415	W908_07725	EYG05_04520	Tper_0427	H8D41_01235
SP60_03420	MS2017_0166	Rmag_0999	HUE58_RS05120	Rpac_peg_781	Rpha_peg_830	Rpli_peg_1022	Rrec_peg_590	Rsou_peg_442	Vdia_peg_59	Vext_peg_56	Vsoy1_peg_935	Vsoy2_peg_151	Vgig1_peg_915	Vgig2_peg_802	COSY_0895	Vmar_0904	BSEPE_0144	BGC33_08365	AZO1586R_1576	Gsub_0538	CRN91_02410	W908_07730	EYG05_04515	Tper_0428	H8D41_01230
SP60_03450	MS2017_0160	Rmag_1005	HUE58_RS05150	Rpac_peg_787	Rpha_peg_836	Rpli_peg_1028	Rrec_peg_596	Rsou_peg_436	Vdia_peg_53	Vext_peg_50	Vsoy1_peg_941	Vsoy2_peg_157	Vgig1_peg_921	Vgig2_peg_808	COSY_0901	Vmar_0910	BSEPE_0136	BGC33_10745	AZO1586R_1583	Gsub_0572	CRN91_02380	W908_07760	EYG05_04485	Tper_0434	H8D41_01200
SP60_03455	MS2017_0159	Rmag_1006	HUE58_RS05155	Rpac_peg_788	Rpha_peg_837	Rpli_peg_1029	Rrec_peg_597	Rsou_peg_435	Vdia_peg_52	Vext_peg_49	Vsoy1_peg_942	Vsoy2_peg_158	Vgig1_peg_922	Vgig2_peg_809	COSY_0902	Vmar_0911	BSEPE_0135	BGC33_10750	AZO1586R_1584	Gsub_0571	CRN91_02375	W908_07765	EYG05_04480	Tper_0435	H8D41_01195
SP60_03460	MS2017_0158	Rmag_1007	HUE58_RS05160	Rpac_peg_789	Rpha_peg_838	Rpli_peg_1030	Rrec_peg_598	Rsou_peg_434	Vdia_peg_51	Vext_peg_48	Vsoy1_peg_943	Vsoy2_peg_159	Vgig1_peg_923	Vgig2_peg_810	COSY_0903	Vmar_0912	BSEPE_0134	BGC33_10755	AZO1586R_1585	Gsub_0570	CRN91_02370	W908_07770	EYG05_04475	Tper_0436	H8D41_01190
SP60_03465	MS2017_0157	Rmag_1008	HUE58_RS05165	Rpac_peg_790	Rpha_peg_839	Rpli_peg_1031	Rrec_peg_599	Rsou_peg_433	Vdia_peg_50	Vext_peg_47	Vsoy1_peg_944	Vsoy2_peg_160	Vgig1_peg_924	Vgig2_peg_811	COSY_0904	Vmar_0913	BSEPE_0133	BGC33_10760	AZO1586R_1586	Gsub_0569	CRN91_02365	W908_07775	EYG05_04470	Tper_0437	H8D41_01185
SP60_03550	MS2017_0145	Rmag_1014	HUE58_RS05235	Rpac_peg_799	Rpha_peg_847	Rpli_peg_1047	Rrec_peg_608	Rsou_peg_425	Vdia_peg_43	Vext_peg_40	Vsoy1_peg_951	Vsoy2_peg_167	Vgig1_peg_931	Vgig2_peg_818	COSY_0916	Vmar_0920	BSEPE_1401	BGC33_10825	AZO1586R_23	Gsub_0948	CRN91_02320	W908_07825	EYG05_07840	Tper_0799	H8D41_02620
SP60_03585	MS2017_2184	Rmag_1019	HUE58_RS05275	Rpac_peg_814	Rpha_peg_862	Rpli_peg_1058	Rrec_peg_618	Rsou_peg_413	Vdia_peg_39	Vext_peg_36	Vsoy1_peg_956	Vsoy2_peg_171	Vgig1_peg_937	Vgig2_peg_822	COSY_0920	Vmar_0924	BSEPE_1520	BGC33_13480	AZO1586R_1004	Gsub_0505	CRN91_02285	W908_07860	EYG05_01265	Tper_0792	H8D41_02585
SP60_03590	MS2017_2183	Rmag_1020	HUE58_RS05280	Rpac_peg_815	Rpha_peg_863	Rpli_peg_1059	Rrec_peg_619	Rsou_peg_412	Vdia_peg_38	Vext_peg_35	Vsoy1_peg_957	Vsoy2_peg_172	Vgig1_peg_938	Vgig2_peg_823	COSY_0921	Vmar_0925	BSEPE_1519	BGC33_13485	AZO1586R_1005	Gsub_0506	CRN91_02280	W908_07865	EYG05_01260	Tper_0791	H8D41_02580
SP60_03595	MS2017_2181	Rmag_1021	HUE58_RS05285	Rpac_peg_816	Rpha_peg_864	Rpli_peg_1060	Rrec_peg_620	Rsou_peg_411	Vdia_peg_37	Vext_peg_34	Vsoy1_peg_958	Vsoy2_peg_173	Vgig1_peg_939	Vgig2_peg_824	COSY_0922	Vmar_0926	BSEPE_1518	BGC33_13490	AZO1586R_1006	Gsub_0507	CRN91_02270	W908_07870	EYG05_01255	Tper_0790	H8D41_02575
SP60_03625	MS2017_2179	Rmag_1023	HUE58_RS05295	Rpac_peg_818	Rpha_peg_866	Rpli_peg_1062	Rrec_peg_622	Rsou_peg_400	Vdia_peg_35	Vext_peg_32	Vsoy1_peg_960	Vsoy2_peg_175	Vgig1_peg_941	Vgig2_peg_826	COSY_0924	Vmar_0928	BSEPE_1515	BGC33_13500	AZO1586R_1287	Gsub_0462	CRN91_02250	W908_07890	EYG05_01145	Tper_0786	H8D41_02545
SP60_03640	MS2017_2176	Rmag_1025	HUE58_RS05310	Rpac_peg_821	Rpha_peg_869	Rpli_peg_1065	Rrec_peg_625	Rsou_peg_397	Vdia_peg_32	Vext_peg_29	Vsoy1_peg_963	Vsoy2_peg_178	Vgig1_peg_944	Vgig2_peg_829	COSY_0927	Vmar_0931	BSEPE_1512	BGC33_13525	AZO1586R_1284	Gsub_0459	CRN91_02240	W908_07900	EYG05_01130	Tper_0783	H8D41_02530
SP60_03650	MS2017_2172	Rmag_1027	HUE58_RS05320	Rpac_peg_823	Rpha_peg_871	Rpli_peg_1067	Rrec_peg_627	Rsou_peg_395	Vdia_peg_30	Vext_peg_27	Vsoy1_peg_965	Vsoy2_peg_180	Vgig1_peg_947	Vgig2_peg_831	COSY_0929	Vmar_0933	BSEPE_1508	BGC33_05255	AZO1586R_1281	Gsub_1340	CRN91_02230	W908_07910	EYG05_02990	Tper_0781	H8D41_02520
SP60_03755	MS2017_2136	Rmag_1044	HUE58_RS05425	Rpac_peg_851	Rpha_peg_907	Rpli_peg_1098	Rrec_peg_657	Rsou_peg_1592	Vdia_peg_12	Vext_peg_9	Vsoy1_peg_983	Vsoy2_peg_197	Vgig1_peg_972	Vgig2_peg_847	COSY_0944	Vmar_0948	BSEPE_1486	BGC33_09615	AZO1586R_805	Gsub_0858	CRN91_01070	W908_00300	EYG05_03060	Tper_0759	H8D41_02415
SP60_03765	MS2017_2134	Rmag_1046	HUE58_RS05435	Rpac_peg_853	Rpha_peg_909	Rpli_peg_1101	Rrec_peg_659	Rsou_peg_1594	Vdia_peg_10	Vext_peg_7	Vsoy1_peg_985	Vsoy2_peg_199	Vgig1_peg_975	Vgig2_peg_849	COSY_0946	Vmar_0950	BSEPE_1484	BGC33_09605	AZO1586R_803	Gsub_0860	CRN91_01080	W908_00290	EYG05_03050	Tper_0757	H8D41_02405
SP60_03770	MS2017_2133	Rmag_1047	HUE58_RS05440	Rpac_peg_854	Rpha_peg_910	Rpli_peg_1102	Rrec_peg_660	Rsou_peg_1595	Vdia_peg_9	Vext_peg_6	Vsoy1_peg_986	Vsoy2_peg_200	Vgig1_peg_976	Vgig2_peg_850	COSY_0947	Vmar_0951	BSEPE_1483	BGC33_09600	AZO1586R_802	Gsub_0861	CRN91_01085	W908_00285	EYG05_03045	Tper_0756	H8D41_02400
SP60_03775	MS2017_2132	Rmag_1048	HUE58_RS05445	Rpac_peg_855	Rpha_peg_911	Rpli_peg_1103	Rrec_peg_661	Rsou_peg_1596	Vdia_peg_8	Vext_peg_5	Vsoy1_peg_987	Vsoy2_peg_201	Vgig1_peg_977	Vgig2_peg_851	COSY_0948	Vmar_0952	BSEPE_1482	BGC33_09595	AZO1586R_801	Gsub_0862	CRN91_01090	W908_00280	EYG05_03040	Tper_0755	H8D41_02395
SP60_03780	MS2017_2131	Rmag_1049	HUE58_RS05450	Rpac_peg_856	Rpha_peg_912	Rpli_peg_1104	Rrec_peg_662	Rsou_peg_1597	Vdia_peg_7	Vext_peg_4	Vsoy1_peg_988	Vsoy2_peg_202	Vgig1_peg_978	Vgig2_peg_852	COSY_0949	Vmar_0953	BSEPE_1481	BGC33_09590	AZO1586R_800	Gsub_0863	CRN91_01095	W908_00275	EYG05_03035	Tper_0754	H8D41_02390
SP60_03785	MS2017_2130	Rmag_1050	HUE58_RS05455	Rpac_peg_857	Rpha_peg_913	Rpli_peg_1105	Rrec_peg_663	Rsou_peg_1598	Vdia_peg_6	Vext_peg_3	Vsoy1_peg_989	Vsoy2_peg_203	Vgig1_peg_979	Vgig2_peg_853	COSY_0950	Vmar_0954	BSEPE_1480	BGC33_09585	AZO1586R_799	Gsub_0864	CRN91_01100	W908_00270	EYG05_03030	Tper_0753	H8D41_02385
SP60_03810	MS2017_0096	Rmag_1054	HUE58_RS05480	Rpac_peg_861	Rpha_peg_919	Rpli_peg_1114	Rrec_peg_669	Rsou_peg_1605	Vdia_peg_1008	Vext_peg_995	Vsoy1_peg_2	Vsoy2_peg_207	Vgig1_peg_986	Vgig2_peg_982	COSY_0954	Vmar_0959	BSEPE_1474	BGC33_14710	AZO1586R_563	Gsub_1420	CRN91_01120	W908_00250	EYG05_04905	Tper_0748	H8D41_02360
SP60_03815	MS2017_0097	Rmag_1055	HUE58_RS05485	Rpac_peg_862	Rpha_peg_921	Rpli_peg_1116	Rrec_peg_671	Rsou_peg_1606	Vdia_peg_1007	Vext_peg_994	Vsoy1_peg_3	Vsoy2_peg_208	Vgig1_peg_987	Vgig2_peg_981	COSY_0955	Vmar_0960	BSEPE_1473	BGC33_14715	AZO1586R_562	Gsub_1419	CRN91_01125	W908_00245	EYG05_04900	Tper_0747	H8D41_02355
SP60_03850	MS2017_0103	Rmag_1059	HUE58_RS05505	Rpac_peg_866	Rpha_peg_961	Rpli_peg_1124	Rrec_peg_675	Rsou_peg_534	Vdia_peg_1004	Vext_peg_991	Vsoy1_peg_6	Vsoy2_peg_211	Vgig1_peg_990	Vgig2_peg_978	COSY_0958	Vmar_0963	BSEPE_1468	BGC33_14745	AZO1586R_731	Gsub_1413	CRN91_01190	W908_00195	EYG05_04880	Tper_1004	H8D41_02080
SP60_03860	MS2017_0107	Rmag_1061	HUE58_RS05515	Rpac_peg_868	Rpha_peg_963	Rpli_peg_1126	Rrec_peg_677	Rsou_peg_532	Vdia_peg_1002	Vext_peg_989	Vsoy1_peg_8	Vsoy2_peg_213	Vgig1_peg_993	Vgig2_peg_976	COSY_0960	Vmar_0965	BSEPE_1466	BGC33_14765	AZO1586R_726	Gsub_1411	CRN91_01200	W908_00185	EYG05_04870	Tper_1006	H8D41_02070
SP60_03865	MS2017_0108	Rmag_1062	HUE58_RS05520	Rpac_peg_869	Rpha_peg_964	Rpli_peg_1127	Rrec_peg_678	Rsou_peg_531	Vdia_peg_1001	Vext_peg_988	Vsoy1_peg_9	Vsoy2_peg_214	Vgig1_peg_994	Vgig2_peg_975	COSY_0961	Vmar_0966	BSEPE_1465	BGC33_14770	AZO1586R_725	Gsub_1410	CRN91_01205	W908_00180	EYG05_04865	Tper_1007	H8D41_02065
SP60_03885	MS2017_0116	Rmag_1066	HUE58_RS05545	Rpac_peg_875	Rpha_peg_968	Rpli_peg_1131	Rrec_peg_684	Rsou_peg_522	Vdia_peg_997	Vext_peg_984	Vsoy1_peg_13	Vsoy2_peg_217	Vgig1_peg_1001	Vgig2_peg_971	COSY_0965	Vmar_0970	BSEPE_1460	BGC33_14815	AZO1586R_1462	Gsub_0420	CRN91_01225	W908_00160	EYG05_04845	Tper_1011	H8D41_02045
SP60_03900	MS2017_0119	Rmag_1069	HUE58_RS05560	Rpac_peg_878	Rpha_peg_972	Rpli_peg_1134	Rrec_peg_687	Rsou_peg_519	Vdia_peg_994	Vext_peg_981	Vsoy1_peg_16	Vsoy2_peg_220	Vgig1_peg_1004	Vgig2_peg_968	COSY_0968	Vmar_0973	BSEPE_1457	BGC33_14830	AZO1586R_1465	Gsub_0417	CRN91_01240	W908_00145	EYG05_04830	Tper_1014	H8D41_02030
SP60_03915	MS2017_0132	Rmag_1072	HUE58_RS05580	Rpac_peg_883	Rpha_peg_984	Rpli_peg_1137	Rrec_peg_690	Rsou_peg_516	Vdia_peg_991	Vext_peg_978	Vsoy1_peg_19	Vsoy2_peg_223	Vgig1_peg_2	Vgig2_peg_965	COSY_0971	Vmar_0976	BSEPE_1454	BGC33_10890	AZO1586R_1468	Gsub_1350	CRN91_01310	W908_00050	EYG05_04815	Tper_1017	H8D41_02015
SP60_04015	MS2017_0001	Rmag_0001	HUE58_RS05635	Rpac_peg_230	Rpha_peg_1019	Rpli_peg_1594	Rrec_peg_702	Rsou_peg_1460	Vdia_peg_983	Vext_peg_971	Vsoy1_peg_26	Vsoy2_peg_230	Vgig1_peg_10	Vgig2_peg_958	COSY_0001	Vmar_0001	BSEPE_0001	BGC33_13455	AZO1586R_999	Gsub_1356	CRN91_01380	W908_00005	EYG05_03560	Tper_0973	H8D41_01850
SP60_04020	MS2017_0002	Rmag_0002	HUE58_RS05640	Rpac_peg_229	Rpha_peg_1020	Rpli_peg_1593	Rrec_peg_703	Rsou_peg_1461	Vdia_peg_982	Vext_peg_970	Vsoy1_peg_27	Vsoy2_peg_231	Vgig1_peg_11	Vgig2_peg_957	COSY_0002	Vmar_0002	BSEPE_0002	BGC33_13450	AZO1586R_998	Gsub_1357	CRN91_01385	W908_08770	EYG05_03565	Tper_0974	H8D41_01845
SP60_04030	MS2017_0004	Rmag_0003	HUE58_RS05645	Rpac_peg_228	Rpha_peg_1022	Rpli_peg_1590	Rrec_peg_704	Rsou_peg_1464	Vdia_peg_981	Vext_peg_969	Vsoy1_peg_28	Vsoy2_peg_232	Vgig1_peg_12	Vgig2_peg_956	COSY_0003	Vmar_0003	BSEPE_0004	BGC33_13440	AZO1586R_996	Gsub_1359	CRN91_01395	W908_08760	EYG05_04300	Tper_0976	H8D41_01835
SP60_04040	MS2017_0010	Rmag_0005	HUE58_RS05655	Rpac_peg_226	Rpha_peg_1031	Rpli_peg_1587	Rrec_peg_706	Rsou_peg_1796	Vdia_peg_979	Vext_peg_967	Vsoy1_peg_30	Vsoy2_peg_234	Vgig1_peg_14	Vgig2_peg_954	COSY_0005	Vmar_0005	BSEPE_0008	BGC33_10255	AZO1586R_1647	Gsub_1366	CRN91_01400	W908_08750	EYG05_04285	Tper_0979	H8D41_01820
SP60_04045	MS2017_0011	Rmag_0006	HUE58_RS05660	Rpac_peg_225	Rpha_peg_1032	Rpli_peg_1586	Rrec_peg_707	Rsou_peg_1795	Vdia_peg_978	Vext_peg_966	Vsoy1_peg_31	Vsoy2_peg_235	Vgig1_peg_15	Vgig2_peg_953	COSY_0006	Vmar_0006	BSEPE_0009	BGC33_10260	AZO1586R_1648	Gsub_1367	CRN91_01405	W908_08745	EYG05_04280	Tper_0980	H8D41_01815
SP60_04050	MS2017_0012	Rmag_0007	HUE58_RS05665	Rpac_peg_224	Rpha_peg_1033	Rpli_peg_1585	Rrec_peg_708	Rsou_peg_1794	Vdia_peg_977	Vext_peg_965	Vsoy1_peg_32	Vsoy2_peg_236	Vgig1_peg_16	Vgig2_peg_952	COSY_0007	Vmar_0007	BSEPE_0010	BGC33_10265	AZO1586R_1649	Gsub_1369	CRN91_01410	W908_08740	EYG05_04275	Tper_0981	H8D41_01810
SP60_04060	MS2017_0014	Rmag_0008	HUE58_RS05675	Rpac_peg_222	Rpha_peg_1035	Rpli_peg_1583	Rrec_peg_710	Rsou_peg_1792	Vdia_peg_975	Vext_peg_963	Vsoy1_peg_34	Vsoy2_peg_238	Vgig1_peg_18	Vgig2_peg_950	COSY_0009	Vmar_0009	BSEPE_0012	BGC33_10275	AZO1586R_1651	Gsub_1375	CRN91_01420	W908_08730	EYG05_04265	Tper_0983	H8D41_01800
SP60_04070	MS2017_0016	Rmag_0010	HUE58_RS05685	Rpac_peg_220	Rpha_peg_1037	Rpli_peg_1581	Rrec_peg_712	Rsou_peg_1790	Vdia_peg_973	Vext_peg_961	Vsoy1_peg_36	Vsoy2_peg_240	Vgig1_peg_20	Vgig2_peg_948	COSY_0011	Vmar_0011	BSEPE_0014	BGC33_10285	AZO1586R_1653	Gsub_1377	CRN91_01430	W908_08720	EYG05_04255	Tper_0985	H8D41_01790
SP60_04075	MS2017_0017	Rmag_0011	HUE58_RS05690	Rpac_peg_219	Rpha_peg_1038	Rpli_peg_1580	Rrec_peg_713	Rsou_peg_1789	Vdia_peg_972	Vext_peg_960	Vsoy1_peg_37	Vsoy2_peg_241	Vgig1_peg_21	Vgig2_peg_947	COSY_0012	Vmar_0012	BSEPE_0015	BGC33_10290	AZO1586R_1654	Gsub_1378	CRN91_01435	W908_08715	EYG05_04250	Tper_0986	H8D41_01785
SP60_04165	MS2017_0070	Rmag_0028	HUE58_RS05780	Rpac_peg_199	Rpha_peg_1059	Rpli_peg_1559	Rrec_peg_732	Rsou_peg_475	Vdia_peg_956	Vext_peg_944	Vsoy1_peg_54	Vsoy2_peg_258	Vgig1_peg_38	Vgig2_peg_930	COSY_0028	Vmar_0030	BSEPE_0037	BGC33_12830	AZO1586R_1673	Gsub_0477	CRN91_01505	W908_08645	EYG05_00945	Tper_0060	H8D41_01690
SP60_04280	MS2017_0089	Rmag_0045	HUE58_RS05940	Rpac_peg_170	Rpha_peg_795	Rpli_peg_1516	Rrec_peg_763	Rsou_peg_592	Vdia_peg_937	Vext_peg_925	Vsoy1_peg_74	Vsoy2_peg_277	Vgig1_peg_57	Vgig2_peg_911	COSY_0049	Vmar_0049	BSEPE_0055	BGC33_14675	AZO1586R_1644	Gsub_1250	CRN91_01655	W908_08485	EYG05_06525	Tper_1169	H8D41_02205
SP60_04285	MS2017_0090	Rmag_0046	HUE58_RS05945	Rpac_peg_169	Rpha_peg_794	Rpli_peg_1515	Rrec_peg_764	Rsou_peg_591	Vdia_peg_936	Vext_peg_924	Vsoy1_peg_75	Vsoy2_peg_278	Vgig1_peg_58	Vgig2_peg_910	COSY_0050	Vmar_0050	BSEPE_0056	BGC33_14680	AZO1586R_1643	Gsub_1249	CRN91_01660	W908_08480	EYG05_06520	Tper_1168	H8D41_02210
SP60_04305	MS2017_2122	Rmag_0050	HUE58_RS05975	Rpac_peg_165	Rpha_peg_790	Rpli_peg_1509	Rrec_peg_770	Rsou_peg_586	Vdia_peg_930	Vext_peg_919	Vsoy1_peg_80	Vsoy2_peg_283	Vgig1_peg_62	Vgig2_peg_907	COSY_0054	Vmar_0053	BSEPE_0060	BGC33_14855	AZO1586R_1639	Gsub_1245	CRN91_01675	W908_08465	EYG05_03950	Tper_1164	H8D41_02230
SP60_04320	MS2017_2110	Rmag_0052	HUE58_RS05990	Rpac_peg_163	Rpha_peg_788	Rpli_peg_1507	Rrec_peg_772	Rsou_peg_584	Vdia_peg_928	Vext_peg_917	Vsoy1_peg_82	Vsoy2_peg_285	Vgig1_peg_64	Vgig2_peg_905	COSY_0057	Vmar_0055	BSEPE_0068	BGC33_14920	AZO1586R_953	Gsub_1261	CRN91_01690	W908_08450	EYG05_03970	Tper_1160	H8D41_02250
SP60_04325	MS2017_2109	Rmag_0053	HUE58_RS05995	Rpac_peg_162	Rpha_peg_787	Rpli_peg_1506	Rrec_peg_773	Rsou_peg_583	Vdia_peg_927	Vext_peg_916	Vsoy1_peg_83	Vsoy2_peg_286	Vgig1_peg_65	Vgig2_peg_904	COSY_0058	Vmar_0056	BSEPE_0069	BGC33_14925	AZO1586R_952	Gsub_1262	CRN91_01695	W908_08445	EYG05_03975	Tper_1159	H8D41_02255
SP60_04330	MS2017_2108	Rmag_0054	HUE58_RS06000	Rpac_peg_161	Rpha_peg_786	Rpli_peg_1505	Rrec_peg_774	Rsou_peg_582	Vdia_peg_926	Vext_peg_915	Vsoy1_peg_84	Vsoy2_peg_287	Vgig1_peg_66	Vgig2_peg_903	COSY_0059	Vmar_0057	BSEPE_0070	BGC33_14930	AZO1586R_951	Gsub_1263	CRN91_01700	W908_08440	EYG05_03980	Tper_1158	H8D41_02260
SP60_04460	MS2017_2090	Rmag_0063	HUE58_RS06065	Rpac_peg_134	Rpha_peg_763	Rpli_peg_1487	Rrec_peg_790	Rsou_peg_1637	Vdia_peg_914	Vext_peg_903	Vsoy1_peg_94	Vsoy2_peg_298	Vgig1_peg_77	Vgig2_peg_893	COSY_0071	Vmar_0068	BSEPE_0095	BGC33_15020	AZO1586R_1015	Gsub_0019	CRN91_02105	W908_08035	EYG05_03670	Tper_1275	H8D41_00695
SP60_04470	MS2017_2088	Rmag_0065	HUE58_RS06075	Rpac_peg_132	Rpha_peg_760	Rpli_peg_1485	Rrec_peg_792	Rsou_peg_1639	Vdia_peg_913	Vext_peg_902	Vsoy1_peg_95	Vsoy2_peg_299	Vgig1_peg_78	Vgig2_peg_892	COSY_0072	Vmar_0069	BSEPE_0097	BGC33_15030	AZO1586R_1017	Gsub_0020	CRN91_02110	W908_08030	EYG05_03680	Tper_1277	H8D41_00685
SP60_04475	MS2017_2087	Rmag_0066	HUE58_RS06080	Rpac_peg_131	Rpha_peg_759	Rpli_peg_1484	Rrec_peg_793	Rsou_peg_1640	Vdia_peg_912	Vext_peg_901	Vsoy1_peg_96	Vsoy2_peg_300	Vgig1_peg_79	Vgig2_peg_891	COSY_0073	Vmar_0070	BSEPE_0098	BGC33_15035	AZO1586R_1018	Gsub_0021	CRN91_02115	W908_08025	EYG05_03685	Tper_1278	H8D41_00680
SP60_04500	MS2017_2076	Rmag_0071	HUE58_RS06105	Rpac_peg_126	Rpha_peg_754	Rpli_peg_1478	Rrec_peg_798	Rsou_peg_1648	Vdia_peg_908	Vext_peg_897	Vsoy1_peg_100	Vsoy2_peg_304	Vgig1_peg_83	Vgig2_peg_887	COSY_0077	Vmar_0074	BSEPE_0106	BGC33_12340	AZO1586R_1437	Gsub_1277	CRN91_02135	W908_08005	EYG05_03710	Tper_1283	H8D41_00655
SP60_04505	MS2017_2075	Rmag_0072	HUE58_RS06110	Rpac_peg_125	Rpha_peg_753	Rpli_peg_1477	Rrec_peg_799	Rsou_peg_1649	Vdia_peg_907	Vext_peg_896	Vsoy1_peg_101	Vsoy2_peg_305	Vgig1_peg_84	Vgig2_peg_886	COSY_0078	Vmar_0075	BSEPE_0107	BGC33_12345	AZO1586R_1438	Gsub_1276	CRN91_02140	W908_08000	EYG05_03715	Tper_1284	H8D41_00650
SP60_04510	MS2017_2074	Rmag_0073	HUE58_RS06115	Rpac_peg_124	Rpha_peg_752	Rpli_peg_1476	Rrec_peg_800	Rsou_peg_1650	Vdia_peg_906	Vext_peg_895	Vsoy1_peg_102	Vsoy2_peg_306	Vgig1_peg_85	Vgig2_peg_885	COSY_0079	Vmar_0076	BSEPE_0108	BGC33_12350	AZO1586R_1439	Gsub_1275	CRN91_02145	W908_07995	EYG05_03720	Tper_1285	H8D41_00645
SP60_04540	MS2017_2070	Rmag_0077	HUE58_RS06135	Rpac_peg_118	Rpha_peg_2123	Rpli_peg_1470	Rrec_peg_805	Rsou_peg_1657	Vdia_peg_901	Vext_peg_890	Vsoy1_peg_106	Vsoy2_peg_310	Vgig1_peg_90	Vgig2_peg_880	COSY_0083	Vmar_0081	BSEPE_0110	BGC33_12370	AZO1586R_1442	Gsub_1270	CRN91_02170	W908_07975	EYG05_03745	Tper_1290	H8D41_00620
SP60_04545	MS2017_2069	Rmag_0078	HUE58_RS06140	Rpac_peg_117	Rpha_peg_2124	Rpli_peg_1469	Rrec_peg_806	Rsou_peg_1658	Vdia_peg_900	Vext_peg_889	Vsoy1_peg_107	Vsoy2_peg_311	Vgig1_peg_91	Vgig2_peg_879	COSY_0084	Vmar_0082	BSEPE_0111	BGC33_12375	AZO1586R_1443	Gsub_0117	CRN91_02175	W908_07970	EYG05_03750	Tper_1291	H8D41_00615
SP60_04550	MS2017_2063	Rmag_0079	HUE58_RS06145	Rpac_peg_116	Rpha_peg_2125	Rpli_peg_1468	Rrec_peg_807	Rsou_peg_1659	Vdia_peg_899	Vext_peg_888	Vsoy1_peg_108	Vsoy2_peg_312	Vgig1_peg_92	Vgig2_peg_878	COSY_0085	Vmar_0083	BSEPE_0117	BGC33_12390	AZO1586R_908	Gsub_0315	CRN91_02180	W908_07965	EYG05_03755	Tper_1292	H8D41_00610
SP60_04625	MS2017_2038	Rmag_0094	HUE58_RS06230	Rpac_peg_96	Rpha_peg_2145	Rpli_peg_1450	Rrec_peg_825	Rsou_peg_1675	Vdia_peg_886	Vext_peg_875	Vsoy1_peg_122	Vsoy2_peg_326	Vgig1_peg_106	Vgig2_peg_863	COSY_0098	Vmar_0096	BSEPE_1396	BGC33_06225	AZO1586R_883	Gsub_0181	CRN91_00725	W908_00670	EYG05_01200	Tper_1134	H8D41_03980
SP60_04645	MS2017_2008	Rmag_0097	HUE58_RS06275	Rpac_peg_86	Rpha_peg_2160	Rpli_peg_1437	Rrec_peg_835	Rsou_peg_1553	Vdia_peg_884	Vext_peg_873	Vsoy1_peg_124	Vsoy2_peg_328	Vgig1_peg_108	Vgig2_peg_861	COSY_0100	Vmar_0098	BSEPE_1393	BGC33_08490	AZO1586R_879	Gsub_0184	CRN91_00715	W908_00685	EYG05_01175	Tper_1130	H8D41_04000
SP60_04650	MS2017_2007	Rmag_0098	HUE58_RS06280	Rpac_peg_85	Rpha_peg_2161	Rpli_peg_1436	Rrec_peg_836	Rsou_peg_1552	Vdia_peg_883	Vext_peg_872	Vsoy1_peg_125	Vsoy2_peg_329	Vgig1_peg_109	Vgig2_peg_860	COSY_0101	Vmar_0099	BSEPE_1392	BGC33_08485	AZO1586R_878	Gsub_0185	CRN91_07360	W908_02770	EYG05_05965	Tper_1129	H8D41_04005
SP60_04660	MS2017_2004	Rmag_0099	HUE58_RS06290	Rpac_peg_84	Rpha_peg_2163	Rpli_peg_1434	Rrec_peg_837	Rsou_peg_1550	Vdia_peg_881	Vext_peg_870	Vsoy1_peg_127	Vsoy2_peg_331	Vgig1_peg_111	Vgig2_peg_858	COSY_0103	Vmar_0101	BSEPE_1390	BGC33_08470	AZO1586R_876	Gsub_0187	CRN91_00710	W908_00695	EYG05_05975	Tper_1127	H8D41_04015
SP60_04690	MS2017_1993	Rmag_0101	HUE58_RS06315	Rpac_peg_76	Rpha_peg_1895	Rpli_peg_1431	Rrec_peg_843	Rsou_peg_1544	Vdia_peg_879	Vext_peg_868	Vsoy1_peg_129	Vsoy2_peg_333	Vgig1_peg_113	Vgig2_peg_1	COSY_0105	Vmar_0103	BSEPE_1371	BGC33_10660	AZO1586R_873	Gsub_1253	CRN91_00680	W908_00715	EYG05_05990	Tper_1121	H8D41_04050
