	SUP05	R.magnifica	Bathy_complete_with_CRISPRannot	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01	Count
480	SP60_05310	Rmag_0179	MS2017_1837	BSEPE_0286	BGC33_10975	AZO1586R_1881	Gsub_1307	CRN91_00105	W908_01440	EYG05_02260	Tper_1584	H8D41_01390	12
481	SP60_05315	Rmag_0180	MS2017_1836	BSEPE_0287	BGC33_10970	AZO1586R_1882	Gsub_1306	CRN91_00100	W908_01445	EYG05_02255	Tper_1583	H8D41_01395	12
482	SP60_05320	Rmag_0181	MS2017_1835	BSEPE_0288	BGC33_10965	AZO1586R_1883	Gsub_1305	CRN91_00095	W908_01450	EYG05_02250	Tper_1582	H8D41_01400	12
483	SP60_05325	Rmag_0182	MS2017_1834	BSEPE_0289	BGC33_10960	AZO1586R_1884	Gsub_1304	CRN91_00090	W908_01455	EYG05_02245	Tper_1581	H8D41_01405	12
484	SP60_05330	Rmag_0183	MS2017_1833	BSEPE_0290	BGC33_10955	AZO1586R_1885	Gsub_1303	CRN91_00085	W908_01460	EYG05_02240	Tper_1580	H8D41_01410	12
486	SP60_05340	Rmag_0185	MS2017_1831	BSEPE_0292	BGC33_10945	AZO1586R_1887	Gsub_1301	CRN91_00075	W908_01470	EYG05_02235	Tper_1578	H8D41_01420	12
488	SP60_05350	Rmag_0187	MS2017_1829	BSEPE_0294	BGC33_10940	AZO1586R_1889	Gsub_1299	CRN91_00065	W908_01475	EYG05_02225	Tper_1576	H8D41_01430	12
489	SP60_05355	Rmag_0188	MS2017_1828	BSEPE_0295	BGC33_10935	AZO1586R_1890	Gsub_1298	CRN91_00060	W908_01480	EYG05_02220	Tper_1575	H8D41_01435	12
490	SP60_05360	Rmag_0189	MS2017_1827	BSEPE_0296	BGC33_10930	AZO1586R_1891	Gsub_1297	CRN91_00055	W908_01485	EYG05_02215	Tper_1574	H8D41_01440	12
491	SP60_05365	Rmag_0190	MS2017_1826	BSEPE_0297	BGC33_10925	AZO1586R_1892	Gsub_1296	CRN91_00050	W908_01490	EYG05_02210	Tper_1573	H8D41_01445	12
492	SP60_05370	Rmag_0191	MS2017_1825	BSEPE_0298	BGC33_10920	AZO1586R_1893	Gsub_1295	CRN91_00045	W908_01495	EYG05_02205	Tper_1572	H8D41_01450	12
493	SP60_05375	Rmag_0192	MS2017_1824	BSEPE_0299	BGC33_10915	AZO1586R_1894	Gsub_1294	CRN91_00040	W908_01500	EYG05_02200	Tper_1571	H8D41_01455	12
495	SP60_05410	Rmag_0197	MS2017_1818	BSEPE_0315	BGC33_11365	AZO1586R_1899	Gsub_1290	CRN91_08585	W908_01575	EYG05_03845	Tper_1562	H8D41_01500	12
499	SP60_05435	Rmag_0204	MS2017_1808	BSEPE_0322	BGC33_11315	AZO1586R_1904	Gsub_1285	CRN91_08425	W908_01655	EYG05_04935	Tper_0547	H8D41_01525	12
500	SP60_05440	Rmag_0205	MS2017_1807	BSEPE_0323	BGC33_11310	AZO1586R_1905	Gsub_1284	CRN91_08420	W908_01660	EYG05_04940	Tper_0548	H8D41_01530	12
501	SP60_05445	Rmag_0206	MS2017_1806	BSEPE_0324	BGC33_11305	AZO1586R_1906	Gsub_1283	CRN91_08415	W908_01665	EYG05_04945	Tper_0549	H8D41_01535	12
502	SP60_05450	Rmag_0207	MS2017_1805	BSEPE_0325	BGC33_11300	AZO1586R_1907	Gsub_1282	CRN91_08410	W908_01670	EYG05_03415	Tper_0550	H8D41_01540	12
503	SP60_05455	Rmag_0208	MS2017_1804	BSEPE_0326	BGC33_11295	AZO1586R_1908	Gsub_1281	CRN91_08405	W908_01675	EYG05_03410	Tper_0551	H8D41_01545	12
505	SP60_05465	Rmag_0210	MS2017_1801	BSEPE_0328	BGC33_05950	AZO1586R_1365	Gsub_0457	CRN91_08395	W908_01685	EYG05_02645	Tper_0553	H8D41_00185	12
506	SP60_05470	Rmag_0211	MS2017_1800	BSEPE_0329	BGC33_05955	AZO1586R_1366	Gsub_0456	CRN91_08390	W908_01690	EYG05_02640	Tper_0554	H8D41_00180	12
512	SP60_05520	Rmag_0220	MS2017_1792	BSEPE_0339	BGC33_06535	AZO1586R_1258	Gsub_0448	CRN91_08375	W908_01710	EYG05_02595	Tper_0563	H8D41_00255	12
513	SP60_05525	Rmag_0221	MS2017_1791	BSEPE_0340	BGC33_09090	AZO1586R_1259	Gsub_1234	CRN91_08370	W908_01715	EYG05_02590	Tper_0564	H8D41_00250	12
514	SP60_05530	Rmag_0222	MS2017_1790	BSEPE_0341	BGC33_09095	AZO1586R_1260	Gsub_1235	CRN91_08365	W908_01720	EYG05_02585	Tper_0565	H8D41_00245	12
515	SP60_05540	Rmag_0223	MS2017_1789	BSEPE_0342	BGC33_09100	AZO1586R_558	Gsub_0167	CRN91_08355	W908_01730	EYG05_02575	Tper_0567	H8D41_00235	12
517	SP60_05550	Rmag_0225	MS2017_1784	BSEPE_0345	BGC33_09115	AZO1586R_556	Gsub_0165	CRN91_08350	W908_01740	EYG05_02565	Tper_0569	H8D41_00225	12
518	SP60_05560	Rmag_0227	MS2017_1782	BSEPE_0347	BGC33_09125	AZO1586R_289	Gsub_0163	CRN91_08335	W908_01760	EYG05_02555	Tper_0571	H8D41_00215	12
519	SP60_05565	Rmag_0228	MS2017_1781	BSEPE_0348	BGC33_09130	AZO1586R_290	Gsub_0162	CRN91_08330	W908_01765	EYG05_02550	Tper_0572	H8D41_00210	12
521	SP60_05590	Rmag_0234	MS2017_0347	BSEPE_0357	BGC33_07490	AZO1586R_301	Gsub_0157	CRN91_08305	W908_01785	EYG05_02845	Tper_0806	H8D41_06115	12
522	SP60_05605	Rmag_0235	MS2017_0351	BSEPE_0359	BGC33_09800	AZO1586R_417	Gsub_0154	CRN91_08290	W908_01800	EYG05_02860	Tper_0019	H8D41_05245	12
523	SP60_05610	Rmag_0236	MS2017_0352	BSEPE_0360	BGC33_09805	AZO1586R_416	Gsub_0153	CRN91_08285	W908_01805	EYG05_02865	Tper_0018	H8D41_05240	12
524	SP60_05615	Rmag_0237	MS2017_0356	BSEPE_0361	BGC33_09820	AZO1586R_2046	Gsub_0152	CRN91_08280	W908_01810	EYG05_02870	Tper_0017	H8D41_05235	12
525	SP60_05620	Rmag_0238	MS2017_0357	BSEPE_0362	BGC33_09825	AZO1586R_2045	Gsub_0151	CRN91_08275	W908_01815	EYG05_02875	Tper_0016	H8D41_05225	12
526	SP60_05625	Rmag_0239	MS2017_0358	BSEPE_0363	BGC33_09830	AZO1586R_2044	Gsub_0150	CRN91_08270	W908_01820	EYG05_02880	Tper_0015	H8D41_05220	12
528	SP60_05635	Rmag_0241	MS2017_0361	BSEPE_0365	BGC33_09840	AZO1586R_2042	Gsub_0143	CRN91_08260	W908_01830	EYG05_02890	Tper_0013	H8D41_05210	12
529	SP60_05640	Rmag_0242	MS2017_0362	BSEPE_0366	BGC33_09845	AZO1586R_2041	Gsub_0142	CRN91_08255	W908_01835	EYG05_02895	Tper_0012	H8D41_05205	12
530	SP60_05645	Rmag_0243	MS2017_0363	BSEPE_0369	BGC33_09850	AZO1586R_2040	Gsub_0141	CRN91_08250	W908_01840	EYG05_02900	Tper_0011	H8D41_05200	12
531	SP60_05650	Rmag_0244	MS2017_0364	BSEPE_0370	BGC33_09855	AZO1586R_2039	Gsub_0140	CRN91_08245	W908_01845	EYG05_02905	Tper_0010	H8D41_05195	12
532	SP60_05655	Rmag_0245	MS2017_0365	BSEPE_0371	BGC33_09860	AZO1586R_2038	Gsub_0139	CRN91_08240	W908_01850	EYG05_02910	Tper_0009	H8D41_05190	12
533	SP60_05660	Rmag_0246	MS2017_0367	BSEPE_0372	BGC33_04005	AZO1586R_2037	Gsub_0138	CRN91_08235	W908_01855	EYG05_02915	Tper_0008	H8D41_05185	12
534	SP60_05665	Rmag_0247	MS2017_0368	BSEPE_0373	BGC33_04000	AZO1586R_2036	Gsub_0137	CRN91_08230	W908_01860	EYG05_02920	Tper_0007	H8D41_05180	12
535	SP60_05670	Rmag_0248	MS2017_0371	BSEPE_0374	BGC33_08615	AZO1586R_2035	Gsub_0136	CRN91_08225	W908_01865	EYG05_02925	Tper_0006	H8D41_05175	12
536	SP60_05675	Rmag_0249	MS2017_0372	BSEPE_0375	BGC33_08610	AZO1586R_2034	Gsub_0135	CRN91_08220	W908_01870	EYG05_02930	Tper_0005	H8D41_05170	12
537	SP60_05680	Rmag_0250	MS2017_0373	BSEPE_0376	BGC33_08600	AZO1586R_2033	Gsub_0134	CRN91_08215	W908_01875	EYG05_03510	Tper_0004	H8D41_05165	12
539	SP60_05700	Rmag_0258	MS2017_0384	BSEPE_0378	BGC33_14060	AZO1586R_2343	Gsub_0713	CRN91_08105	W908_01990	EYG05_03490	Tper_1246	H8D41_05155	12
542	SP60_05715	Rmag_0261	MS2017_0388	BSEPE_0382	BGC33_14075	AZO1586R_2346	Gsub_0710	CRN91_08085	W908_02010	EYG05_03475	Tper_1243	H8D41_05140	12
543	SP60_05720	Rmag_0262	MS2017_0389	BSEPE_0383	BGC33_14080	AZO1586R_2347	Gsub_0709	CRN91_08080	W908_02015	EYG05_03470	Tper_1242	H8D41_05135	12
544	SP60_05725	Rmag_0263	MS2017_0390	BSEPE_0384	BGC33_14085	AZO1586R_2348	Gsub_0708	CRN91_08075	W908_02020	EYG05_03465	Tper_1241	H8D41_05130	12
555	SP60_05795	Rmag_0275	MS2017_0404	BSEPE_0398	BGC33_14180	AZO1586R_1167	Gsub_0356	CRN91_08010	W908_02090	EYG05_02675	Tper_0267	H8D41_05280	12
558	SP60_05810	Rmag_0278	MS2017_0421	BSEPE_0401	BGC33_09330	AZO1586R_365	Gsub_0359	CRN91_08005	W908_02095	EYG05_02660	Tper_0264	H8D41_05295	12
559	SP60_05815	Rmag_0279	MS2017_0422	BSEPE_0402	BGC33_09325	AZO1586R_364	Gsub_0360	CRN91_08000	W908_02100	EYG05_02655	Tper_0263	H8D41_05300	12
561	SP60_05845	Rmag_0284	MS2017_0427	BSEPE_0406	BGC33_09305	AZO1586R_2424	Gsub_1399	CRN91_07990	W908_02120	EYG05_05925	Tper_0257	H8D41_05330	12
566	SP60_05870	Rmag_0289	MS2017_0432	BSEPE_0411	BGC33_09280	AZO1586R_2514	Gsub_1393	CRN91_07980	W908_02130	EYG05_05950	Tper_0252	H8D41_05355	12
568	SP60_05890	Rmag_0293	MS2017_0436	BSEPE_0419	BGC33_10070	AZO1586R_2373	Gsub_0075	CRN91_07970	W908_02140	EYG05_06330	Tper_0248	H8D41_05375	12
569	SP60_05895	Rmag_0294	MS2017_0438	BSEPE_0420	BGC33_10065	AZO1586R_1083	Gsub_0076	CRN91_07965	W908_02145	EYG05_06335	Tper_0247	H8D41_05380	12
570	SP60_05900	Rmag_0295	MS2017_0439	BSEPE_0421	BGC33_10060	AZO1586R_1084	Gsub_0077	CRN91_07960	W908_02150	EYG05_06340	Tper_0246	H8D41_05385	12
574	SP60_06000	Rmag_0817	MS2017_0449	BSEPE_0432	BGC33_10330	AZO1586R_926	Gsub_0764	CRN91_07875	W908_02235	EYG05_00045	Tper_1251	H8D41_03395	12
575	SP60_06005	Rmag_0816	MS2017_0450	BSEPE_0433	BGC33_10335	AZO1586R_925	Gsub_0763	CRN91_07870	W908_02240	EYG05_00050	Tper_1252	H8D41_03390	12
576	SP60_06010	Rmag_0815	MS2017_0451	BSEPE_0434	BGC33_10340	AZO1586R_924	Gsub_0762	CRN91_07865	W908_02245	EYG05_00055	Tper_1253	H8D41_03385	12
577	SP60_06015	Rmag_0814	MS2017_0452	BSEPE_0435	BGC33_10345	AZO1586R_923	Gsub_0761	CRN91_07860	W908_02250	EYG05_00060	Tper_1254	H8D41_03380	12
578	SP60_06020	Rmag_0813	MS2017_0453	BSEPE_0436	BGC33_10350	AZO1586R_922	Gsub_0760	CRN91_07855	W908_02255	EYG05_00065	Tper_1255	H8D41_03375	12
579	SP60_06025	Rmag_0812	MS2017_0454	BSEPE_0437	BGC33_10355	AZO1586R_921	Gsub_0759	CRN91_07850	W908_02260	EYG05_00070	Tper_1256	H8D41_03370	12
580	SP60_06030	Rmag_0811	MS2017_0455	BSEPE_0438	BGC33_10360	AZO1586R_920	Gsub_0758	CRN91_07845	W908_02265	EYG05_00075	Tper_1257	H8D41_03365	12
581	SP60_06035	Rmag_0810	MS2017_0456	BSEPE_0439	BGC33_10365	AZO1586R_919	Gsub_0757	CRN91_07840	W908_02270	EYG05_00080	Tper_1258	H8D41_03360	12
582	SP60_06040	Rmag_0809	MS2017_0457	BSEPE_0440	BGC33_10370	AZO1586R_38	Gsub_0601	CRN91_07835	W908_02275	EYG05_00085	Tper_1259	H8D41_03355	12
588	SP60_06070	Rmag_0803	MS2017_0468	BSEPE_0446	BGC33_09155	AZO1586R_44	Gsub_0118	CRN91_07830	W908_02280	EYG05_00115	Tper_0196	H8D41_03325	12
590	SP60_06085	Rmag_0800	MS2017_0475	BSEPE_0449	BGC33_09185	AZO1586R_48	Gsub_1152	CRN91_07820	W908_02290	EYG05_00130	Tper_0199	H8D41_03310	12
592	SP60_06120	Rmag_0797	MS2017_0486	BSEPE_0575	BGC33_08315	AZO1586R_276	Gsub_1133	CRN91_07800	W908_02310	EYG05_07505	Tper_0205	H8D41_03275	12
593	SP60_06130	Rmag_0795	MS2017_0488	BSEPE_0577	BGC33_08325	AZO1586R_274	Gsub_1131	CRN91_07790	W908_02320	EYG05_08065	Tper_0207	H8D41_03265	12
594	SP60_06135	Rmag_0794	MS2017_0489	BSEPE_0578	BGC33_08330	AZO1586R_273	Gsub_1130	CRN91_07785	W908_02325	EYG05_08070	Tper_0208	H8D41_03260	12
595	SP60_06140	Rmag_0793	MS2017_0490	BSEPE_0579	BGC33_08335	AZO1586R_272	Gsub_1129	CRN91_07780	W908_02330	EYG05_08075	Tper_0209	H8D41_03255	12
600	SP60_06220	Rmag_0783	MS2017_0506	BSEPE_1147	BGC33_13040	AZO1586R_2063	Gsub_1330	CRN91_07725	W908_02400	EYG05_06465	Tper_0221	H8D41_04280	12
601	SP60_06255	Rmag_0781	MS2017_0511	BSEPE_1141	BGC33_13070	AZO1586R_2068	Gsub_0527	CRN91_07715	W908_02410	EYG05_01830	Tper_0227	H8D41_04250	12
607	SP60_06335	Rmag_0770	MS2017_0550	BSEPE_1128	BGC33_07335	AZO1586R_1971	Gsub_0789	CRN91_07675	W908_02450	EYG05_05195	Tper_1227	H8D41_02940	12
608	SP60_06340	Rmag_0769	MS2017_0551	BSEPE_1127	BGC33_07340	AZO1586R_1970	Gsub_0788	CRN91_07670	W908_02455	EYG05_05190	Tper_1226	H8D41_02945	12
609	SP60_06345	Rmag_0768	MS2017_0554	BSEPE_1126	BGC33_05415	AZO1586R_1969	Gsub_0787	CRN91_07605	W908_02530	EYG05_05185	Tper_1225	H8D41_02950	12
610	SP60_06350	Rmag_0767	MS2017_0555	BSEPE_1125	BGC33_05410	AZO1586R_1968	Gsub_0786	CRN91_07600	W908_02535	EYG05_05180	Tper_1224	H8D41_02955	12
611	SP60_06355	Rmag_0766	MS2017_0556	BSEPE_1124	BGC33_05405	AZO1586R_1967	Gsub_0785	CRN91_07595	W908_02540	EYG05_05175	Tper_1223	H8D41_02960	12
612	SP60_06365	Rmag_0764	MS2017_0572	BSEPE_1118	BGC33_13685	AZO1586R_751	Gsub_1122	CRN91_07585	W908_02550	EYG05_05165	Tper_1221	H8D41_02970	12
613	SP60_06370	Rmag_0763	MS2017_0573	BSEPE_1117	BGC33_13680	AZO1586R_752	Gsub_1123	CRN91_07580	W908_02555	EYG05_05160	Tper_1220	H8D41_02975	12
615	SP60_06385	Rmag_0760	MS2017_0576	BSEPE_1114	BGC33_13665	AZO1586R_755	Gsub_0399	CRN91_07565	W908_02570	EYG05_05145	Tper_1217	H8D41_02990	12
616	SP60_06390	Rmag_0759	MS2017_0577	BSEPE_1113	BGC33_13660	AZO1586R_756	Gsub_0400	CRN91_07560	W908_02575	EYG05_05140	Tper_1216	H8D41_02995	12
617	SP60_06395	Rmag_0758	MS2017_0578	BSEPE_1112	BGC33_13655	AZO1586R_757	Gsub_0401	CRN91_07555	W908_02580	EYG05_05135	Tper_1215	H8D41_03000	12
618	SP60_06400	Rmag_0757	MS2017_0579	BSEPE_1111	BGC33_13650	AZO1586R_758	Gsub_0402	CRN91_07550	W908_02585	EYG05_05130	Tper_1214	H8D41_03005	12
619	SP60_06405	Rmag_0756	MS2017_0580	BSEPE_1110	BGC33_13645	AZO1586R_759	Gsub_0403	CRN91_07545	W908_02590	EYG05_05125	Tper_1213	H8D41_03010	12
625	SP60_06435	Rmag_0750	MS2017_0585	BSEPE_1105	BGC33_13620	AZO1586R_764	Gsub_0998	CRN91_07525	W908_02610	EYG05_07010	Tper_1207	H8D41_03040	12
626	SP60_06445	Rmag_0749	MS2017_0587	BSEPE_1103	BGC33_13610	AZO1586R_766	Gsub_0996	CRN91_07515	W908_02620	EYG05_07000	Tper_1205	H8D41_03050	12
627	SP60_06455	Rmag_0747	MS2017_0589	BSEPE_1101	BGC33_13600	AZO1586R_1599	Gsub_0994	CRN91_07505	W908_02630	EYG05_06990	Tper_1203	H8D41_03060	12
629	SP60_06485	Rmag_0743	MS2017_0597	BSEPE_1094	BGC33_13570	AZO1586R_1698	Gsub_0989	CRN91_07490	W908_02645	EYG05_06980	Tper_1197	H8D41_03070	12
631	SP60_06505	Rmag_0740	MS2017_0601	BSEPE_1090	BGC33_13550	AZO1586R_1694	Gsub_0985	CRN91_07470	W908_02665	EYG05_04425	Tper_1193	H8D41_03090	12
632	SP60_06515	Rmag_0739	MS2017_0602	BSEPE_1087	BGC33_13545	AZO1586R_2118	Gsub_0240	CRN91_07465	W908_02670	EYG05_04435	Tper_1191	H8D41_03100	12
633	SP60_06520	Rmag_0738	MS2017_0603	BSEPE_1086	BGC33_13540	AZO1586R_2119	Gsub_1030	CRN91_07460	W908_02675	EYG05_04440	Tper_1190	H8D41_03105	12
634	SP60_06525	Rmag_0737	MS2017_0612	BSEPE_1085	BGC33_14500	AZO1586R_2120	Gsub_1029	CRN91_07455	W908_02680	EYG05_04445	Tper_1189	H8D41_03110	12
635	SP60_06530	Rmag_0736	MS2017_0613	BSEPE_1084	BGC33_14505	AZO1586R_2121	Gsub_1028	CRN91_07450	W908_02685	EYG05_04450	Tper_1188	H8D41_03115	12
636	SP60_06540	Rmag_0733	MS2017_0616	BSEPE_1082	BGC33_14520	AZO1586R_2123	Gsub_1025	CRN91_07440	W908_02695	EYG05_00185	Tper_0444	H8D41_03125	12
637	SP60_06545	Rmag_0732	MS2017_0617	BSEPE_1081	BGC33_14525	AZO1586R_2124	Gsub_1024	CRN91_07435	W908_02700	EYG05_00190	Tper_0445	H8D41_03130	12
638	SP60_06550	Rmag_0731	MS2017_0618	BSEPE_1080	BGC33_14530	AZO1586R_2125	Gsub_1023	CRN91_07430	W908_02705	EYG05_00195	Tper_0446	H8D41_03135	12
639	SP60_06555	Rmag_0730	MS2017_0619	BSEPE_1079	BGC33_14535	AZO1586R_2126	Gsub_1022	CRN91_07425	W908_02710	EYG05_00200	Tper_0447	H8D41_03140	12
641	SP60_06575	Rmag_0725	MS2017_0622	BSEPE_1075	BGC33_14550	AZO1586R_792	Gsub_1019	CRN91_07410	W908_02725	EYG05_00220	Tper_0451	H8D41_03160	12
642	SP60_06580	Rmag_0724	MS2017_0623	BSEPE_1074	BGC33_14555	AZO1586R_791	Gsub_1018	CRN91_07405	W908_02730	EYG05_00225	Tper_0452	H8D41_03165	12
645	SP60_06600	Rmag_0721	MS2017_0627	BSEPE_1070	BGC33_14575	AZO1586R_787	Gsub_1014	CRN91_07395	W908_02740	EYG05_00245	Tper_0456	H8D41_03185	12
648	SP60_06620	Rmag_0717	MS2017_0630	BSEPE_1068	BGC33_14590	AZO1586R_784	Gsub_1011	CRN91_07385	W908_02750	EYG05_00265	Tper_0460	H8D41_03205	12
649	SP60_06625	Rmag_0716	MS2017_0631	BSEPE_1067	BGC33_14595	AZO1586R_783	Gsub_1010	CRN91_07380	W908_02755	EYG05_00270	Tper_0461	H8D41_03210	12
650	SP60_06635	Rmag_0714	MS2017_0637	BSEPE_1065	BGC33_14605	AZO1586R_781	Gsub_1008	CRN91_07370	W908_02765	EYG05_00280	Tper_0463	H8D41_03220	12
656	SP60_06800	Rmag_0694	MS2017_1563	BSEPE_1052	BGC33_11860	AZO1586R_147	Gsub_0338	CRN91_04240	W908_06100	EYG05_04780	Tper_0506	H8D41_03835	12
657	SP60_06805	Rmag_0693	MS2017_1562	BSEPE_1051	BGC33_11865	AZO1586R_146	Gsub_0337	CRN91_04245	W908_06095	EYG05_04785	Tper_0507	H8D41_03830	12
665	SP60_06955	Rmag_0680	MS2017_0691	BSEPE_0463	BGC33_12055	AZO1586R_1058	Gsub_0915	CRN91_04300	W908_06035	EYG05_06885	Tper_0535	H8D41_03680	12
671	SP60_07015	Rmag_0671	MS2017_0711	BSEPE_0495	BGC33_06405	AZO1586R_1786	Gsub_0598	CRN91_04335	W908_06000	EYG05_06820	Tper_0812	H8D41_05455	12
674	SP60_07045	Rmag_0667	MS2017_0716	BSEPE_0500	BGC33_08840	AZO1586R_518	Gsub_0047	CRN91_04350	W908_05985	EYG05_00320	Tper_1541	H8D41_05425	12
675	SP60_07050	Rmag_0666	MS2017_0717	BSEPE_0501	BGC33_08835	AZO1586R_517	Gsub_0048	CRN91_04355	W908_05980	EYG05_00325	Tper_1540	H8D41_05420	12
676	SP60_07055	Rmag_0665	MS2017_0718	BSEPE_0502	BGC33_08830	AZO1586R_516	Gsub_0049	CRN91_04360	W908_05975	EYG05_00330	Tper_1539	H8D41_05415	12
677	SP60_07060	Rmag_0664	MS2017_0719	BSEPE_0503	BGC33_08825	AZO1586R_515	Gsub_0050	CRN91_04365	W908_05970	EYG05_00335	Tper_1538	H8D41_05410	12
679	SP60_07075	Rmag_0661	MS2017_0732	BSEPE_0507	BGC33_08885	AZO1586R_2478	Gsub_0053	CRN91_04385	W908_05950	EYG05_04955	Tper_1535	H8D41_00725	12
680	SP60_07080	Rmag_0659	MS2017_0734	BSEPE_0509	BGC33_08895	AZO1586R_2476	Gsub_0055	CRN91_04395	W908_05940	EYG05_04965	Tper_1533	H8D41_00735	12
682	SP60_07125	Rmag_0654	MS2017_0756	BSEPE_0513	BGC33_07480	AZO1586R_2472	Gsub_0230	CRN91_04530	W908_05890	EYG05_04995	Tper_1527	H8D41_00775	12
683	SP60_07135	Rmag_0652	MS2017_0758	BSEPE_0515	BGC33_07470	AZO1586R_2470	Gsub_0232	CRN91_04535	W908_05885	EYG05_05005	Tper_1525	H8D41_00785	12
686	SP60_07150	Rmag_0649	MS2017_0761	BSEPE_0518	BGC33_07455	AZO1586R_2468	Gsub_0235	CRN91_04545	W908_05875	EYG05_05020	Tper_1522	H8D41_00800	12
687	SP60_07155	Rmag_0648	MS2017_0764	BSEPE_0520	BGC33_12575	AZO1586R_824	Gsub_0271	CRN91_04555	W908_05850	EYG05_05025	Tper_1521	H8D41_00815	12
688	SP60_07160	Rmag_0647	MS2017_0765	BSEPE_0521	BGC33_12570	AZO1586R_825	Gsub_0270	CRN91_04560	W908_05845	EYG05_05030	Tper_1520	H8D41_00820	12
689	SP60_07165	Rmag_0645	MS2017_0767	BSEPE_0523	BGC33_12560	AZO1586R_828	Gsub_0268	CRN91_04570	W908_05840	EYG05_05040	Tper_1519	H8D41_00830	12
690	SP60_07175	Rmag_0642	MS2017_0769	BSEPE_0526	BGC33_12550	AZO1586R_831	Gsub_0265	CRN91_04580	W908_05830	EYG05_07135	Tper_1517	H8D41_00840	12
691	SP60_07180	Rmag_0641	MS2017_0770	BSEPE_0527	BGC33_12545	AZO1586R_832	Gsub_0264	CRN91_04585	W908_05825	EYG05_07130	Tper_1516	H8D41_00845	12
692	SP60_07185	Rmag_0640	MS2017_0771	BSEPE_0528	BGC33_12540	AZO1586R_833	Gsub_0263	CRN91_04590	W908_05820	EYG05_07125	Tper_1515	H8D41_00850	12
697	SP60_07210	Rmag_0635	MS2017_1150	BSEPE_0529	BGC33_05875	AZO1586R_838	Gsub_0260	CRN91_04605	W908_05805	EYG05_07100	Tper_1511	H8D41_00875	12
699	SP60_07260	Rmag_0628	MS2017_0919	BSEPE_0768	BGC33_14035	AZO1586R_1358	Gsub_0254	CRN91_06815	W908_03410	EYG05_04730	Tper_1496	H8D41_04615	12
700	SP60_07265	Rmag_0626	MS2017_0921	BSEPE_0770	BGC33_14025	AZO1586R_1356	Gsub_0252	CRN91_05815	W908_04640	EYG05_04735	Tper_1494	H8D41_04610	12
701	SP60_07270	Rmag_0625	MS2017_0922	BSEPE_0771	BGC33_14020	AZO1586R_553	Gsub_0885	CRN91_05820	W908_04635	EYG05_04740	Tper_1493	H8D41_04605	12
705	SP60_07290	Rmag_0621	MS2017_0926	BSEPE_0775	BGC33_14000	AZO1586R_549	Gsub_0881	CRN91_05835	W908_04625	EYG05_04090	Tper_1489	H8D41_04585	12
709	SP60_07325	Rmag_0617	MS2017_0932	BSEPE_0790	BGC33_13965	AZO1586R_543	Gsub_0382	CRN91_05875	W908_04430	EYG05_04055	Tper_1480	H8D41_04550	12
710	SP60_07355	Rmag_0613	MS2017_0937	BSEPE_0796	BGC33_13940	AZO1586R_648	Gsub_0377	CRN91_05890	W908_04415	EYG05_07835	Tper_1474	H8D41_04485	12
711	SP60_07370	Rmag_0611	MS2017_0940	BSEPE_0798	BGC33_13925	AZO1586R_650	Gsub_0375	CRN91_05900	W908_04405	EYG05_02815	Tper_1472	H8D41_04475	12
712	SP60_07385	Rmag_0608	MS2017_0945	BSEPE_0802	BGC33_11380	AZO1586R_654	Gsub_0372	CRN91_04795	W908_05565	EYG05_02800	Tper_1469	H8D41_04460	12
713	SP60_07400	Rmag_0606	MS2017_0947	BSEPE_0804	BGC33_11390	AZO1586R_656	Gsub_0370	CRN91_04805	W908_05555	EYG05_02785	Tper_1467	H8D41_04445	12
714	SP60_07405	Rmag_0605	MS2017_0949	BSEPE_0805	BGC33_11400	AZO1586R_204	Gsub_0369	CRN91_04815	W908_05545	EYG05_02780	Tper_1466	H8D41_04440	12
715	SP60_07410	Rmag_0604	MS2017_0950	BSEPE_0806	BGC33_11405	AZO1586R_203	Gsub_0368	CRN91_04820	W908_05540	EYG05_02775	Tper_1465	H8D41_04435	12
716	SP60_07425	Rmag_0601	MS2017_0954	BSEPE_0808	BGC33_11420	AZO1586R_15	Gsub_0843	CRN91_04860	W908_05495	EYG05_02765	Tper_1462	H8D41_04395	12
717	SP60_07430	Rmag_0600	MS2017_0955	BSEPE_0809	BGC33_11425	AZO1586R_14	Gsub_0842	CRN91_04865	W908_05490	EYG05_02760	Tper_1461	H8D41_04390	12
719	SP60_07440	Rmag_0598	MS2017_0957	BSEPE_0811	BGC33_11435	AZO1586R_12	Gsub_1173	CRN91_04875	W908_05480	EYG05_04195	Tper_1459	H8D41_04380	12
720	SP60_07455	Rmag_0596	MS2017_0788	BSEPE_0813	BGC33_10105	AZO1586R_2230	Gsub_1176	CRN91_04890	W908_05465	EYG05_04180	Tper_1456	H8D41_04365	12
721	SP60_07480	Rmag_0593	MS2017_0794	BSEPE_0674	BGC33_10135	AZO1586R_220	Gsub_1182	CRN91_04910	W908_05445	EYG05_04155	Tper_1449	H8D41_04340	12
722	SP60_07485	Rmag_0592	MS2017_0795	BSEPE_0675	BGC33_10140	AZO1586R_221	Gsub_1183	CRN91_04915	W908_05440	EYG05_04150	Tper_1448	H8D41_04335	12
