	SUP05	R.magnifica	Bathy_complete_with_CRISPRannot	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01	Count
1695			MS2017_1365		BGC33_13800	AZO1586R_1026							3
1696			MS2017_1366		BGC33_13795	AZO1586R_1027							3
1697			MS2017_1367		BGC33_13790	AZO1586R_1028							3
1698			MS2017_1368		BGC33_13785	AZO1586R_1029							3
1699			MS2017_1369		BGC33_13780	AZO1586R_1030							3
1700			MS2017_1370		BGC33_13775	AZO1586R_1031							3
1701			MS2017_1371		BGC33_13770								2
1702			MS2017_1372		BGC33_13765	AZO1586R_1033							3
1703			MS2017_1373		BGC33_13760								2
1704			MS2017_1375		BGC33_13755	AZO1586R_1036							3
1705			MS2017_1376		BGC33_13750	AZO1586R_1037							3
1706			MS2017_1377		BGC33_13745	AZO1586R_1039							3
1707			MS2017_1378		BGC33_13740	AZO1586R_1040							3
1708			MS2017_1379		BGC33_13735	AZO1586R_1041							3
1709			MS2017_1380		BGC33_13730	AZO1586R_1042							3
1710			MS2017_1381		BGC33_13725	AZO1586R_1043							3
1711			MS2017_1382		BGC33_13720	AZO1586R_1044							3
1712			MS2017_1383		BGC33_13715	AZO1586R_1045							3
1713			MS2017_1384		BGC33_13710	AZO1586R_1047							3
1714			MS2017_1385		BGC33_13705								2
1715			MS2017_1386		BGC33_13700	AZO1586R_1049							3
1716			MS2017_1388		BGC33_04665	AZO1586R_1535							3
1717			MS2017_1389		BGC33_04660								2
1718			MS2017_1390		BGC33_06855	AZO1586R_403							3
1719			MS2017_1391		BGC33_06850								2
1720			MS2017_1400		BGC33_07715								2
1721			MS2017_1402		BGC33_07720								2
1722			MS2017_1403		BGC33_07725								2
1723			MS2017_1408		BGC33_12950								2
1724			MS2017_1409		BGC33_12945								2
1725			MS2017_1410		BGC33_12940								2
1726			MS2017_1415		BGC33_12910								2
1727			MS2017_1416		BGC33_12905								2
1728			MS2017_1417		BGC33_12900								2
1729			MS2017_1426		BGC33_09955								2
1730			MS2017_1427		BGC33_09960	AZO1586R_1482					Tper_0842	H8D41_06640	5
1731			MS2017_1428		BGC33_09965								2
1732			MS2017_1429		BGC33_09970								2
1733			MS2017_1432	BSEPE_0561	BGC33_09995								3
1734			MS2017_1440		BGC33_04705	AZO1586R_1381							3
1735			MS2017_1441		BGC33_04710	AZO1586R_1380							3
1736			MS2017_1446		BGC33_11215	AZO1586R_1558							3
1737			MS2017_1449		BGC33_11200								2
1738			MS2017_1450		BGC33_11195								2
1739			MS2017_1452		BGC33_11190								2
1740			MS2017_1454		BGC33_11185								2
1741			MS2017_1455		BGC33_14470								2
1742			MS2017_1456		BGC33_14465								2
1743			MS2017_1457		BGC33_14460								2
1744			MS2017_1458		BGC33_14455								2
1745			MS2017_1459		BGC33_14450								2
1746			MS2017_1460		BGC33_14445								2
1747			MS2017_1473		BGC33_14380								2
1748			MS2017_1482		BGC33_14335								2
1749			MS2017_1483		BGC33_14330								2
1750			MS2017_1484		BGC33_14325								2
1751			MS2017_1485		BGC33_14320	AZO1586R_1610							3
1752			MS2017_1495		BGC33_13410								2
1753			MS2017_1502		BGC33_13375								2
1754			MS2017_1503		BGC33_13370								2
1755			MS2017_1508		BGC33_13340								2
1756			MS2017_1512		BGC33_08185								2
1757			MS2017_1519		BGC33_13905								2
1758			MS2017_1520		BGC33_13900								2
1759			MS2017_1529		BGC33_13855								2
1760			MS2017_1530		BGC33_13850								2
1761			MS2017_1531		BGC33_13845								2
1762			MS2017_1534		BGC33_13835								2
1763			MS2017_1535		BGC33_13830								2
1764			MS2017_1536		BGC33_13825								2
1765			MS2017_1541		BGC33_05505								2
1766			MS2017_1542		BGC33_05510								2
1767			MS2017_1550		BGC33_10430								2
1768			MS2017_1551		BGC33_10435								2
1769			MS2017_1599		BGC33_11160								2
1770			MS2017_1601		BGC33_11170								2
1771			MS2017_1602		BGC33_11175								2
1772			MS2017_1605		BGC33_05620								2
1773			MS2017_1606		BGC33_05625								2
1774			MS2017_1607		BGC33_09655								2
1775			MS2017_1608		BGC33_09660								2
1776			MS2017_1609		BGC33_09665	AZO1586R_600							3
1777			MS2017_1615		BGC33_09695								2
1778			MS2017_1616		BGC33_09700								2
1779			MS2017_1617		BGC33_07095								2
1780			MS2017_1618		BGC33_07090								2
1781			MS2017_1619		BGC33_07085								2
1782			MS2017_1620		BGC33_08060	AZO1586R_1400							3
1783			MS2017_1623		BGC33_05665								2
1784			MS2017_1627		BGC33_05330								2
1785			MS2017_1628		BGC33_05335								2
1786			MS2017_1638		BGC33_07840								2
1787			MS2017_1639		BGC33_07850								2
1788			MS2017_1645		BGC33_07880	AZO1586R_387							3
1789			MS2017_1648		BGC33_05125	AZO1586R_385							3
1790			MS2017_1655		BGC33_08690	AZO1586R_247							3
1791			MS2017_1656		BGC33_08695								2
1792			MS2017_1659		BGC33_08710								2
1793			MS2017_1662		BGC33_05065								2
1794			MS2017_1663		BGC33_05070								2
1795			MS2017_1664		BGC33_05075								2
1796			MS2017_1672		BGC33_05140	AZO1586R_1742							3
1797			MS2017_1675		BGC33_06145								2
1798			MS2017_1681		BGC33_06815	AZO1586R_814							3
1799			MS2017_1683		BGC33_06805	AZO1586R_398							3
1800			MS2017_1688		BGC33_06780								2
1801			MS2017_1691		BGC33_12785								2
1802			MS2017_1695		BGC33_12760								2
1803			MS2017_1706		BGC33_12755								2
1804			MS2017_1719		BGC33_12705	AZO1586R_1213	Gsub_0556			EYG05_02000	Tper_0148	H8D41_06340	7
1805			MS2017_1759		BGC33_10220								2
1806			MS2017_1760		BGC33_10225								2
1807			MS2017_1761		BGC33_10230								2
1808			MS2017_1769		BGC33_09745	AZO1586R_715	Gsub_0580						4
1809			MS2017_1770		BGC33_09750								2
1810			MS2017_1773		BGC33_09765								2
1811			MS2017_1774		BGC33_09770								2
1812			MS2017_1775		BGC33_09775								2
1813			MS2017_1776		BGC33_09780								2
1814			MS2017_1777		BGC33_09785								2
1815			MS2017_1778		BGC33_09145								2
1816			MS2017_1783	BSEPE_0346	BGC33_09120	AZO1586R_1430	Gsub_0164			EYG05_02560	Tper_0570	H8D41_00220	8
1817			MS2017_1787		BGC33_09105								2
1818			MS2017_1815		BGC33_11350	AZO1586R_2367							3
1819			MS2017_1816		BGC33_11355	AZO1586R_2369							3
1820			MS2017_1817		BGC33_11360								2
1821			MS2017_1862		BGC33_09520								2
1822			MS2017_1863		BGC33_09510								2
1823			MS2017_1864		BGC33_09505								2
1824			MS2017_1865		BGC33_09500								2
1825			MS2017_1866		BGC33_09495								2
1826			MS2017_1868		BGC33_05785								2
1827			MS2017_1869		BGC33_05790	AZO1586R_2243							3
1828			MS2017_1870		BGC33_03090	AZO1586R_433							3
1829			MS2017_1876	BSEPE_0255	BGC33_14250	AZO1586R_285					Tper_0290	H8D41_02140	6
1830			MS2017_1879		BGC33_14235								2
1831			MS2017_1880		BGC33_14230								2
1832			MS2017_1889		BGC33_06100								2
1833			MS2017_1894		BGC33_02100								2
1834			MS2017_1895		BGC33_06090								2
1835			MS2017_1902		BGC33_06430								2
1836			MS2017_1904		BGC33_06435								2
1837			MS2017_1905		BGC33_06440								2
1838			MS2017_1909		BGC33_05690								2
1839			MS2017_1917		BGC33_06015								2
1840			MS2017_1920		BGC33_02800								2
1841			MS2017_1928		BGC33_08005								2
1842			MS2017_1931		BGC33_08015								2
1843			MS2017_1943		BGC33_08550								2
1844			MS2017_1956		BGC33_12490			CRN91_07615	W908_02515				4
1845			MS2017_1957		BGC33_12485								2
1846			MS2017_1958		BGC33_12480								2
1847			MS2017_1966		BGC33_12440								2
1848			MS2017_1971		BGC33_12415								2
1849			MS2017_1972		BGC33_12410								2
1850			MS2017_1976		BGC33_10720								2
1851			MS2017_1977		BGC33_10715								2
1852			MS2017_1992		BGC33_10665								2
1853			MS2017_1999		BGC33_08450								2
1854			MS2017_2000		BGC33_08455								2
1855			MS2017_2001		BGC33_08460								2
1856			MS2017_2006		BGC33_08480								2
1857			MS2017_2039		BGC33_06220								2
1858			MS2017_2040		BGC33_06215								2
1859			MS2017_2042		BGC33_03945								2
1860			MS2017_2053		BGC33_08735	AZO1586R_52							3
1861			MS2017_2058		BGC33_08730								2
1862			MS2017_2059		BGC33_08725								2
1863			MS2017_2060		BGC33_05400								2
1864			MS2017_2061	BSEPE_0119	BGC33_05390								3
1865			MS2017_2062		BGC33_05385								2
1866			MS2017_2067		BGC33_12380								2
1867			MS2017_2072		BGC33_12360								2
1868			MS2017_2079		BGC33_12315								2
1869			MS2017_2084		BGC33_15050	AZO1586R_1021							3
1870			MS2017_2085		BGC33_15045	AZO1586R_1020							3
1871			MS2017_2089		BGC33_15025	AZO1586R_1016							3
1872			MS2017_2093		BGC33_15010								2
1873			MS2017_2094		BGC33_15005								2
1874			MS2017_2095		BGC33_15000								2
1875			MS2017_2112		BGC33_14910								2
1876			MS2017_2113		BGC33_14905								2
1877			MS2017_2114		BGC33_14900								2
1878			MS2017_2116		BGC33_14890								2
1879			MS2017_2117		BGC33_14885								2
1880			MS2017_2118		BGC33_14880								2
1881			MS2017_2119		BGC33_14870								2
1882			MS2017_2120		BGC33_14865								2
1883			MS2017_2124		BGC33_14845								2
1884			MS2017_2125		BGC33_14840								2
1885			MS2017_2126		BGC33_09565								2
1886			MS2017_2151		BGC33_06195								2
1887			MS2017_2152		BGC33_06190								2
1888			MS2017_2153		BGC33_06185								2
1889			MS2017_2154		BGC33_06180								2
1890			MS2017_2155		BGC33_06175								2
1891			MS2017_2156		BGC33_06170								2
1892			MS2017_2157		BGC33_06165								2
1893			MS2017_2159		BGC33_06685								2
1894			MS2017_2167		BGC33_07065								2
1895			MS2017_2169		BGC33_07075	AZO1586R_1762							3
1896			MS2017_2170		BGC33_07080								2
1897			MS2017_2171		BGC33_05250								2
1898			MS2017_0491										1
1899			MS2017_0633										1
1900			MS2017_1991			AZO1586R_897	Gsub_1254						3
1901			MS2017_0180			AZO1586R_1568							2
1902			MS2017_0243			AZO1586R_528							2
1903			MS2017_0804			AZO1586R_4							2
1904			MS2017_0836			AZO1586R_615							2
1905			MS2017_0952			AZO1586R_17							2
1906			MS2017_0958			AZO1586R_11							2
1907			MS2017_1279			AZO1586R_322							2
1908			MS2017_1708			AZO1586R_1223							2
1909			MS2017_2078	BSEPE_0104		AZO1586R_342							3
1910			MS2017_2137			AZO1586R_806							2
1911			MS2017_2163			AZO1586R_1277							2
1912			MS2017_0269				Gsub_0890						2
1913			MS2017_1732	BSEPE_1244		AZO1586R_1196	Gsub_0335						4
1914			MS2017_2013							EYG05_05895			2
1915				BSEPE_0158	BGC33_13145								2
1916				BSEPE_0492	BGC33_12120	AZO1586R_2483							3
1917				BSEPE_0659	BGC33_06945								2
1918				BSEPE_0660	BGC33_06950								2
1919				BSEPE_0663	BGC33_06960								2
1920				BSEPE_0838	BGC33_07925								2
1921				BSEPE_0839	BGC33_07920								2
1922				BSEPE_1322	BGC33_12515	AZO1586R_1248				EYG05_02080	Tper_1089	H8D41_04225	6
1923				BSEPE_1502	BGC33_06375								2
1924				BSEPE_1144		AZO1586R_2066							2
1925				BSEPE_1145		AZO1586R_2065							2
1926				BSEPE_0300									1
1927				BSEPE_0301									1
1928				BSEPE_1370		AZO1586R_872		CRN91_00675	W908_00720				4
1929				BSEPE_0351		AZO1586R_293							2
1930				BSEPE_0352		AZO1586R_294							2
1931				BSEPE_0468		AZO1586R_1053	Gsub_0910						3
1932				BSEPE_0049		AZO1586R_1290							2
1933				BSEPE_0102		AZO1586R_1190	Gsub_1278						3
1934				BSEPE_0159		AZO1586R_1632							2
1935				BSEPE_0350		AZO1586R_292							2
1936				BSEPE_0694		AZO1586R_1327							2
1937				BSEPE_0801		AZO1586R_653							2
1938				BSEPE_0817		AZO1586R_2234							2
1939				BSEPE_0840		AZO1586R_943							2
1940				BSEPE_1028		AZO1586R_2287							2
1941				BSEPE_1302		AZO1586R_1007							2
1942				BSEPE_1337		AZO1586R_1840							2
1943				BSEPE_1338		AZO1586R_1841							2
1944				BSEPE_1339		AZO1586R_1842							2
1945				BSEPE_1340		AZO1586R_1843							2
1946				BSEPE_1341		AZO1586R_1844							2
1947				BSEPE_1342		AZO1586R_1845							2
1948				BSEPE_1343		AZO1586R_1846							2
1949				BSEPE_1344		AZO1586R_1847							2
1950				BSEPE_1345		AZO1586R_1848							2
1951				BSEPE_1346		AZO1586R_1849							2
1952				BSEPE_1347		AZO1586R_1850							2
1953				BSEPE_1348		AZO1586R_1851							2
1954				BSEPE_1349		AZO1586R_1852							2
1955				BSEPE_1350		AZO1586R_1855							2
1956				BSEPE_0478			Gsub_0900						2
1957				BSEPE_0479			Gsub_0899						2
1958					BGC33_06765	AZO1586R_2254							2
1959					BGC33_12975	AZO1586R_1455	Gsub_0522					H8D41_00040	4
1960					BGC33_07890								1
1961					BGC33_06700	AZO1586R_1274							2
1962					BGC33_06305	AZO1586R_108							2
1963					BGC33_14100	AZO1586R_2224							2
1964					BGC33_13085	AZO1586R_527							2
1965					BGC33_08265	AZO1586R_426							2
1966					BGC33_08285	AZO1586R_2363							2
1967					BGC33_15225	AZO1586R_1593							2
1968					BGC33_12395	AZO1586R_909							2
1969					BGC33_04940	AZO1586R_1972							2
1970					BGC33_04945	AZO1586R_1973							2
1971					BGC33_04775	AZO1586R_468							2
1972					BGC33_04630	AZO1586R_1154							2
1973					BGC33_07730		Gsub_0784						2
1974					BGC33_07735		Gsub_0783						2
1975						AZO1586R_2462							1
1976						AZO1586R_2444							1
1977						AZO1586R_1268							1
1978						AZO1586R_2425							1
1979						AZO1586R_424							1
1980						AZO1586R_422							1
1981						AZO1586R_1408							1
1982						AZO1586R_1307							1
1983						AZO1586R_2226							1
1984						AZO1586R_1493							1
1985						AZO1586R_2263							1
1986						AZO1586R_884							1
1987						AZO1586R_409	Gsub_0909						2
1988						AZO1586R_419							1
1989						AZO1586R_1426							1
1990						AZO1586R_1121							1
1991						AZO1586R_2374							1
1992						AZO1586R_2371							1
1993						AZO1586R_2370							1
1994						AZO1586R_114	Gsub_0651						2
1995						AZO1586R_115	Gsub_0650						2
1996						AZO1586R_116	Gsub_0649						2
1997						AZO1586R_223	Gsub_1185						2
1998						AZO1586R_237	Gsub_1073						2
1999						AZO1586R_312	Gsub_1207						2
2000						AZO1586R_313	Gsub_1209						2
2001						AZO1586R_314	Gsub_1210						2
2002						AZO1586R_316	Gsub_1213						2
2003						AZO1586R_318	Gsub_1215						2
2004						AZO1586R_707	Gsub_0937						2
2005						AZO1586R_1708	Gsub_1195						2
2006						AZO1586R_2167			W908_08605				2
2007						AZO1586R_574			W908_07060				2
2008						AZO1586R_2152	Gsub_1345				Tper_0368	H8D41_06770	4
2009						AZO1586R_626						H8D41_05860	2
2010						AZO1586R_262							1
2011						AZO1586R_927							1
2012							Gsub_0660	CRN91_00550	W908_00840	EYG05_01365			4
2013							Gsub_0849			EYG05_00010			2
2014							Gsub_0101				Tper_1373		2
2015								CRN91_00010	W908_01535				2
2016								CRN91_00015	W908_01530				2
2017								CRN91_00020	W908_01525				2
2018								CRN91_00025	W908_01515				2
2019								CRN91_00030	W908_01510				2
2020								CRN91_00185	W908_01360				2
2021								CRN91_00215	W908_01330				2
2022								CRN91_00245	W908_01300				2
2023								CRN91_00250	W908_01295				2
2024								CRN91_00255	W908_01290				2
2025								CRN91_00265	W908_01280				2
2026								CRN91_00290	W908_01255				2
2027								CRN91_00335	W908_01215				2
2028								CRN91_00340	W908_01210				2
2029								CRN91_00350	W908_01200				2
2030								CRN91_00375	W908_01160				2
2031								CRN91_00380	W908_01155				2
2032								CRN91_00405	W908_01145				2
2033								CRN91_00410	W908_01130				2
2034								CRN91_00415	W908_01125				2
2035								CRN91_00430	W908_01110				2
2036								CRN91_00435	W908_01105				2
2037								CRN91_00440	W908_01100				2
2038								CRN91_00445	W908_01095				2
2039								CRN91_00465	W908_01075				2
2040								CRN91_00470	W908_01070				2
2041								CRN91_00480	W908_01060				2
2042								CRN91_00485	W908_01055				2
2043								CRN91_00490	W908_01050				2
2044								CRN91_00495	W908_01045				2
2045								CRN91_00500	W908_01040				2
2046								CRN91_00505	W908_00960				2
2047								CRN91_00510	W908_00955				2
2048								CRN91_00515	W908_00950				2
2049								CRN91_00520	W908_00870				2
2050								CRN91_00525	W908_00865				2
2051								CRN91_00530	W908_00860				2
2052								CRN91_00545	W908_00845				2
2053								CRN91_00555	W908_00835	EYG05_01370			3
2054								CRN91_00560	W908_00830	EYG05_01375			3
2055								CRN91_00590	W908_00800				2
2056								CRN91_00620	W908_00770				2
2057								CRN91_00640	W908_00750				2
2058								CRN91_00695	W908_00710				2
2059								CRN91_00705	W908_00700				2
2060								CRN91_00735	W908_00660				2
2061								CRN91_00750	W908_00645				2
2062								CRN91_00755	W908_00640				2
2063								CRN91_00760	W908_00635				2
2064								CRN91_00765	W908_00630				2
2065								CRN91_00770	W908_00625				2
2066								CRN91_00775	W908_00620				2
2067								CRN91_00780	W908_00615				2
2068								CRN91_00785	W908_00610				2
2069								CRN91_00790	W908_00605				2
2070								CRN91_00800	W908_00585				2
2071								CRN91_00805	W908_00580				2
2072								CRN91_00810	W908_00575				2
2073								CRN91_00820	W908_00565				2
2074								CRN91_00825	W908_00560				2
2075								CRN91_00830	W908_00555				2
2076								CRN91_00845	W908_00545				2
2077								CRN91_00850	W908_00540				2
2078								CRN91_00855	W908_00535				2
2079								CRN91_00860	W908_00530				2
2080								CRN91_00865	W908_00525				2
2081								CRN91_00870	W908_00520				2
2082								CRN91_00875	W908_00515				2
2083								CRN91_00880	W908_00510				2
2084								CRN91_00885	W908_00495				2
2085								CRN91_00890	W908_00485				2
2086								CRN91_00895	W908_00475				2
2087								CRN91_00900	W908_00470				2
2088								CRN91_00905	W908_00465				2
2089								CRN91_00910	W908_00460				2
2090								CRN91_00915	W908_00455				2
2091								CRN91_00920	W908_00450				2
2092								CRN91_00925	W908_00445				2
2093								CRN91_00930	W908_00440				2
2094								CRN91_00940	W908_00430				2
2095								CRN91_00945	W908_00425				2
2096								CRN91_00950	W908_00420				2
2097								CRN91_00955	W908_00415				2
2098								CRN91_00960	W908_00410				2
2099								CRN91_00970	W908_00400				2
2100								CRN91_00975	W908_00395				2
2101								CRN91_00980	W908_00390				2
2102								CRN91_00985	W908_00385				2
2103								CRN91_00990	W908_00380				2
2104								CRN91_00995	W908_00375				2
2105								CRN91_01000	W908_00370				2
2106								CRN91_01010	W908_00355				2
2107								CRN91_01015	W908_00350				2
2108								CRN91_01025	W908_00340				2
2109								CRN91_01045	W908_00325				2
2110								CRN91_01050	W908_00320				2
2111								CRN91_01055	W908_00315				2
2112								CRN91_01140	W908_00240				2
2113								CRN91_01155	W908_00230				2
2114								CRN91_01160	W908_00225				2
2115								CRN91_01165	W908_00220				2
2116								CRN91_01170	W908_00215				2
2117								CRN91_01175	W908_00210				2
2118								CRN91_01180	W908_00205				2
2119								CRN91_01220	W908_00165				2
2120								CRN91_01230	W908_00155				2
2121								CRN91_01255	W908_00130				2
2122								CRN91_01260	W908_00125				2
2123								CRN91_01265	W908_00120				2
2124								CRN91_01270	W908_00115				2
2125								CRN91_01275	W908_00110				2
2126								CRN91_01280	W908_00080				2
2127								CRN91_01285	W908_00075				2
2128								CRN91_01290	W908_00070				2
2129								CRN91_01295	W908_00065				2
2130								CRN91_01300	W908_00060				2
2131								CRN91_01305	W908_00055				2
2132								CRN91_01350	W908_00040				2
2133								CRN91_01355	W908_00035				2
2134								CRN91_01375	W908_00015				2
2135								CRN91_01390	W908_08765				2
2136								CRN91_01415	W908_08735				2
2137								CRN91_01440	W908_08710				2
2138								CRN91_01455	W908_08695				2
2139								CRN91_01460	W908_08690				2
2140								CRN91_01480	W908_08670				2
2141								CRN91_01485	W908_08665				2
2142								CRN91_01495	W908_08655				2
2143								CRN91_01500	W908_08650				2
2144								CRN91_01510	W908_08640				2
2145								CRN91_01525	W908_08625				2
2146								CRN91_01580	W908_08575				2
2147								CRN91_01585	W908_08570				2
2148								CRN91_01590	W908_08565				2
2149								CRN91_01595	W908_08560				2
2150								CRN91_01600	W908_08555				2
2151								CRN91_01605	W908_08545				2
2152								CRN91_01630	W908_08510				2
2153								CRN91_01645	W908_08495				2
2154								CRN91_01705	W908_08435				2
2155								CRN91_01720	W908_08420				2
2156								CRN91_01740	W908_08400				2
2157								CRN91_01745	W908_08395				2
2158								CRN91_01750	W908_08390				2
2159								CRN91_01785	W908_04925				2
2160								CRN91_01830	W908_08310				2
2161								CRN91_01835	W908_08300				2
2162								CRN91_01840	W908_08295				2
2163								CRN91_01845	W908_08290				2
2164								CRN91_01865	W908_08270				2
2165								CRN91_01870	W908_08265				2
2166								CRN91_01880	W908_08260				2
2167								CRN91_01885	W908_08255				2
2168								CRN91_01890	W908_08250				2
2169								CRN91_01895	W908_08245				2
2170								CRN91_01900	W908_08240				2
2171								CRN91_01905	W908_08235				2
2172								CRN91_01910	W908_08230				2
2173								CRN91_01915	W908_08225				2
2174								CRN91_01935	W908_08205				2
2175								CRN91_01940	W908_08200				2
2176								CRN91_01945	W908_08195				2
2177								CRN91_01950	W908_08190				2
2178								CRN91_01955	W908_08185				2
2179								CRN91_01960	W908_08180				2
2180								CRN91_01965	W908_08175				2
2181								CRN91_01970	W908_08170				2
2182								CRN91_01975	W908_08165				2
2183								CRN91_01980	W908_08160				2
2184								CRN91_01985	W908_08155				2
2185								CRN91_01990	W908_08150				2
2186								CRN91_01995	W908_08145				2
2187								CRN91_02000	W908_08140				2
2188								CRN91_02005	W908_08135				2
2189								CRN91_02010	W908_08130				2
2190								CRN91_02015	W908_08125				2
2191								CRN91_02020	W908_08120				2
2192								CRN91_02025	W908_08115				2
2193								CRN91_02030	W908_08110				2
2194								CRN91_02035	W908_08105				2
2195								CRN91_02040	W908_08100				2
2196								CRN91_02045	W908_08095				2
2197								CRN91_02050	W908_08090				2
2198								CRN91_02055	W908_08085				2
2199								CRN91_02060	W908_08080				2
2200								CRN91_02065	W908_08075				2
2201								CRN91_02070	W908_08070				2
2202								CRN91_02075	W908_08065				2
2203								CRN91_02080	W908_08060				2
2204								CRN91_02085	W908_08055				2
2205								CRN91_02090	W908_08050				2
2206								CRN91_02120	W908_08020				2
2207								CRN91_02130	W908_08010				2
2208								CRN91_02150	W908_07990				2
2209								CRN91_02185	W908_07960				2
2210								CRN91_02190	W908_07955				2
2211								CRN91_02195	W908_07950				2
2212								CRN91_02200	W908_07945				2
2213								CRN91_02210	W908_07935				2
2214								CRN91_02225	W908_07915				2
2215								CRN91_02255	W908_07885				2
2216								CRN91_02260	W908_07880				2
2217								CRN91_02265	W908_07875				2
2218								CRN91_02290	W908_07855				2
2219								CRN91_02305	W908_07840				2
2220								CRN91_02350	W908_07790				2
2221								CRN91_02355	W908_07785				2
2222								CRN91_02360	W908_07780				2
2223								CRN91_02435	W908_07705				2
2224								CRN91_02440	W908_07700				2
2225								CRN91_02450	W908_07690				2
2226								CRN91_02455	W908_07685				2
2227								CRN91_02460	W908_07680				2
2228								CRN91_02465	W908_05595				2
2229								CRN91_02470	W908_07675				2
2230								CRN91_02475	W908_00085				2
2231								CRN91_02480	W908_00090				2
2232								CRN91_02485	W908_00095				2
2233								CRN91_02490	W908_00100				2
2234								CRN91_02495	W908_00105				2
2235								CRN91_02550	W908_07625				2
2236								CRN91_02560	W908_07615				2
2237								CRN91_02565	W908_07610				2
2238								CRN91_02615	W908_07565				2
2239								CRN91_02620	W908_07560				2
2240								CRN91_02625	W908_07555				2
2241								CRN91_02630	W908_07550				2
2242								CRN91_02635	W908_07545				2
2243								CRN91_02645	W908_07540				2
2244								CRN91_02680	W908_07510				2
2245								CRN91_02685	W908_07505				2
2246								CRN91_02715	W908_07480				2
2247								CRN91_02720	W908_05575				2
2248								CRN91_02740	W908_08370				2
2249								CRN91_02750	W908_07470				2
2250								CRN91_02815	W908_07435				2
2251								CRN91_02820	W908_07430				2
2252								CRN91_02830	W908_07420				2
2253								CRN91_02870	W908_07375				2
2254								CRN91_02895	W908_07350				2
2255								CRN91_02935	W908_07310				2
2256								CRN91_02940	W908_07305				2
2257								CRN91_02945	W908_07300				2
2258								CRN91_02950	W908_07295				2
2259								CRN91_02955	W908_07290				2
2260								CRN91_02970	W908_07275				2
2261								CRN91_03010	W908_07235				2
2262								CRN91_03015	W908_07230				2
2263								CRN91_03020	W908_07220				2
2264								CRN91_03025	W908_07215				2
2265								CRN91_03055	W908_07200				2
2266								CRN91_03060	W908_07195				2
2267								CRN91_03065	W908_07190				2
2268								CRN91_03470	W908_06960				2
2269								CRN91_03480	W908_06950				2
2270								CRN91_03495	W908_06905				2
2271								CRN91_03500	W908_06900				2
2272								CRN91_03505	W908_06895				2
2273								CRN91_03510	W908_06890				2
2274								CRN91_03520	W908_06880				2
2275								CRN91_03525	W908_06875				2
2276								CRN91_03550	W908_06855				2
2277								CRN91_03555	W908_06850				2
2278								CRN91_03560	W908_06845				2
2279								CRN91_03595	W908_06790				2
2280								CRN91_03600	W908_06785				2
2281								CRN91_03665	W908_06720				2
2282								CRN91_03680	W908_06705				2
2283								CRN91_03695	W908_06690				2
2284								CRN91_03700	W908_06685				2
2285								CRN91_03705	W908_06675				2
2286								CRN91_03740	W908_06640				2
2287								CRN91_03745	W908_06635		Tper_1144		3
2288								CRN91_03750	W908_06630		Tper_1143		3
2289								CRN91_03755	W908_06625				2
2290								CRN91_03760	W908_06620				2
2291								CRN91_03765	W908_06615				2
2292								CRN91_03770	W908_06610				2
2293								CRN91_03775	W908_06605				2
2294								CRN91_03790	W908_06595				2
2295								CRN91_03795	W908_06590				2
2296								CRN91_03800	W908_06585				2
2297								CRN91_03825	W908_06555				2
2298								CRN91_03830	W908_06550				2
2299								CRN91_03835	W908_06545				2
2300								CRN91_03845	W908_06535				2
2301								CRN91_03880	W908_06490				2
2302								CRN91_03970	W908_06410				2
2303								CRN91_04010	W908_06350				2
2304								CRN91_04015	W908_06345				2
2305								CRN91_04020	W908_06340				2
2306								CRN91_04030	W908_06330				2
2307								CRN91_04085	W908_06275				2
2308								CRN91_04105	W908_06255				2
2309								CRN91_04135	W908_06225				2
2310								CRN91_04140	W908_06220				2
2311								CRN91_04160	W908_06200				2
2312								CRN91_04165	W908_06190				2
2313								CRN91_04170	W908_06185				2
2314								CRN91_04175	W908_06180				2
2315								CRN91_04180	W908_06175				2
2316								CRN91_04205	W908_06160				2
2317								CRN91_04230	W908_06110				2
2318								CRN91_04235	W908_06105				2
2319								CRN91_04260	W908_06080				2
2320								CRN91_04265	W908_06075				2
2321								CRN91_04270	W908_06065				2
2322								CRN91_04275	W908_06060				2
2323								CRN91_04280	W908_06055				2
2324								CRN91_04285	W908_06050				2
2325								CRN91_04295	W908_06040				2
2326								CRN91_04305	W908_06030				2
2327								CRN91_04320	W908_06015				2
2328								CRN91_04345	W908_05990				2
2329								CRN91_04370	W908_05965				2
2330								CRN91_04375	W908_05960				2
2331								CRN91_04380	W908_05955				2
2332								CRN91_04520	W908_05910				2
2333								CRN91_04525	W908_05900				2
2334								CRN91_04600	W908_05810				2
2335								CRN91_04645	W908_05760				2
2336								CRN91_04655	W908_05750				2
2337								CRN91_04660	W908_05735				2
2338								CRN91_04665	W908_05730				2
2339								CRN91_04675	W908_05720				2
2340								CRN91_04685	W908_05715				2
2341								CRN91_04690	W908_05710				2
2342								CRN91_04695	W908_05705				2
2343								CRN91_04710	W908_05690				2
2344								CRN91_04715	W908_05685				2
2345								CRN91_04720	W908_05680				2
2346								CRN91_04725	W908_05675				2
2347								CRN91_04730	W908_05670				2
2348								CRN91_04735	W908_05665				2
