Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas	V.soyoae
MS2017_0603	SP60_06520	Rmag_0738	Rpac_peg_1095	Rpha_peg_589	Rple_peg_288	Rrec_peg_1493	Rsou_peg_678	Vdia_peg_280	Vext_peg_274	COSY_0683	Vgig2_peg_127	Vsoy2_peg_922
MS2017_0612	SP60_06525	Rmag_0737	Rpac_peg_1096	Rpha_peg_590	Rple_peg_287	Rrec_peg_1492	Rsou_peg_677	Vdia_peg_281	Vext_peg_275	COSY_0682	Vgig2_peg_128	Vsoy2_peg_921
MS2017_0613	SP60_06530	Rmag_0736	Rpac_peg_1097	Rpha_peg_591	Rple_peg_286	Rrec_peg_1491	Rsou_peg_676	Vdia_peg_282	Vext_peg_276	COSY_0681	Vgig2_peg_129	Vsoy2_peg_920
MS2017_0616	SP60_06540	Rmag_0733	Rpac_peg_1100	Rpha_peg_594	Rple_peg_283	Rrec_peg_1488	Rsou_peg_673	Vdia_peg_285	Vext_peg_279	COSY_0678	Vgig2_peg_132	Vsoy2_peg_917
MS2017_0617	SP60_06545	Rmag_0732	Rpac_peg_1101	Rpha_peg_595	Rple_peg_282	Rrec_peg_1487	Rsou_peg_672	Vdia_peg_286	Vext_peg_280	COSY_0677	Vgig2_peg_133	Vsoy2_peg_916
MS2017_0618	SP60_06550	Rmag_0731	Rpac_peg_1102	Rpha_peg_596	Rple_peg_281	Rrec_peg_1486	Rsou_peg_671	Vdia_peg_287	Vext_peg_281	COSY_0676	Vgig2_peg_134	Vsoy2_peg_915
MS2017_0619	SP60_06555	Rmag_0730	Rpac_peg_1103	Rpha_peg_597	Rple_peg_280	Rrec_peg_1485	Rsou_peg_670	Vdia_peg_288	Vext_peg_282	COSY_0675	Vgig2_peg_135	Vsoy2_peg_914
MS2017_0627	SP60_06600	Rmag_0721	Rpac_peg_1112	Rpha_peg_607	Rple_peg_270	Rrec_peg_1476	Rsou_peg_660	Vdia_peg_298	Vext_peg_290	COSY_0669	Vgig2_peg_141	Vsoy2_peg_908
MS2017_0630	SP60_06620	Rmag_0717	Rpac_peg_1118	Rpha_peg_611	Rple_peg_266	Rrec_peg_1472	Rsou_peg_655	Vdia_peg_301	Vext_peg_293	COSY_0666	Vgig2_peg_144	Vsoy2_peg_903
MS2017_0637	SP60_06635	Rmag_0714	Rpac_peg_1120	Rpha_peg_614	Rple_peg_263	Rrec_peg_1468	Rsou_peg_652	Vdia_peg_303	Vext_peg_295	COSY_0664	Vgig2_peg_146	Vsoy2_peg_901
MS2017_0640	SP60_06685	Rmag_0704	Rpac_peg_1128	Rpha_peg_635	Rple_peg_244	Rrec_peg_1461	Rsou_peg_216	Vdia_peg_313	Vext_peg_305	COSY_0655	Vgig2_peg_155	Vsoy2_peg_892
MS2017_0658	SP60_06705	Rmag_0701	Rpac_peg_1134	Rpha_peg_642	Rple_peg_234	Rrec_peg_1457	Rsou_peg_212	Vdia_peg_315	Vext_peg_307	COSY_0653	Vgig2_peg_157	Vsoy2_peg_890
MS2017_0661	SP60_06710	Rmag_0700	Rpac_peg_1135	Rpha_peg_643	Rple_peg_231	Rrec_peg_1456	Rsou_peg_211	Vdia_peg_316	Vext_peg_308	COSY_0652	Vgig2_peg_158	Vsoy2_peg_889
MS2017_0662	SP60_06715	Rmag_0699	Rpac_peg_1136	Rpha_peg_644	Rple_peg_230	Rrec_peg_1455	Rsou_peg_210	Vdia_peg_317	Vext_peg_309	COSY_0651	Vgig2_peg_159	Vsoy2_peg_888
MS2017_0672	SP60_06760	Rmag_0698	Rpac_peg_1138	Rpha_peg_646	Rple_peg_228	Rrec_peg_1453	Rsou_peg_208	Vdia_peg_319	Vext_peg_311	COSY_0650	Vgig2_peg_161	Vsoy2_peg_886
MS2017_0673	SP60_06815	Rmag_0691	Rpac_peg_1151	Rpha_peg_678	Rple_peg_218	Rrec_peg_1437	Rsou_peg_178	Vdia_peg_328	Vext_peg_320	COSY_0641	Vgig2_peg_170	Vsoy2_peg_876
MS2017_0675	SP60_06820	Rmag_0690	Rpac_peg_1152	Rpha_peg_679	Rple_peg_217	Rrec_peg_1436	Rsou_peg_177	Vdia_peg_329	Vext_peg_321	COSY_0640	Vgig2_peg_171	Vsoy2_peg_875
MS2017_0676	SP60_06830	Rmag_0689	Rpac_peg_1153	Rpha_peg_680	Rple_peg_216	Rrec_peg_1435	Rsou_peg_176	Vdia_peg_330	Vext_peg_322	COSY_0639	Vgig2_peg_172	Vsoy2_peg_874
MS2017_0687	SP60_06845	Rmag_0684	Rpac_peg_1158	Rpha_peg_695	Rple_peg_421	Rrec_peg_1430	Rsou_peg_171	Vdia_peg_335	Vext_peg_327	COSY_0635	Vgig2_peg_176	Vsoy2_peg_870
MS2017_0688	SP60_06850	Rmag_0683	Rpac_peg_1159	Rpha_peg_696	Rple_peg_422	Rrec_peg_1429	Rsou_peg_170	Vdia_peg_336	Vext_peg_328	COSY_0634	Vgig2_peg_177	Vsoy2_peg_869
MS2017_0691	SP60_06955	Rmag_0680	Rpac_peg_1162	Rpha_peg_700	Rple_peg_425	Rrec_peg_1426	Rsou_peg_166	Vdia_peg_338	Vext_peg_330	COSY_0632	Vgig2_peg_179	Vsoy2_peg_867
MS2017_0692	SP60_06960	Rmag_0679	Rpac_peg_1164	Rpha_peg_701	Rple_peg_426	Rrec_peg_1425	Rsou_peg_165	Vdia_peg_339	Vext_peg_331	COSY_0631	Vgig2_peg_180	Vsoy2_peg_866
MS2017_0693	SP60_06965	Rmag_0678	Rpac_peg_1165	Rpha_peg_702	Rple_peg_427	Rrec_peg_1424	Rsou_peg_164	Vdia_peg_340	Vext_peg_332	COSY_0630	Vgig2_peg_181	Vsoy2_peg_865
MS2017_0694	SP60_06970	Rmag_0677	Rpac_peg_1166	Rpha_peg_703	Rple_peg_428	Rrec_peg_1423	Rsou_peg_163	Vdia_peg_341	Vext_peg_333	COSY_0629	Vgig2_peg_182	Vsoy2_peg_864
MS2017_0702	SP60_06990	Rmag_0676	Rpac_peg_1169	Rpha_peg_725	Rple_peg_451	Rrec_peg_1415	Rsou_peg_132	Vdia_peg_349	Vext_peg_340	COSY_0622	Vgig2_peg_190	Vsoy2_peg_857
MS2017_0703	SP60_06995	Rmag_0674	Rpac_peg_1170	Rpha_peg_735	Rple_peg_452	Rrec_peg_1414	Rsou_peg_131	Vdia_peg_350	Vext_peg_341	COSY_0621	Vgig2_peg_191	Vsoy2_peg_856
MS2017_0709	SP60_07005	Rmag_0673	Rpac_peg_1172	Rpha_peg_739	Rple_peg_456	Rrec_peg_1410	Rsou_peg_129	Vdia_peg_352	Vext_peg_342	COSY_0620	Vgig2_peg_192	Vsoy2_peg_855
MS2017_0710	SP60_07010	Rmag_0672	Rpac_peg_1173	Rpha_peg_740	Rple_peg_457	Rrec_peg_1409	Rsou_peg_128	Vdia_peg_353	Vext_peg_343	COSY_0619	Vgig2_peg_193	Vsoy2_peg_854
MS2017_0711	SP60_07015	Rmag_0671	Rpac_peg_1174	Rpha_peg_741	Rple_peg_458	Rrec_peg_1408	Rsou_peg_127	Vdia_peg_354	Vext_peg_344	COSY_0618	Vgig2_peg_194	Vsoy2_peg_853
MS2017_0714	SP60_07035	Rmag_0669	Rpac_peg_1177	Rpha_peg_1296	Rple_peg_465	Rrec_peg_1404	Rsou_peg_861	Vdia_peg_358	Vext_peg_348	COSY_0614	Vgig2_peg_198	Vsoy2_peg_849
MS2017_0715	SP60_07040	Rmag_0668	Rpac_peg_1178	Rpha_peg_1295	Rple_peg_466	Rrec_peg_1403	Rsou_peg_860	Vdia_peg_359	Vext_peg_349	COSY_0613	Vgig2_peg_199	Vsoy2_peg_848
MS2017_0716	SP60_07045	Rmag_0667	Rpac_peg_1179	Rpha_peg_1293	Rple_peg_467	Rrec_peg_1402	Rsou_peg_859	Vdia_peg_361	Vext_peg_350	COSY_0612	Vgig2_peg_200	Vsoy2_peg_847
MS2017_0717	SP60_07050	Rmag_0666	Rpac_peg_1180	Rpha_peg_1292	Rple_peg_468	Rrec_peg_1401	Rsou_peg_858	Vdia_peg_362	Vext_peg_351	COSY_0611	Vgig2_peg_201	Vsoy2_peg_846
MS2017_0718	SP60_07055	Rmag_0665	Rpac_peg_1181	Rpha_peg_1291	Rple_peg_469	Rrec_peg_1400	Rsou_peg_857	Vdia_peg_363	Vext_peg_352	COSY_0610	Vgig2_peg_202	Vsoy2_peg_845
MS2017_0719	SP60_07060	Rmag_0664	Rpac_peg_1182	Rpha_peg_1290	Rple_peg_470	Rrec_peg_1399	Rsou_peg_856	Vdia_peg_364	Vext_peg_353	COSY_0609	Vgig2_peg_203	Vsoy2_peg_844
MS2017_0731	SP60_07070	Rmag_0662	Rpac_peg_1183	Rpha_peg_1288	Rple_peg_472	Rrec_peg_1396	Rsou_peg_854	Vdia_peg_366	Vext_peg_355	COSY_0608	Vgig2_peg_204	Vsoy2_peg_843
MS2017_0732	SP60_07075	Rmag_0661	Rpac_peg_1184	Rpha_peg_1287	Rple_peg_473	Rrec_peg_1395	Rsou_peg_853	Vdia_peg_367	Vext_peg_356	COSY_0607	Vgig2_peg_205	Vsoy2_peg_842
MS2017_0734	SP60_07080	Rmag_0659	Rpac_peg_1185	Rpha_peg_1286	Rple_peg_474	Rrec_peg_1393	Rsou_peg_852	Vdia_peg_368	Vext_peg_357	COSY_0606	Vgig2_peg_206	Vsoy2_peg_841
MS2017_0755	SP60_07105	Rmag_0656	Rpac_peg_1188	Rpha_peg_1190	Rple_peg_477	Rrec_peg_1390	Rsou_peg_849	Vdia_peg_371	Vext_peg_360	COSY_0601	Vgig2_peg_209	Vsoy2_peg_838
MS2017_0756	SP60_07125	Rmag_0654	Rpac_peg_1189	Rpha_peg_1184	Rple_peg_483	Rrec_peg_1386	Rsou_peg_846	Vdia_peg_372	Vext_peg_361	COSY_0600	Vgig2_peg_210	Vsoy2_peg_837
MS2017_0758	SP60_07135	Rmag_0652	Rpac_peg_1191	Rpha_peg_1182	Rple_peg_485	Rrec_peg_1384	Rsou_peg_844	Vdia_peg_375	Vext_peg_363	COSY_0599	Vgig2_peg_213	Vsoy2_peg_834
MS2017_0760	SP60_07140	Rmag_0651	Rpac_peg_1192	Rpha_peg_1181	Rple_peg_486	Rrec_peg_1383	Rsou_peg_843	Vdia_peg_376	Vext_peg_364	COSY_0598	Vgig2_peg_214	Vsoy2_peg_833
MS2017_0761	SP60_07150	Rmag_0649	Rpac_peg_1194	Rpha_peg_1179	Rple_peg_488	Rrec_peg_1381	Rsou_peg_841	Vdia_peg_379	Vext_peg_367	COSY_0596	Vgig2_peg_216	Vsoy2_peg_831
MS2017_0764	SP60_07155	Rmag_0648	Rpac_peg_1203	Rpha_peg_1178	Rple_peg_489	Rrec_peg_1372	Rsou_peg_824	Vdia_peg_380	Vext_peg_368	COSY_0595	Vgig2_peg_217	Vsoy2_peg_830
MS2017_0765	SP60_07160	Rmag_0647	Rpac_peg_1204	Rpha_peg_1177	Rple_peg_490	Rrec_peg_1371	Rsou_peg_823	Vdia_peg_381	Vext_peg_369	COSY_0594	Vgig2_peg_218	Vsoy2_peg_829
MS2017_0767	SP60_07165	Rmag_0645	Rpac_peg_1205	Rpha_peg_1175	Rple_peg_492	Rrec_peg_1369	Rsou_peg_821	Vdia_peg_383	Vext_peg_371	COSY_0592	Vgig2_peg_220	Vsoy2_peg_827
MS2017_0768	SP60_07170	Rmag_0643	Rpac_peg_1207	Rpha_peg_1173	Rple_peg_494	Rrec_peg_1367	Rsou_peg_819	Vdia_peg_385	Vext_peg_373	COSY_0591	Vgig2_peg_222	Vsoy2_peg_826
MS2017_0769	SP60_07175	Rmag_0642	Rpac_peg_1208	Rpha_peg_1172	Rple_peg_495	Rrec_peg_1366	Rsou_peg_818	Vdia_peg_386	Vext_peg_374	COSY_0590	Vgig2_peg_223	Vsoy2_peg_825
MS2017_0771	SP60_07185	Rmag_0640	Rpac_peg_1210	Rpha_peg_1170	Rple_peg_497	Rrec_peg_1364	Rsou_peg_816	Vdia_peg_387	Vext_peg_375	COSY_0588	Vgig2_peg_225	Vsoy2_peg_823
MS2017_0787	SP60_07450	Rmag_0597	Rpac_peg_1265	Rpha_peg_97	Rple_peg_558	Rrec_peg_1311	Rsou_peg_753	Vdia_peg_422	Vext_peg_410	COSY_0552	Vgig2_peg_262	Vsoy2_peg_782
MS2017_0789	SP60_07460	Rmag_0595	Rpac_peg_1267	Rpha_peg_99	Rple_peg_560	Rrec_peg_1309	Rsou_peg_756	Vdia_peg_425	Vext_peg_413	COSY_0550	Vgig2_peg_264	Vsoy2_peg_780
MS2017_0792	SP60_07475	Rmag_0594	Rpac_peg_1270	Rpha_peg_102	Rple_peg_564	Rrec_peg_1307	Rsou_peg_759	Vdia_peg_426	Vext_peg_414	COSY_0549	Vgig2_peg_266	Vsoy2_peg_778
MS2017_0794	SP60_07480	Rmag_0593	Rpac_peg_1272	Rpha_peg_104	Rple_peg_566	Rrec_peg_1305	Rsou_peg_761	Vdia_peg_427	Vext_peg_415	COSY_0548	Vgig2_peg_267	Vsoy2_peg_777
MS2017_0795	SP60_07485	Rmag_0592	Rpac_peg_1273	Rpha_peg_105	Rple_peg_567	Rrec_peg_1304	Rsou_peg_762	Vdia_peg_428	Vext_peg_416	COSY_0547	Vgig2_peg_268	Vsoy2_peg_776
MS2017_0796	SP60_07490	Rmag_0591	Rpac_peg_1274	Rpha_peg_106	Rple_peg_568	Rrec_peg_1303	Rsou_peg_763	Vdia_peg_429	Vext_peg_417	COSY_0546	Vgig2_peg_269	Vsoy2_peg_775
MS2017_0800	SP60_07560	Rmag_0589	Rpac_peg_1279	Rpha_peg_117	Rple_peg_575	Rrec_peg_1297	Rsou_peg_773	Vdia_peg_431	Vext_peg_419	COSY_0543	Vgig2_peg_271	Vsoy2_peg_773
MS2017_0801	SP60_07565	Rmag_0588	Rpac_peg_1280	Rpha_peg_118	Rple_peg_576	Rrec_peg_1296	Rsou_peg_774	Vdia_peg_432	Vext_peg_420	COSY_0542	Vgig2_peg_272	Vsoy2_peg_772
MS2017_0802	SP60_07570	Rmag_0587	Rpac_peg_1281	Rpha_peg_119	Rple_peg_577	Rrec_peg_1295	Rsou_peg_775	Vdia_peg_433	Vext_peg_421	COSY_0541	Vgig2_peg_273	Vsoy2_peg_771
MS2017_0844	SP60_00365	Rmag_0466	Rpac_peg_940	Rpha_peg_317	Rple_peg_1272	Rrec_peg_1117	Rsou_peg_1847	Vdia_peg_545	Vext_peg_533	COSY_0431	Vgig2_peg_387	Vsoy2_peg_658
MS2017_0847	SP60_00340	Rmag_0469	Rpac_peg_937	Rpha_peg_314	Rple_peg_1269	Rrec_peg_1120	Rsou_peg_1850	Vdia_peg_544	Vext_peg_532	COSY_0432	Vgig2_peg_386	Vsoy2_peg_660
MS2017_0848	SP60_00335	Rmag_0470	Rpac_peg_936	Rpha_peg_313	Rple_peg_1268	Rrec_peg_1121	Rsou_peg_1851	Vdia_peg_543	Vext_peg_531	COSY_0433	Vgig2_peg_385	Vsoy2_peg_661
MS2017_0851	SP60_00320	Rmag_0472	Rpac_peg_933	Rpha_peg_310	Rple_peg_1265	Rrec_peg_1124	Rsou_peg_1854	Vdia_peg_541	Vext_peg_529	COSY_0435	Vgig2_peg_382	Vsoy2_peg_663
MS2017_0852	SP60_00315	Rmag_0473	Rpac_peg_932	Rpha_peg_309	Rple_peg_1264	Rrec_peg_1125	Rsou_peg_1855	Vdia_peg_540	Vext_peg_528	COSY_0436	Vgig2_peg_381	Vsoy2_peg_664
MS2017_0853	SP60_00310	Rmag_0474	Rpac_peg_931	Rpha_peg_308	Rple_peg_1263	Rrec_peg_1126	Rsou_peg_1856	Vdia_peg_539	Vext_peg_527	COSY_0437	Vgig2_peg_380	Vsoy2_peg_665
MS2017_0854	SP60_00570	Rmag_0434	Rpac_peg_999	Rpha_peg_413	Rple_peg_1324	Rrec_peg_1060	Rsou_peg_1423	Vdia_peg_573	Vext_peg_561	COSY_0404	Vgig2_peg_415	Vsoy2_peg_629
MS2017_0855	SP60_00565	Rmag_0435	Rpac_peg_998	Rpha_peg_412	Rple_peg_1323	Rrec_peg_1061	Rsou_peg_1422	Vdia_peg_572	Vext_peg_560	COSY_0405	Vgig2_peg_414	Vsoy2_peg_630
MS2017_0857	SP60_00555	Rmag_0437	Rpac_peg_996	Rpha_peg_409	Rple_peg_1321	Rrec_peg_1063	Rsou_peg_1419	Vdia_peg_570	Vext_peg_558	COSY_0407	Vgig2_peg_412	Vsoy2_peg_632
MS2017_0858	SP60_00550	Rmag_0438	Rpac_peg_995	Rpha_peg_408	Rple_peg_1320	Rrec_peg_1064	Rsou_peg_1418	Vdia_peg_569	Vext_peg_557	COSY_0408	Vgig2_peg_411	Vsoy2_peg_633
MS2017_0870	SP60_00520	Rmag_0444	Rpac_peg_986	Rpha_peg_398	Rple_peg_1309	Rrec_peg_1070	Rsou_peg_1406	Vdia_peg_565	Vext_peg_553	COSY_0410	Vgig2_peg_409	Vsoy2_peg_636
MS2017_0871	SP60_00515	Rmag_0445	Rpac_peg_985	Rpha_peg_397	Rple_peg_1308	Rrec_peg_1071	Rsou_peg_1405	Vdia_peg_564	Vext_peg_552	COSY_0411	Vgig2_peg_408	Vsoy2_peg_637
MS2017_0872	SP60_00510	Rmag_0446	Rpac_peg_984	Rpha_peg_396	Rple_peg_1307	Rrec_peg_1072	Rsou_peg_1404	Vdia_peg_563	Vext_peg_551	COSY_0412	Vgig2_peg_407	Vsoy2_peg_638
MS2017_0873	SP60_00505	Rmag_0447	Rpac_peg_982	Rpha_peg_395	Rple_peg_1306	Rrec_peg_1073	Rsou_peg_1403	Vdia_peg_562	Vext_peg_550	COSY_0413	Vgig2_peg_406	Vsoy2_peg_639
MS2017_0874	SP60_00500	Rmag_0448	Rpac_peg_981	Rpha_peg_394	Rple_peg_1305	Rrec_peg_1074	Rsou_peg_1402	Vdia_peg_561	Vext_peg_549	COSY_0414	Vgig2_peg_405	Vsoy2_peg_640
MS2017_0876	SP60_00495	Rmag_0449	Rpac_peg_980	Rpha_peg_393	Rple_peg_1304	Rrec_peg_1075	Rsou_peg_1401	Vdia_peg_560	Vext_peg_548	COSY_0415	Vgig2_peg_404	Vsoy2_peg_641
MS2017_0877	SP60_00490	Rmag_0450	Rpac_peg_979	Rpha_peg_392	Rple_peg_1303	Rrec_peg_1076	Rsou_peg_1400	Vdia_peg_559	Vext_peg_547	COSY_0416	Vgig2_peg_403	Vsoy2_peg_642
MS2017_0889	SP60_00480	Rmag_0452	Rpac_peg_977	Rpha_peg_390	Rple_peg_1300	Rrec_peg_1077	Rsou_peg_1397	Vdia_peg_557	Vext_peg_545	COSY_0418	Vgig2_peg_401	Vsoy2_peg_644
MS2017_0890	SP60_00475	Rmag_0453	Rpac_peg_976	Rpha_peg_389	Rple_peg_1299	Rrec_peg_1078	Rsou_peg_1396	Vdia_peg_556	Vext_peg_544	COSY_0419	Vgig2_peg_400	Vsoy2_peg_645
MS2017_0892	SP60_00465	Rmag_0454	Rpac_peg_974	Rpha_peg_387	Rple_peg_1297	Rrec_peg_1080	Rsou_peg_1394	Vdia_peg_554	Vext_peg_542	COSY_0421	Vgig2_peg_398	Vsoy2_peg_647
MS2017_0893	SP60_00460	Rmag_0455	Rpac_peg_973	Rpha_peg_386	Rple_peg_1296	Rrec_peg_1081	Rsou_peg_1393	Vdia_peg_553	Vext_peg_541	COSY_0422	Vgig2_peg_396	Vsoy2_peg_648
MS2017_0894	SP60_00450	Rmag_0456	Rpac_peg_971	Rpha_peg_383	Rple_peg_1294	Rrec_peg_1082	Rsou_peg_1392	Vdia_peg_552	Vext_peg_540	COSY_0423	Vgig2_peg_395	Vsoy2_peg_649
MS2017_0895	SP60_00445	Rmag_0457	Rpac_peg_970	Rpha_peg_382	Rple_peg_1293	Rrec_peg_1083	Rsou_peg_1391	Vdia_peg_551	Vext_peg_539	COSY_0424	Vgig2_peg_394	Vsoy2_peg_650
MS2017_0896	SP60_00440	Rmag_0458	Rpac_peg_969	Rpha_peg_381	Rple_peg_1292	Rrec_peg_1084	Rsou_peg_1390	Vdia_peg_550	Vext_peg_538	COSY_0425	Vgig2_peg_393	Vsoy2_peg_651
MS2017_0906	SP60_07220	Rmag_0632	Rpac_peg_1223	Rpha_peg_38	Rple_peg_508	Rrec_peg_1355	Rsou_peg_699	Vdia_peg_390	Vext_peg_378	COSY_0584	Vgig2_peg_228	Vsoy2_peg_820
MS2017_0919	SP60_07260	Rmag_0628	Rpac_peg_1228	Rpha_peg_48	Rple_peg_517	Rrec_peg_1350	Rsou_peg_708	Vdia_peg_394	Vext_peg_382	COSY_0581	Vgig2_peg_232	Vsoy2_peg_816
MS2017_0921	SP60_07265	Rmag_0626	Rpac_peg_1230	Rpha_peg_50	Rple_peg_519	Rrec_peg_1346	Rsou_peg_710	Vdia_peg_396	Vext_peg_384	COSY_0579	Vgig2_peg_234	Vsoy2_peg_814
MS2017_0923	SP60_07275	Rmag_0624	Rpac_peg_1232	Rpha_peg_52	Rple_peg_521	Rrec_peg_1344	Rsou_peg_712	Vdia_peg_397	Vext_peg_385	COSY_0577	Vgig2_peg_236	Vsoy2_peg_812
MS2017_0924	SP60_07280	Rmag_0623	Rpac_peg_1233	Rpha_peg_53	Rple_peg_522	Rrec_peg_1343	Rsou_peg_713	Vdia_peg_398	Vext_peg_386	COSY_0576	Vgig2_peg_237	Vsoy2_peg_811
MS2017_0925	SP60_07285	Rmag_0622	Rpac_peg_1234	Rpha_peg_60	Rple_peg_523	Rrec_peg_1342	Rsou_peg_714	Vdia_peg_399	Vext_peg_387	COSY_0575	Vgig2_peg_238	Vsoy2_peg_810
MS2017_0926	SP60_07290	Rmag_0621	Rpac_peg_1235	Rpha_peg_61	Rple_peg_524	Rrec_peg_1341	Rsou_peg_715	Vdia_peg_400	Vext_peg_388	COSY_0574	Vgig2_peg_239	Vsoy2_peg_809
MS2017_0929	SP60_07305	Rmag_0620	Rpac_peg_1237	Rpha_peg_64	Rple_peg_527	Rrec_peg_1338	Rsou_peg_720	Vdia_peg_401	Vext_peg_389	COSY_0573	Vgig2_peg_240	Vsoy2_peg_808
MS2017_0930	SP60_07310	Rmag_0619	Rpac_peg_1238	Rpha_peg_65	Rple_peg_528	Rrec_peg_1337	Rsou_peg_721	Vdia_peg_402	Vext_peg_390	COSY_0572	Vgig2_peg_241	Vsoy2_peg_807
MS2017_0931	SP60_07315	Rmag_0618	Rpac_peg_1239	Rpha_peg_66	Rple_peg_529	Rrec_peg_1336	Rsou_peg_722	Vdia_peg_403	Vext_peg_391	COSY_0571	Vgig2_peg_242	Vsoy2_peg_806
MS2017_0932	SP60_07325	Rmag_0617	Rpac_peg_1240	Rpha_peg_67	Rple_peg_530	Rrec_peg_1335	Rsou_peg_723	Vdia_peg_404	Vext_peg_392	COSY_0569	Vgig2_peg_243	Vsoy2_peg_805
MS2017_0935	SP60_07345	Rmag_0615	Rpac_peg_1244	Rpha_peg_72	Rple_peg_533	Rrec_peg_1332	Rsou_peg_726	Vdia_peg_406	Vext_peg_394	COSY_0567	Vgig2_peg_245	Vsoy2_peg_802
MS2017_0936	SP60_07350	Rmag_0614	Rpac_peg_1245	Rpha_peg_73	Rple_peg_534	Rrec_peg_1331	Rsou_peg_727	Vdia_peg_407	Vext_peg_395	COSY_0566	Vgig2_peg_246	Vsoy2_peg_801
MS2017_0937	SP60_07355	Rmag_0613	Rpac_peg_1246	Rpha_peg_74	Rple_peg_535	Rrec_peg_1330	Rsou_peg_728	Vdia_peg_408	Vext_peg_396	COSY_0565	Vgig2_peg_247	Vsoy2_peg_800
MS2017_0940	SP60_07370	Rmag_0611	Rpac_peg_1248	Rpha_peg_77	Rple_peg_537	Rrec_peg_1328	Rsou_peg_730	Vdia_peg_409	Vext_peg_397	COSY_0564	Vgig2_peg_248	Vsoy2_peg_798
MS2017_0944	SP60_07380	Rmag_0609	Rpac_peg_1250	Rpha_peg_79	Rple_peg_539	Rrec_peg_1326	Rsou_peg_732	Vdia_peg_411	Vext_peg_399	COSY_0562	Vgig2_peg_250	Vsoy2_peg_796
MS2017_0945	SP60_07385	Rmag_0608	Rpac_peg_1252	Rpha_peg_81	Rple_peg_540	Rrec_peg_1325	Rsou_peg_737	Vdia_peg_412	Vext_peg_400	COSY_0561	Vgig2_peg_251	Vsoy2_peg_795
MS2017_0946	SP60_07395	Rmag_0607	Rpac_peg_1253	Rpha_peg_82	Rple_peg_541	Rrec_peg_1324	Rsou_peg_738	Vdia_peg_413	Vext_peg_401	COSY_0560	Vgig2_peg_252	Vsoy2_peg_794
MS2017_0947	SP60_07400	Rmag_0606	Rpac_peg_1254	Rpha_peg_83	Rple_peg_542	Rrec_peg_1323	Rsou_peg_739	Vdia_peg_414	Vext_peg_402	COSY_0559	Vgig2_peg_253	Vsoy2_peg_793
MS2017_0949	SP60_07405	Rmag_0605	Rpac_peg_1256	Rpha_peg_86	Rple_peg_544	Rrec_peg_1321	Rsou_peg_742	Vdia_peg_415	Vext_peg_403	COSY_0558	Vgig2_peg_254	Vsoy2_peg_792
MS2017_0950	SP60_07410	Rmag_0604	Rpac_peg_1257	Rpha_peg_87	Rple_peg_545	Rrec_peg_1320	Rsou_peg_743	Vdia_peg_416	Vext_peg_404	COSY_0557	Vgig2_peg_255	Vsoy2_peg_791
MS2017_0953	SP60_07420	Rmag_0602	Rpac_peg_1259	Rpha_peg_91	Rple_peg_547	Rrec_peg_1317	Rsou_peg_747	Vdia_peg_417	Vext_peg_405	COSY_0556	Vgig2_peg_256	Vsoy2_peg_790
MS2017_0954	SP60_07425	Rmag_0601	Rpac_peg_1260	Rpha_peg_92	Rple_peg_548	Rrec_peg_1316	Rsou_peg_748	Vdia_peg_418	Vext_peg_406	COSY_0555	Vgig2_peg_257	Vsoy2_peg_789
MS2017_0955	SP60_07430	Rmag_0600	Rpac_peg_1261	Rpha_peg_93	Rple_peg_549	Rrec_peg_1315	Rsou_peg_749	Vdia_peg_419	Vext_peg_407	COSY_0554	Vgig2_peg_258	Vsoy2_peg_788
MS2017_0956	SP60_07435	Rmag_0599	Rpac_peg_1262	Rpha_peg_94	Rple_peg_550	Rrec_peg_1314	Rsou_peg_750	Vdia_peg_420	Vext_peg_408	COSY_0553	Vgig2_peg_259	Vsoy2_peg_787
MS2017_0984	SP60_07630	Rmag_0581	Rpac_peg_1293	Rpha_peg_127	Rple_peg_617	Rrec_peg_1278	Rsou_peg_797	Vdia_peg_439	Vext_peg_426	COSY_0536	Vgig2_peg_278	Vsoy2_peg_765
MS2017_0986	SP60_07640	Rmag_0579	Rpac_peg_1295	Rpha_peg_129	Rple_peg_620	Rrec_peg_1276	Rsou_peg_799	Vdia_peg_441	Vext_peg_428	COSY_0534	Vgig2_peg_280	Vsoy2_peg_763
MS2017_0987	SP60_07645	Rmag_0578	Rpac_peg_1296	Rpha_peg_130	Rple_peg_621	Rrec_peg_1275	Rsou_peg_800	Vdia_peg_442	Vext_peg_429	COSY_0533	Vgig2_peg_281	Vsoy2_peg_762
MS2017_0988	SP60_07650	Rmag_0577	Rpac_peg_1297	Rpha_peg_131	Rple_peg_622	Rrec_peg_1274	Rsou_peg_801	Vdia_peg_443	Vext_peg_430	COSY_0532	Vgig2_peg_282	Vsoy2_peg_761
MS2017_0989	SP60_07655	Rmag_0576	Rpac_peg_1298	Rpha_peg_132	Rple_peg_623	Rrec_peg_1273	Rsou_peg_802	Vdia_peg_444	Vext_peg_431	COSY_0531	Vgig2_peg_283	Vsoy2_peg_760
