	CDC	GC	GC1	GC2	GC3	Genome	P(CDC)	gene_id	locus_tag
7711	0.143528	0.350575	0.517241	0.327586	0.206897	V.extenta	0.3342	Rmag_0215	Vext_peg_764
7712	0.112332	0.333333	0.432836	0.283582	0.283582	V.extenta	0.715	Rmag_0214	Vext_peg_765
7713	0.153956	0.333333	0.42233	0.359223	0.218447	V.extenta	0.0004	Rmag_0213	Vext_peg_766
7714	0.118576	0.348805	0.474684	0.35443	0.2173	V.extenta	0.0	Rmag_0211	Vext_peg_767
7715	0.105933	0.342331	0.507712	0.317481	0.201799	V.extenta	0.0	Rmag_0208	Vext_peg_769
7716	0.136703	0.326999	0.494062	0.311164	0.175772	V.extenta	0.0	Rmag_0206	Vext_peg_770
7717	0.126231	0.346801	0.489899	0.338384	0.212121	V.extenta	0.0226	Rmag_0205	Vext_peg_771
7718	0.113928	0.30303	0.445221	0.272727	0.191142	V.extenta	0.0	Rmag_0204	Vext_peg_772
7719	0.0896453	0.327074	0.446009	0.384977	0.150235	V.extenta	0.139	Rmag_0203	Vext_peg_773
7720	0.183679	0.364583	0.489583	0.447917	0.15625	V.extenta	0.132	Rmag_0201	Vext_peg_774
7721	0.158464	0.341709	0.462312	0.311558	0.251256	V.extenta	0.0008	Rmag_0200	Vext_peg_775
7722	0.0982611	0.300162	0.371359	0.298544	0.230583	V.extenta	0.0	Rmag_0199	Vext_peg_776
7723	0.0979017	0.301318	0.446328	0.29096	0.166667	V.extenta	0.0	Rmag_0197	Vext_peg_777
7724	0.254679	0.366197	0.43662	0.408451	0.253521	V.extenta	0.1126	Rmag_0192	Vext_peg_778
7725	0.181669	0.328244	0.427481	0.412214	0.145038	V.extenta	0.0054	Rmag_0191	Vext_peg_779
7726	0.139002	0.327273	0.461364	0.343182	0.177273	V.extenta	0.0	Rmag_0973	Vext_peg_78
7727	0.131613	0.353783	0.509202	0.349693	0.202454	V.extenta	0.0	Rmag_0190	Vext_peg_780
7728	0.152559	0.362179	0.490385	0.375	0.221154	V.extenta	0.0016	Rmag_0189	Vext_peg_781
7729	0.206891	0.382812	0.460938	0.515625	0.171875	V.extenta	0.001	Rmag_0188	Vext_peg_782
7730	0.204957	0.344729	0.487179	0.410256	0.136752	V.extenta	0.002	Rmag_0187	Vext_peg_783
7731	0.173934	0.344136	0.409722	0.414352	0.208333	V.extenta	0.0	Rmag_0185	Vext_peg_785
7732	0.216867	0.342593	0.423611	0.430556	0.173611	V.extenta	0.0	Rmag_0184	Vext_peg_786
7733	0.176232	0.329167	0.3875	0.3375	0.2625	V.extenta	0.6676	Rmag_0183	Vext_peg_787
7734	0.159202	0.37232	0.538012	0.403509	0.175439	V.extenta	0.0014	Rmag_0182	Vext_peg_788
7735	0.262757	0.376812	0.478261	0.443478	0.208696	V.extenta	0.0	Rmag_0181	Vext_peg_789
7736	0.0965943	0.299406	0.409669	0.310433	0.178117	V.extenta	0.0	Rmag_0972	Vext_peg_79
7737	0.164827	0.325967	0.430939	0.364641	0.18232	V.extenta	0.0	Rmag_0180	Vext_peg_790
7738	0.169871	0.330789	0.458015	0.335878	0.198473	V.extenta	0.023	Rmag_0179	Vext_peg_791
7739	0.232361	0.363036	0.425743	0.425743	0.237624	V.extenta	0.0194	Rmag_0178	Vext_peg_792
7740	0.178465	0.310987	0.413408	0.346369	0.173184	V.extenta	0.0002	Rmag_0177	Vext_peg_793
7741	0.134778	0.297735	0.38835	0.31068	0.194175	V.extenta	0.265	Rmag_0176	Vext_peg_794
7742	0.193717	0.393443	0.57377	0.401639	0.204918	V.extenta	0.0112	Rmag_0175	Vext_peg_795
7743	0.206535	0.329545	0.454545	0.340909	0.193182	V.extenta	0.0636	Rmag_0174	Vext_peg_796
7744	0.26644	0.290323	0.370968	0.241935	0.258065	V.extenta	0.0572	Rmag_0173	Vext_peg_797
7745	0.243713	0.389706	0.5	0.426471	0.242647	V.extenta	0.0	Rmag_0172	Vext_peg_798
7746	0.201542	0.342029	0.491304	0.352174	0.182609	V.extenta	0.0	Rmag_0171	Vext_peg_799
7747	0.125813	0.380537	0.568627	0.389978	0.183007	V.extenta	0.0	Rmag_1045	Vext_peg_8
7748	0.165732	0.269928	0.353261	0.255435	0.201087	V.extenta	0.0002	Rmag_0971	Vext_peg_80
7749	0.160716	0.315315	0.414414	0.351351	0.18018	V.extenta	0.0714	Rmag_0170	Vext_peg_800
7750	0.146379	0.355805	0.505618	0.382022	0.179775	V.extenta	0.9492	Rmag_0169	Vext_peg_801
7751	0.147567	0.391304	0.521739	0.481884	0.17029	V.extenta	0.0	Rmag_0168	Vext_peg_802
7752	0.170043	0.326389	0.375	0.333333	0.270833	V.extenta	0.2248	Rmag_0167	Vext_peg_803
7753	0.152253	0.351307	0.465686	0.382353	0.205882	V.extenta	0.0006	Rmag_0166	Vext_peg_804
7754	0.134868	0.351314	0.497925	0.348548	0.207469	V.extenta	0.0	Rmag_0165	Vext_peg_805
7755	0.174908	0.346278	0.466019	0.368932	0.203883	V.extenta	0.1396	Rmag_0164	Vext_peg_806
7756	0.128868	0.367619	0.544286	0.368571	0.19	V.extenta	0.0	Rmag_0162	Vext_peg_808
7757	0.221055	0.354839	0.490323	0.393548	0.180645	V.extenta	0.0	Rmag_0161	Vext_peg_809
7758	0.194476	0.389333	0.504	0.464	0.2	V.extenta	0.0122	Rmag_0160	Vext_peg_810
7759	0.125869	0.352222	0.463333	0.37	0.223333	V.extenta	0.0	Rmag_0158	Vext_peg_811
7760	0.124148	0.348702	0.476948	0.370429	0.198728	V.extenta	0.0	Rmag_0156	Vext_peg_813
7761	0.104053	0.318143	0.437975	0.318987	0.197468	V.extenta	0.0	Rmag_0153	Vext_peg_816
7762	0.107029	0.315972	0.354167	0.364583	0.229167	V.extenta	0.135	Rmag_0152	Vext_peg_817
7763	0.109434	0.375517	0.53598	0.367246	0.223325	V.extenta	0.0	Rmag_0151	Vext_peg_818
7764	0.0928101	0.346979	0.460039	0.354776	0.226121	V.extenta	0.0	Rmag_0969	Vext_peg_82
7765	0.0868494	0.315508	0.459893	0.304813	0.181818	V.extenta	0.399	Rmag_0147	Vext_peg_821
7766	0.109843	0.322107	0.458549	0.318653	0.189119	V.extenta	0.0	Rmag_0146	Vext_peg_822
7767	0.155612	0.391003	0.49827	0.432526	0.242215	V.extenta	0.0	Rmag_0145	Vext_peg_823
7768	0.141965	0.308594	0.394531	0.3125	0.21875	V.extenta	0.0	Rmag_0144	Vext_peg_824
7769	0.112599	0.30033	0.420792	0.306931	0.173267	V.extenta	0.0334	Rmag_0143	Vext_peg_826
7770	0.132783	0.321656	0.382166	0.369427	0.213376	V.extenta	0.0	Rmag_0142	Vext_peg_827
7771	0.0855755	0.31586	0.455645	0.322581	0.169355	V.extenta	0.0	Rmag_0141	Vext_peg_828
7772	0.1425	0.342644	0.497207	0.374302	0.156425	V.extenta	0.0076	Rmag_0140	Vext_peg_829
7773	0.132204	0.311111	0.455556	0.25	0.227778	V.extenta	0.015	Rmag_0967	Vext_peg_83
7774	0.162292	0.333333	0.408377	0.361257	0.230366	V.extenta	0.0006	Rmag_0139	Vext_peg_830
7775	0.0880245	0.336357	0.47619	0.351474	0.181406	V.extenta	0.0	Rmag_0138	Vext_peg_832
7776	0.127971	0.318008	0.467433	0.337165	0.149425	V.extenta	0.0	Rmag_0137	Vext_peg_833
7777	0.126079	0.358185	0.520259	0.372771	0.181524	V.extenta	0.0	Rmag_0136	Vext_peg_834
7778	0.128294	0.26	0.326667	0.28	0.173333	V.extenta	0.0544	Rmag_0135	Vext_peg_835
7779	0.120926	0.285152	0.39823	0.274336	0.182891	V.extenta	0.0	Rmag_0134	Vext_peg_836
7780	0.0863708	0.346858	0.465394	0.367542	0.207637	V.extenta	0.0	Rmag_0133	Vext_peg_837
7781	0.136293	0.321489	0.416244	0.28934	0.258883	V.extenta	0.0	Rmag_0132	Vext_peg_838
7782	0.0922902	0.336526	0.448276	0.358238	0.203065	V.extenta	0.0	Rmag_0966	Vext_peg_84
7783	0.0995654	0.323065	0.433649	0.341232	0.194313	V.extenta	0.0	Rmag_0127	Vext_peg_840
7784	0.259095	0.315789	0.434211	0.355263	0.157895	V.extenta	0.0046	Rmag_0126	Vext_peg_841
7785	0.162271	0.337474	0.478261	0.332298	0.201863	V.extenta	0.0	Rmag_0123	Vext_peg_845
7786	0.097497	0.300855	0.392308	0.287179	0.223077	V.extenta	0.0002	Rmag_0122	Vext_peg_846
7787	0.123089	0.28046	0.434483	0.213793	0.193103	V.extenta	0.0876	Rmag_0121	Vext_peg_847
7788	0.0906163	0.333333	0.426277	0.325547	0.248175	V.extenta	0.0	Rmag_0120	Vext_peg_848
7789	0.0773196	0.334951	0.458738	0.351942	0.194175	V.extenta	0.001	Rmag_0118	Vext_peg_849
7790	0.0806221	0.290038	0.363178	0.291299	0.215637	V.extenta	0.0	Rmag_0965	Vext_peg_85
7791	0.189312	0.322823	0.436937	0.301802	0.22973	V.extenta	0.0	Rmag_0117	Vext_peg_850
7792	0.122576	0.355152	0.450909	0.389091	0.225455	V.extenta	0.0006	Rmag_0116	Vext_peg_851
7793	0.0699835	0.311111	0.419753	0.291358	0.222222	V.extenta	0.004	Rmag_0113	Vext_peg_856
7794	0.0990566	0.3412	0.477876	0.365782	0.179941	V.extenta	0.0	Rmag_0112	Vext_peg_857
7795	0.149262	0.307551	0.40884	0.287293	0.226519	V.extenta	0.0028	Rmag_0111	Vext_peg_858
7796	0.0945057	0.301075	0.400922	0.331797	0.170507	V.extenta	0.0572	Rmag_0964	Vext_peg_86
7797	0.0890453	0.356467	0.495268	0.378549	0.195584	V.extenta	0.006	Rmag_0109	Vext_peg_860
7798	0.144097	0.33665	0.495854	0.318408	0.195688	V.extenta	0.0	Rmag_0108	Vext_peg_861
7799	0.124642	0.325428	0.411067	0.339921	0.225296	V.extenta	0.0016	Rmag_0107	Vext_peg_862
7800	0.123136	0.316486	0.422383	0.32852	0.198556	V.extenta	0.0	Rmag_0106	Vext_peg_863
7801	0.11404	0.313943	0.415512	0.31856	0.207756	V.extenta	0.0	Rmag_0105	Vext_peg_864
7802	0.133827	0.28	0.39	0.22	0.23	V.extenta	0.5006	Rmag_0104	Vext_peg_865
7803	0.0800398	0.342211	0.491525	0.348668	0.186441	V.extenta	0.002	Rmag_0103	Vext_peg_866
7804	0.153864	0.300175	0.408377	0.293194	0.198953	V.extenta	0.0002	Rmag_0101	Vext_peg_868
7805	0.116973	0.350427	0.440171	0.386752	0.224359	V.extenta	0.0	Rmag_0963	Vext_peg_87
7806	0.134713	0.363296	0.522472	0.353933	0.213483	V.extenta	0.0	Rmag_0099	Vext_peg_870
7807	0.145195	0.345059	0.537688	0.331658	0.165829	V.extenta	0.0008	Rmag_0098	Vext_peg_872
7808	0.0687418	0.324675	0.422078	0.307359	0.244589	V.extenta	0.0024	Rmag_0097	Vext_peg_873
7809	0.152898	0.356683	0.47343	0.386473	0.210145	V.extenta	0.0	Rmag_0094	Vext_peg_875
7810	0.143945	0.270655	0.367521	0.282051	0.162393	V.extenta	0.1174	Rmag_0091	Vext_peg_878
7811	0.124961	0.305556	0.511905	0.208333	0.196429	V.extenta	0.008	Rmag_0090	Vext_peg_879
7812	0.088233	0.328713	0.429703	0.340594	0.215842	V.extenta	0.0	Rmag_0962	Vext_peg_88
7813	0.171702	0.318966	0.456897	0.327586	0.172414	V.extenta	0.0366	Rmag_0089	Vext_peg_880
7814	0.161714	0.381712	0.526316	0.409888	0.208931	V.extenta	0.0	Rmag_0088	Vext_peg_881
7815	0.189647	0.379455	0.503145	0.415094	0.220126	V.extenta	0.0006	Rmag_0087	Vext_peg_882
7816	0.138781	0.329873	0.401384	0.370242	0.217993	V.extenta	0.0	Rmag_0086	Vext_peg_883
7817	0.117866	0.344884	0.465347	0.368812	0.200495	V.extenta	0.0	Rmag_0085	Vext_peg_884
7818	0.0683982	0.271251	0.372493	0.260745	0.180516	V.extenta	0.0132	Rmag_0083	Vext_peg_885
7819	0.15972	0.333333	0.503401	0.319728	0.176871	V.extenta	0.0152	Rmag_0082	Vext_peg_886
7820	0.112981	0.297348	0.413826	0.280303	0.197917	V.extenta	0.0	Rmag_0080	Vext_peg_887
7821	0.0964929	0.315268	0.444056	0.300699	0.201049	V.extenta	0.0	Rmag_0079	Vext_peg_888
7822	0.0983697	0.305464	0.433443	0.283828	0.19912	V.extenta	0.0	Rmag_0078	Vext_peg_889
7823	0.128378	0.329149	0.481172	0.280335	0.225941	V.extenta	0.0006	Rmag_0077	Vext_peg_890
7824	0.0704334	0.362854	0.509225	0.383764	0.195572	V.extenta	0.3564	Rmag_0074	Vext_peg_893
7825	0.145905	0.284493	0.351648	0.307692	0.194139	V.extenta	0.0	Rmag_0073	Vext_peg_895
7826	0.101701	0.310231	0.445545	0.29703	0.188119	V.extenta	0.0004	Rmag_0072	Vext_peg_896
7827	0.099799	0.329427	0.453125	0.347656	0.1875	V.extenta	0.018	Rmag_0071	Vext_peg_897
7828	0.0972774	0.259398	0.364662	0.229323	0.184211	V.extenta	0.0008	Rmag_0070	Vext_peg_898
7829	0.0913459	0.35099	0.481541	0.380417	0.191011	V.extenta	0.0	Rmag_0068	Vext_peg_899
7830	0.143573	0.347826	0.514493	0.376812	0.152174	V.extenta	0.0722	Rmag_1044	Vext_peg_9
7831	0.173821	0.368272	0.518414	0.379603	0.206799	V.extenta	0.0	Rmag_0067	Vext_peg_900
7832	0.103871	0.338889	0.489583	0.3625	0.164583	V.extenta	0.0	Rmag_0066	Vext_peg_901
7833	0.169296	0.368197	0.52551	0.375	0.204082	V.extenta	0.0	Rmag_0065	Vext_peg_902
7834	0.146863	0.352467	0.47432	0.398792	0.18429	V.extenta	0.0	Rmag_0063	Vext_peg_903
7835	0.156047	0.374685	0.524962	0.419062	0.18003	V.extenta	0.0	Rmag_0062	Vext_peg_904
7836	0.133694	0.248756	0.343284	0.248756	0.154229	V.extenta	0.0002	Rmag_0061	Vext_peg_909
7837	0.109719	0.327327	0.441441	0.324324	0.216216	V.extenta	0.0284	Rmag_0058	Vext_peg_911
7838	0.157168	0.318452	0.428571	0.339286	0.1875	V.extenta	0.2574	Rmag_0055	Vext_peg_914
7839	0.101195	0.364417	0.536196	0.343558	0.213497	V.extenta	0.0	Rmag_0054	Vext_peg_915
7840	0.155578	0.364562	0.562118	0.307536	0.224033	V.extenta	0.0	Rmag_0053	Vext_peg_916
7841	0.174598	0.318083	0.418301	0.294118	0.24183	V.extenta	0.0016	Rmag_0052	Vext_peg_917
7842	0.103057	0.297917	0.415625	0.2875	0.190625	V.extenta	0.0	Rmag_0051	Vext_peg_918
7843	0.176092	0.346154	0.369231	0.415385	0.253846	V.extenta	0.0306	Rmag_0050	Vext_peg_919
7844	0.124054	0.28169	0.408451	0.274648	0.161972	V.extenta	0.111	Rmag_0046	Vext_peg_924
7845	0.151836	0.363636	0.523511	0.329154	0.238245	V.extenta	0.0	Rmag_0045	Vext_peg_925
7846	0.107168	0.350318	0.490446	0.39172	0.16879	V.extenta	0.0	Rmag_0044	Vext_peg_926
7847	0.0753517	0.325449	0.421813	0.358739	0.195795	V.extenta	0.0	Rmag_0043	Vext_peg_927
7848	0.0949485	0.319728	0.357143	0.362245	0.239796	V.extenta	0.222	Rmag_0958	Vext_peg_93
7849	0.157125	0.31339	0.452991	0.290598	0.196581	V.extenta	0.0688	Rmag_0957	Vext_peg_94
7850	0.115369	0.377432	0.536965	0.389105	0.206226	V.extenta	0.0016	Rmag_0028	Vext_peg_944
7851	0.119342	0.331903	0.433476	0.356223	0.206009	V.extenta	0.0064	Rmag_0027	Vext_peg_945
7852	0.101893	0.322055	0.387218	0.345865	0.233083	V.extenta	0.013	Rmag_0026	Vext_peg_946
7853	0.109812	0.346388	0.456919	0.362924	0.219321	V.extenta	0.0	Rmag_0025	Vext_peg_947
7854	0.120668	0.293173	0.39759	0.277108	0.204819	V.extenta	0.0844	Rmag_0956	Vext_peg_95
7855	0.123601	0.305842	0.408935	0.28866	0.219931	V.extenta	0.0	Rmag_0023	Vext_peg_950
7856	0.0967069	0.308271	0.368421	0.300752	0.255639	V.extenta	0.0196	Rmag_0022	Vext_peg_951
7857	0.106447	0.317746	0.428058	0.276978	0.248201	V.extenta	0.004	Rmag_0019	Vext_peg_954
7858	0.140928	0.330484	0.452991	0.327635	0.210826	V.extenta	0.0	Rmag_0018	Vext_peg_955
7859	0.141546	0.302222	0.423333	0.296667	0.186667	V.extenta	0.0	Rmag_0016	Vext_peg_956
7860	0.103742	0.32846	0.447368	0.347953	0.190058	V.extenta	0.0	Rmag_0015	Vext_peg_957
7861	0.0926933	0.326644	0.471572	0.313266	0.195095	V.extenta	0.0	Rmag_0013	Vext_peg_958
7862	0.101222	0.225	0.3125	0.2375	0.125	V.extenta	0.7896	Rmag_0012	Vext_peg_959
7863	0.108548	0.284553	0.390244	0.258537	0.204878	V.extenta	0.0254	Rmag_0955	Vext_peg_96
7864	0.166146	0.377104	0.469697	0.449495	0.212121	V.extenta	0.0004	Rmag_0011	Vext_peg_960
7865	0.122852	0.330057	0.412776	0.353808	0.223587	V.extenta	0.0	Rmag_0010	Vext_peg_961
7866	0.125725	0.285088	0.377193	0.285088	0.192982	V.extenta	0.0014	Rmag_0009	Vext_peg_962
7867	0.155217	0.301435	0.435407	0.334928	0.133971	V.extenta	0.0002	Rmag_0008	Vext_peg_963
7868	0.114605	0.27856	0.413146	0.295775	0.126761	V.extenta	0.0032	Rmag_0007	Vext_peg_965
7869	0.0726325	0.294359	0.415385	0.372308	0.0953846	V.extenta	0.0056	Rmag_0006	Vext_peg_966
7870	0.0742906	0.27362	0.376687	0.309202	0.134969	V.extenta	0.0	Rmag_0005	Vext_peg_967
7871	0.0784064	0.287671	0.431507	0.339041	0.0924658	V.extenta	0.0112	Rmag_0004	Vext_peg_968
7872	0.0777382	0.260455	0.393789	0.30559	0.0819876	V.extenta	0.0	Rmag_0003	Vext_peg_969
7873	0.153086	0.314667	0.432	0.304	0.208	V.extenta	0.0	Rmag_0954	Vext_peg_97
7874	0.0788147	0.202543	0.275204	0.239782	0.0926431	V.extenta	0.0	Rmag_0002	Vext_peg_970
7875	0.108965	0.25969	0.351163	0.274419	0.153488	V.extenta	0.0	Rmag_0001	Vext_peg_971
7876	0.0948779	0.334677	0.487903	0.342742	0.173387	V.extenta	0.0328	Rmag_1076	Vext_peg_973
7877	0.133304	0.301149	0.417241	0.331034	0.155172	V.extenta	0.0	Rmag_1073	Vext_peg_977
7878	0.171245	0.337165	0.429119	0.32567	0.256705	V.extenta	0.0	Rmag_1072	Vext_peg_978
7879	0.107255	0.348416	0.488688	0.339367	0.217195	V.extenta	0.0408	Rmag_1071	Vext_peg_979
7880	0.119877	0.276377	0.378151	0.285714	0.165266	V.extenta	0.0	Rmag_0953	Vext_peg_98
7881	0.0987775	0.341146	0.464844	0.357422	0.201172	V.extenta	0.0	Rmag_1070	Vext_peg_980
7882	0.117778	0.306703	0.449036	0.30854	0.162534	V.extenta	0.0	Rmag_1069	Vext_peg_981
7883	0.102063	0.286701	0.388601	0.274611	0.196891	V.extenta	0.0882	Rmag_1068	Vext_peg_982
7884	0.115983	0.30506	0.415179	0.308036	0.191964	V.extenta	0.002	Rmag_1067	Vext_peg_983
7885	0.0963596	0.308333	0.428846	0.286538	0.209615	V.extenta	0.0	Rmag_1066	Vext_peg_984
7886	0.123527	0.329268	0.418699	0.308943	0.260163	V.extenta	0.0014	Rmag_1064	Vext_peg_986
7887	0.131212	0.365961	0.441799	0.399471	0.256614	V.extenta	0.0	Rmag_1063	Vext_peg_987
7888	0.141913	0.344729	0.470085	0.367521	0.196581	V.extenta	0.4484	Rmag_1062	Vext_peg_988
7889	0.0873871	0.328431	0.414706	0.329412	0.241176	V.extenta	0.0046	Rmag_1061	Vext_peg_989
7890	0.0934797	0.323848	0.50813	0.276423	0.186992	V.extenta	0.0242	Rmag_0952	Vext_peg_99
7891	0.091231	0.374449	0.506608	0.374449	0.242291	V.extenta	0.0	Rmag_1060	Vext_peg_990
7892	0.14068	0.36689	0.496644	0.38255	0.221477	V.extenta	0.0854	Rmag_1059	Vext_peg_991
7893	0.129101	0.340045	0.47651	0.322148	0.221477	V.extenta	0.2714	Rmag_1058	Vext_peg_992
7894	0.0946206	0.299686	0.38358	0.306864	0.208614	V.extenta	0.0	Rmag_1057	Vext_peg_993
7895	0.183701	0.327986	0.513369	0.272727	0.197861	V.extenta	0.0	Rmag_1055	Vext_peg_994
7896	0.127624	0.321078	0.452206	0.323529	0.1875	V.extenta	0.0	Rmag_1054	Vext_peg_995
7897	0.109704	0.357088	0.494253	0.370115	0.206897	V.extenta	0.0	Rmag_1053	Vext_peg_996
7898	0.144918	0.311111	0.410256	0.292308	0.230769	V.gigas2	0.0004	Rmag_0101	Vgig2_peg_1
7899	0.156023	0.30137	0.305936	0.378995	0.219178	V.gigas2	0.0	Rmag_0767	Vgig2_peg_100
7900	0.159669	0.319126	0.4	0.321311	0.236066	V.gigas2	0.0	Rmag_0765	Vgig2_peg_102
7901	0.187291	0.303922	0.411765	0.333333	0.166667	V.gigas2	0.0888	Rmag_0763	Vgig2_peg_103
7902	0.0953384	0.332196	0.447099	0.348123	0.201365	V.gigas2	0.0106	Rmag_0759	Vgig2_peg_108
7903	0.139727	0.306173	0.4	0.333333	0.185185	V.gigas2	0.0	Rmag_0758	Vgig2_peg_109
7904	0.140972	0.322284	0.425414	0.281768	0.259669	V.gigas2	0.0136	Rmag_0111	Vgig2_peg_11
7905	0.087289	0.326226	0.432836	0.311301	0.234542	V.gigas2	0.0	Rmag_0757	Vgig2_peg_110
7906	0.145791	0.305556	0.403846	0.339744	0.173077	V.gigas2	0.0112	Rmag_0756	Vgig2_peg_111
7907	0.0948196	0.285124	0.367769	0.297521	0.190083	V.gigas2	0.0176	Rmag_0755	Vgig2_peg_112
7908	0.276588	0.333333	0.406977	0.383721	0.209302	V.gigas2	0.002	Rmag_0749	Vgig2_peg_116
7909	0.116561	0.318641	0.432507	0.347107	0.176309	V.gigas2	0.0	Rmag_0747	Vgig2_peg_118
7910	0.121649	0.295181	0.409639	0.222892	0.253012	V.gigas2	0.0584	Rmag_0745	Vgig2_peg_119
7911	0.0922574	0.342183	0.480826	0.371681	0.174041	V.gigas2	0.0004	Rmag_0112	Vgig2_peg_12
7912	0.0673769	0.289362	0.395745	0.268085	0.204255	V.gigas2	0.557	Rmag_0744	Vgig2_peg_120
7913	0.0829602	0.321185	0.425968	0.330296	0.207289	V.gigas2	0.0002	Rmag_0743	Vgig2_peg_121
7914	0.113864	0.320151	0.389831	0.338983	0.231638	V.gigas2	0.1814	Rmag_0741	Vgig2_peg_124
7915	0.128923	0.345277	0.488599	0.348534	0.198697	V.gigas2	0.0	Rmag_0740	Vgig2_peg_125
7916	0.110003	0.368103	0.478458	0.342404	0.283447	V.gigas2	0.0	Rmag_0739	Vgig2_peg_126
7917	0.100225	0.366048	0.525199	0.387268	0.185676	V.gigas2	0.0	Rmag_0738	Vgig2_peg_127
7918	0.1338	0.3273	0.411765	0.357466	0.21267	V.gigas2	0.0012	Rmag_0737	Vgig2_peg_128
7919	0.160976	0.328283	0.434343	0.323232	0.227273	V.gigas2	0.0008	Rmag_0736	Vgig2_peg_129
7920	0.0802374	0.322634	0.42963	0.296296	0.241975	V.gigas2	0.0012	Rmag_0113	Vgig2_peg_13
7921	0.138462	0.348148	0.525926	0.274074	0.244444	V.gigas2	0.2006	Rmag_0733	Vgig2_peg_132
7922	0.134606	0.322097	0.40824	0.348315	0.209738	V.gigas2	0.0	Rmag_0732	Vgig2_peg_133
7923	0.122796	0.346743	0.479885	0.353448	0.206897	V.gigas2	0.0	Rmag_0731	Vgig2_peg_134
7924	0.118442	0.309295	0.447115	0.286058	0.194712	V.gigas2	0.0	Rmag_0730	Vgig2_peg_135
7925	0.088009	0.330871	0.435746	0.323486	0.233383	V.gigas2	0.0	Rmag_0721	Vgig2_peg_141
7926	0.102883	0.262346	0.342593	0.240741	0.203704	V.gigas2	0.9346	Rmag_0717	Vgig2_peg_144
7927	0.0929308	0.317502	0.459103	0.319261	0.174142	V.gigas2	0.0	Rmag_0714	Vgig2_peg_146
7928	0.0882968	0.330041	0.417284	0.355556	0.217284	V.gigas2	0.0	Rmag_0704	Vgig2_peg_155
7929	0.156497	0.386957	0.541304	0.419565	0.2	V.gigas2	0.0	Rmag_0701	Vgig2_peg_157
7930	0.132085	0.350682	0.483271	0.36803	0.200743	V.gigas2	0.0	Rmag_0700	Vgig2_peg_158
7931	0.108133	0.31328	0.463904	0.287433	0.188503	V.gigas2	0.0	Rmag_0699	Vgig2_peg_159
7932	0.129558	0.344697	0.471591	0.403409	0.159091	V.gigas2	0.0246	Rmag_0698	Vgig2_peg_161
7933	0.144041	0.294872	0.410256	0.320513	0.153846	V.gigas2	0.8998	Rmag_0694	Vgig2_peg_167
7934	0.0950837	0.317402	0.389706	0.319853	0.242647	V.gigas2	0.0084	Rmag_0693	Vgig2_peg_168
7935	0.208958	0.296296	0.409722	0.3125	0.166667	V.gigas2	0.0	Rmag_0692	Vgig2_peg_169
7936	0.11659	0.347879	0.447273	0.374545	0.221818	V.gigas2	0.0008	Rmag_0116	Vgig2_peg_17
7937	0.0832842	0.332545	0.444444	0.338061	0.21513	V.gigas2	0.0002	Rmag_0691	Vgig2_peg_170
7938	0.134436	0.312715	0.402062	0.309278	0.226804	V.gigas2	0.0058	Rmag_0690	Vgig2_peg_171
7939	0.118647	0.288591	0.389262	0.281879	0.194631	V.gigas2	0.1434	Rmag_0689	Vgig2_peg_172
7940	0.0930387	0.30628	0.423188	0.292754	0.202899	V.gigas2	0.0006	Rmag_0684	Vgig2_peg_176
7941	0.126511	0.319635	0.447489	0.30137	0.210046	V.gigas2	0.0042	Rmag_0683	Vgig2_peg_177
7942	0.144227	0.275641	0.375	0.259615	0.192308	V.gigas2	0.2162	Rmag_0680	Vgig2_peg_179
7943	0.17334	0.33033	0.441441	0.301802	0.247748	V.gigas2	0.0	Rmag_0117	Vgig2_peg_18
7944	0.125131	0.341625	0.432836	0.368159	0.223881	V.gigas2	0.0394	Rmag_0679	Vgig2_peg_180
7945	0.140404	0.289116	0.428571	0.285714	0.153061	V.gigas2	0.4374	Rmag_0678	Vgig2_peg_181
7946	0.126128	0.365348	0.497175	0.378531	0.220339	V.gigas2	0.0	Rmag_0677	Vgig2_peg_182
7947	0.0850116	0.337379	0.463592	0.354369	0.194175	V.gigas2	0.0002	Rmag_0118	Vgig2_peg_19
7948	0.0989248	0.306574	0.411867	0.324607	0.183246	V.gigas2	0.0	Rmag_0676	Vgig2_peg_190
7949	0.0747032	0.33945	0.482569	0.352294	0.183486	V.gigas2	0.0	Rmag_0674	Vgig2_peg_191
7950	0.0857073	0.319713	0.449462	0.31828	0.191398	V.gigas2	0.0	Rmag_0673	Vgig2_peg_192
7951	0.115397	0.268293	0.370732	0.263415	0.170732	V.gigas2	0.0068	Rmag_0672	Vgig2_peg_193
7952	0.131965	0.319115	0.419431	0.327014	0.2109	V.gigas2	0.0	Rmag_0671	Vgig2_peg_194
7953	0.0949865	0.285047	0.359813	0.299065	0.196262	V.gigas2	0.1038	Rmag_0669	Vgig2_peg_198
7954	0.0979273	0.345873	0.426332	0.366771	0.244514	V.gigas2	0.003	Rmag_0668	Vgig2_peg_199
7955	0.0954721	0.330392	0.427941	0.323529	0.239706	V.gigas2	0.0	Rmag_0120	Vgig2_peg_20
7956	0.136467	0.347886	0.505198	0.313929	0.224532	V.gigas2	0.0	Rmag_0667	Vgig2_peg_200
7957	0.163235	0.28	0.393333	0.3	0.146667	V.gigas2	0.0006	Rmag_0666	Vgig2_peg_201
