pseudo	gene_id	genome	locus_tag	SEED_level_1	SEED_level_2	SEED_level_3	SEED_long_name
	Rmag_0090	V.extenta	Vext_peg_879	Protein Metabolism	Protein processing and modification	G3E family of P-loop GTPases (metallocenter biosynthesis)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	SUP05	SP60_04600	Protein Metabolism	Protein folding	Peptidyl-prolyl cis-trans isomerase	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	V.soyoae2	Vsoy2_peg_321	Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	SUP05	SP60_04600	Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	R.southwardae	Rsou_peg_1670	Protein Metabolism	Protein folding	Peptidyl-prolyl cis-trans isomerase	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	R.magnifica	Rmag_0090	Protein Metabolism	Protein processing and modification	G3E family of P-loop GTPases (metallocenter biosynthesis)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	V.extenta	Vext_peg_879	Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	R.southwardae	Rsou_peg_1670	Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	V.okutanii	COSY_0094	Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	V.okutanii	COSY_0094	Protein Metabolism	Protein folding	Peptidyl-prolyl cis-trans isomerase	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	V.okutanii	COSY_0094	Protein Metabolism	Protein processing and modification	G3E family of P-loop GTPases (metallocenter biosynthesis)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
		R.pliocardia	Rple_peg_1455	Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
		R.pliocardia	Rple_peg_1455	Protein Metabolism	Protein folding	Peptidyl-prolyl cis-trans isomerase	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
		R.pliocardia	Rple_peg_1455	Protein Metabolism	Protein processing and modification	G3E family of P-loop GTPases (metallocenter biosynthesis)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	V.diagonalis	Vdia_peg_890	Protein Metabolism	Protein processing and modification	G3E family of P-loop GTPases (metallocenter biosynthesis)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	R.rectimargo	Rrec_peg_820	Potassium metabolism	Potassium metabolism - no subcategory	Potassium homeostasis	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	R.southwardae	Rsou_peg_1670	Protein Metabolism	Protein processing and modification	G3E family of P-loop GTPases (metallocenter biosynthesis)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	R.rectimargo	Rrec_peg_820	Protein Metabolism	Protein folding	Peptidyl-prolyl cis-trans isomerase	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	R.pacifica	Rpac_peg_101	Protein Metabolism	Protein processing and modification	G3E family of P-loop GTPases (metallocenter biosynthesis)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0090	R.rectimargo	Rrec_peg_820	Protein Metabolism	Protein processing and modification	G3E family of P-loop GTPases (metallocenter biosynthesis)	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD (EC 5.2.1.8)
	Rmag_0089	SUP05	SP60_04595				
	Rmag_0089	Bathy	MS2017_2045				
	Rmag_0089	V.gigas2	Vgig2_peg_869				
	Rmag_0089	R.magnifica	Rmag_0089				
	Rmag_0089	R.rectimargo	Rrec_peg_819				
	Rmag_0089	V.diagonalis	Vdia_peg_891				
		R.pliocardia	Rple_peg_1456				
	Rmag_0089	V.okutanii	COSY_0093				
	Rmag_0089	V.extenta	Vext_peg_880				
	Rmag_0089	R.pacifica	Rpac_peg_102				
	Rmag_0089	R.southwardae	Rsou_peg_1669				
	Rmag_0089	V.soyoae2	Vsoy2_peg_320				
	Rmag_0089	R.phaseoliformis	Rpha_peg_2138				
	Rmag_0088	R.magnifica	Rmag_0088	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.rectimargo	Rrec_peg_818	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.southwardae	Rsou_peg_1668	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.pacifica	Rpac_peg_103	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.phaseoliformis	Rpha_peg_2137	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.magnifica	Rmag_0088	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.gigas2	Vgig2_peg_870	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.gigas2	Vgig2_peg_870	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.phaseoliformis	Rpha_peg_2137	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.diagonalis	Vdia_peg_892	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.extenta	Vext_peg_881	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.extenta	Vext_peg_881	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
		R.pliocardia	Rple_peg_1457	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	SUP05	SP60_04590	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
		R.pliocardia	Rple_peg_1457	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.pacifica	Rpac_peg_103	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.soyoae2	Vsoy2_peg_319	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.diagonalis	Vdia_peg_892	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.okutanii	COSY_0092	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	Bathy	MS2017_2046	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	SUP05	SP60_04590	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	Bathy	MS2017_2046	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.soyoae2	Vsoy2_peg_319	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.rectimargo	Rrec_peg_818	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	R.southwardae	Rsou_peg_1668	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0088	V.okutanii	COSY_0092	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)
	Rmag_0087	V.extenta	Vext_peg_882	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
		R.pliocardia	Rple_peg_1458	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
		R.pliocardia	Rple_peg_1458	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	Bathy	MS2017_2047	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.rectimargo	Rrec_peg_817	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.rectimargo	Rrec_peg_817	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.pacifica	Rpac_peg_104	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	Bathy	MS2017_2047	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.okutanii	COSY_0091	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.extenta	Vext_peg_882	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.pacifica	Rpac_peg_104	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	SUP05	SP60_04585	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.diagonalis	Vdia_peg_893	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	SUP05	SP60_04585	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.diagonalis	Vdia_peg_893	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.soyoae2	Vsoy2_peg_318	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.soyoae2	Vsoy2_peg_318	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.southwardae	Rsou_peg_1667	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.southwardae	Rsou_peg_1667	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.okutanii	COSY_0091	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.phaseoliformis	Rpha_peg_2136	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.phaseoliformis	Rpha_peg_2136	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.magnifica	Rmag_0087	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	R.magnifica	Rmag_0087	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.gigas2	Vgig2_peg_871	Respiration	Electron accepting reactions	Anaerobic respiratory reductases	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0087	V.gigas2	Vgig2_peg_871	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)
	Rmag_0086	R.magnifica	Rmag_0086	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
		R.pliocardia	Rple_peg_1459	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	R.rectimargo	Rrec_peg_816	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	Bathy	MS2017_2048	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	V.gigas2	Vgig2_peg_872	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	R.pacifica	Rpac_peg_105	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	R.southwardae	Rsou_peg_1666	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	V.extenta	Vext_peg_883	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	V.diagonalis	Vdia_peg_894	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	V.soyoae2	Vsoy2_peg_317	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	SUP05	SP60_04580	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	R.phaseoliformis	Rpha_peg_2135	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0086	V.okutanii	COSY_0090	Respiration	Electron accepting reactions	Adenylylsulfate reductase	Adenylylsulfate reductase membrane anchor
	Rmag_0085	R.pacifica	Rpac_peg_106				
	Rmag_0085	SUP05	SP60_04575				
	Rmag_0085	R.magnifica	Rmag_0085				
	Rmag_0085	V.soyoae2	Vsoy2_peg_316				
	Rmag_0085	R.rectimargo	Rrec_peg_815				
	Rmag_0085	R.phaseoliformis	Rpha_peg_2134				
	Rmag_0085	Bathy	MS2017_2049				
	Rmag_0085	R.southwardae	Rsou_peg_1665				
	Rmag_0085	V.okutanii	COSY_0089				
	Rmag_0085	V.diagonalis	Vdia_peg_895				
	Rmag_0085	V.gigas2	Vgig2_peg_873				
	Rmag_0085	V.extenta	Vext_peg_884				
		R.pliocardia	Rple_peg_1460				
	Rmag_0083	V.diagonalis	Vdia_peg_896				
	Rmag_0083	R.southwardae	Rsou_peg_1663				
	Rmag_0083	V.extenta	Vext_peg_885				
	Rmag_0083	Bathy	MS2017_2051				
		R.pliocardia	Rple_peg_1462				
	Rmag_0083	SUP05	SP60_04565				
	Rmag_0083	R.pacifica	Rpac_peg_108				
	Rmag_0083	V.gigas2	Vgig2_peg_874				
	Rmag_0083	V.okutanii	COSY_0088				
	Rmag_0083	R.rectimargo	Rrec_peg_812				
	Rmag_0083	R.phaseoliformis	Rpha_peg_2132				
	Rmag_0083	V.soyoae2	Vsoy2_peg_315				
	Rmag_0083	R.magnifica	Rmag_0083				
		R.magnifica	Rmag_0082	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		V.extenta	Vext_peg_886	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		R.phaseoliformis	Rpha_peg_2131	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		V.gigas2	Vgig2_peg_875	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.pacifica	Rpac_peg_109	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		V.okutanii	COSY_0087	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		SUP05	SP60_04560	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		V.extenta	Vext_peg_886	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.pacifica	Rpac_peg_109	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		Bathy	MS2017_2052	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.magnifica	Rmag_0082	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		Bathy	MS2017_2052	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		V.soyoae2	Vsoy2_peg_314	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		V.diagonalis	Vdia_peg_897	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		V.diagonalis	Vdia_peg_897	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		V.gigas2	Vgig2_peg_875	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.southwardae	Rsou_peg_1662	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		SUP05	SP60_04560	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		V.okutanii	COSY_0087	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.southwardae	Rsou_peg_1662	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.pliocardia	Rple_peg_1463	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.rectimargo	Rrec_peg_811	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.pliocardia	Rple_peg_1463	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	5-FCL-like protein	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
		R.rectimargo	Rrec_peg_811	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		R.phaseoliformis	Rpha_peg_2131	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
pseudo		V.soyoae2	Vsoy2_peg_314	Cofactors, Vitamins, Prosthetic Groups, Pigments	Cofactors, Vitamins, Prosthetic Groups, Pigments - no subcategory	Thiamin biosynthesis	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
	Rmag_0080	V.diagonalis	Vdia_peg_898	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
		R.pliocardia	Rple_peg_1467	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	R.phaseoliformis	Rpha_peg_2127	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	SUP05	SP60_04555	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	R.magnifica	Rmag_0080	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	R.southwardae	Rsou_peg_1660	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	V.soyoae2	Vsoy2_peg_313	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	Bathy	MS2017_2058	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	R.pacifica	Rpac_peg_113	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	R.rectimargo	Rrec_peg_810	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	V.gigas2	Vgig2_peg_877	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	V.okutanii	COSY_0086	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0080	V.extenta	Vext_peg_887	DNA Metabolism	DNA repair	DNA repair, bacterial UvrD and related helicases	ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
	Rmag_0079	V.okutanii	COSY_0085	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	R.magnifica	Rmag_0079	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	V.diagonalis	Vdia_peg_899	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	R.phaseoliformis	Rpha_peg_2125	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	R.rectimargo	Rrec_peg_807	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	R.southwardae	Rsou_peg_1659	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	V.extenta	Vext_peg_888	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	Bathy	MS2017_2063	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
		R.pliocardia	Rple_peg_1468	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	SUP05	SP60_04550	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	V.gigas2	Vgig2_peg_878	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	R.pacifica	Rpac_peg_116	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0079	V.soyoae2	Vsoy2_peg_312	Protein Metabolism	Protein biosynthesis	tRNA aminoacylation, Arg	Arginyl-tRNA synthetase (EC 6.1.1.19)
	Rmag_0078	R.phaseoliformis	Rpha_peg_2124	DNA Metabolism	DNA repair	DNA Repair Base Excision	DNA polymerase I (EC 2.7.7.7)
	Rmag_0078	R.rectimargo	Rrec_peg_806	DNA Metabolism	DNA repair	DNA Repair Base Excision	DNA polymerase I (EC 2.7.7.7)
	Rmag_0078	R.southwardae	Rsou_peg_1658	DNA Metabolism	DNA repair	DNA Repair Base Excision	DNA polymerase I (EC 2.7.7.7)
	Rmag_0078	Bathy	MS2017_2069	DNA Metabolism	DNA repair	DNA Repair Base Excision	DNA polymerase I (EC 2.7.7.7)
