R.magnifica	Branch	p_Holm	KH_pval
Rmag_0976	R.kilmeri	1	
Rmag_0976	V.okutanii	1	
Rmag_0976	Node8	1	
Rmag_0976	Node1	1	
Rmag_0976	Node3	1	
Rmag_0976	Node2	1	
Rmag_0976	Node4	1	
Rmag_0976	Node7	1	
Rmag_0976	Node11	1	
Rmag_0976	Node12	1	
Rmag_0976	V.diagonalis	1	
Rmag_0976	Node17	1	
Rmag_0976	R.pleocardia	1	
Rmag_0976	Bathy	1	
